"year_week","date","countrycode","countryname","icu_occupancy","hosp_weekly_admission","icu_weekly_admission"
"2020-W12",2020-03-20,"NL","Netherlands",366,17.9028516280051,2.32609772283712
"2020-W12",2020-03-21,"NL","Netherlands",435,17.9028516280051,2.32609772283712
"2020-W12",2020-03-22,"NL","Netherlands",485,17.9028516280051,2.32609772283712
"2020-W13",2020-03-23,"NL","Netherlands",578,13.7945695802082,4.1835041134608
"2020-W13",2020-03-24,"NL","Netherlands",659,13.7945695802082,4.1835041134608
"2020-W13",2020-03-25,"NL","Netherlands",757,13.7945695802082,4.1835041134608
"2020-W13",2020-03-26,"NL","Netherlands",843,13.7945695802082,4.1835041134608
"2020-W13",2020-03-27,"NL","Netherlands",930,13.7945695802082,4.1835041134608
"2020-W13",2020-03-28,"NL","Netherlands",995,13.7945695802082,4.1835041134608
"2020-W13",2020-03-29,"NL","Netherlands",1042,13.7945695802082,4.1835041134608
"2020-W14",2020-03-30,"NL","Netherlands",1130,8.03140208780579,3.50650552248581
"2020-W14",2020-03-31,"NL","Netherlands",1195,8.03140208780579,3.50650552248581
"2020-W14",2020-04-01,"NL","Netherlands",1212,8.03140208780579,3.50650552248581
"2020-W14",2020-04-02,"NL","Netherlands",1253,8.03140208780579,3.50650552248581
"2020-W14",2020-04-03,"NL","Netherlands",1280,8.03140208780579,3.50650552248581
"2020-W14",2020-04-04,"NL","Netherlands",1284,8.03140208780579,3.50650552248581
"2020-W14",2020-04-05,"NL","Netherlands",1309,8.03140208780579,3.50650552248581
"2020-W15",2020-04-06,"NL","Netherlands",1317,5.10352783965757,1.89212426708393
"2020-W15",2020-04-07,"NL","Netherlands",1319,5.10352783965757,1.89212426708393
"2020-W15",2020-04-08,"NL","Netherlands",1286,5.10352783965757,1.89212426708393
"2020-W15",2020-04-09,"NL","Netherlands",1281,5.10352783965757,1.89212426708393
"2020-W15",2020-04-10,"NL","Netherlands",1288,5.10352783965757,1.89212426708393
"2020-W15",2020-04-11,"NL","Netherlands",1253,5.10352783965757,1.89212426708393
"2020-W15",2020-04-12,"NL","Netherlands",1235,5.10352783965757,1.89212426708393
"2020-W16",2020-04-13,"NL","Netherlands",1218,2.78321642956382,1.1051857339848
"2020-W16",2020-04-14,"NL","Netherlands",1195,2.78321642956382,1.1051857339848
"2020-W16",2020-04-15,"NL","Netherlands",1170,2.78321642956382,1.1051857339848
"2020-W16",2020-04-16,"NL","Netherlands",1137,2.78321642956382,1.1051857339848
"2020-W16",2020-04-17,"NL","Netherlands",1107,2.78321642956382,1.1051857339848
"2020-W16",2020-04-18,"NL","Netherlands",1061,2.78321642956382,1.1051857339848
"2020-W16",2020-04-19,"NL","Netherlands",1032,2.78321642956382,1.1051857339848
"2020-W17",2020-04-20,"NL","Netherlands",1013,1.77639801221641,0.68278490371836
"2020-W17",2020-04-21,"NL","Netherlands",976,1.77639801221641,0.68278490371836
"2020-W17",2020-04-22,"NL","Netherlands",919,1.77639801221641,0.68278490371836
"2020-W17",2020-04-23,"NL","Netherlands",877,1.77639801221641,0.68278490371836
"2020-W17",2020-04-24,"NL","Netherlands",860,1.77639801221641,0.68278490371836
"2020-W17",2020-04-25,"NL","Netherlands",829,1.77639801221641,0.68278490371836
"2020-W17",2020-04-26,"NL","Netherlands",805,1.77639801221641,0.68278490371836
"2020-W18",2020-04-27,"NL","Netherlands",782,1.19776673787882,0.486050270443578
"2020-W18",2020-04-28,"NL","Netherlands",761,1.19776673787882,0.486050270443578
"2020-W18",2020-04-29,"NL","Netherlands",733,1.19776673787882,0.486050270443578
"2020-W18",2020-04-30,"NL","Netherlands",709,1.19776673787882,0.486050270443578
"2020-W18",2020-05-01,"NL","Netherlands",674,1.19776673787882,0.486050270443578
"2020-W18",2020-05-02,"NL","Netherlands",636,1.19776673787882,0.486050270443578
"2020-W18",2020-05-03,"NL","Netherlands",622,1.19776673787882,0.486050270443578
"2020-W19",2020-05-04,"NL","Netherlands",613,0.630708089027976,0.254597760708541
"2020-W19",2020-05-05,"NL","Netherlands",571,0.630708089027976,0.254597760708541
"2020-W19",2020-05-06,"NL","Netherlands",544,0.630708089027976,0.254597760708541
"2020-W19",2020-05-07,"NL","Netherlands",523,0.630708089027976,0.254597760708541
"2020-W19",2020-05-08,"NL","Netherlands",492,0.630708089027976,0.254597760708541
"2020-W19",2020-05-09,"NL","Netherlands",470,0.630708089027976,0.254597760708541
"2020-W19",2020-05-10,"NL","Netherlands",452,0.630708089027976,0.254597760708541
"2020-W20",2020-05-11,"NL","Netherlands",446,0.416614517523067,0.196734633274782
"2020-W20",2020-05-12,"NL","Netherlands",404,0.416614517523067,0.196734633274782
"2020-W20",2020-05-13,"NL","Netherlands",386,0.416614517523067,0.196734633274782
"2020-W20",2020-05-14,"NL","Netherlands",360,0.416614517523067,0.196734633274782
"2020-W20",2020-05-15,"NL","Netherlands",344,0.416614517523067,0.196734633274782
"2020-W20",2020-05-16,"NL","Netherlands",328,0.416614517523067,0.196734633274782
"2020-W20",2020-05-17,"NL","Netherlands",321,0.416614517523067,0.196734633274782
"2020-W21",2020-05-18,"NL","Netherlands",316,0.352965077345932,0.133085193097646
"2020-W21",2020-05-19,"NL","Netherlands",283,0.352965077345932,0.133085193097646
"2020-W21",2020-05-20,"NL","Netherlands",273,0.352965077345932,0.133085193097646
"2020-W21",2020-05-21,"NL","Netherlands",252,0.352965077345932,0.133085193097646
"2020-W21",2020-05-22,"NL","Netherlands",241,0.352965077345932,0.133085193097646
"2020-W21",2020-05-23,"NL","Netherlands",225,0.352965077345932,0.133085193097646
"2020-W21",2020-05-24,"NL","Netherlands",224,0.352965077345932,0.133085193097646
"2020-W22",2020-05-25,"NL","Netherlands",214,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-26,"NL","Netherlands",191,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-27,"NL","Netherlands",177,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-28,"NL","Netherlands",169,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-29,"NL","Netherlands",159,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-30,"NL","Netherlands",150,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-31,"NL","Netherlands",152,0.283529324425421,0.0925810038940149
"2020-W23",2020-06-01,"NL","Netherlands",149,0.133085193097646,0.133085193097646
"2020-W23",2020-06-02,"NL","Netherlands",144,0.133085193097646,0.133085193097646
"2020-W23",2020-06-03,"NL","Netherlands",131,0.133085193097646,0.133085193097646
"2020-W23",2020-06-04,"NL","Netherlands",129,0.133085193097646,0.133085193097646
"2020-W23",2020-06-05,"NL","Netherlands",127,0.133085193097646,0.133085193097646
"2020-W23",2020-06-06,"NL","Netherlands",125,0.133085193097646,0.133085193097646
"2020-W23",2020-06-07,"NL","Netherlands",124,0.133085193097646,0.133085193097646
"2020-W24",2020-06-08,"NL","Netherlands",123,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-09,"NL","Netherlands",115,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-10,"NL","Netherlands",112,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-11,"NL","Netherlands",108,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-12,"NL","Netherlands",105,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-13,"NL","Netherlands",103,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-14,"NL","Netherlands",102,0.0983673166373908,0.0578631274337593
"2020-W25",2020-06-15,"NL","Netherlands",101,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-16,"NL","Netherlands",92,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-17,"NL","Netherlands",84,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-18,"NL","Netherlands",77,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-19,"NL","Netherlands",72,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-20,"NL","Netherlands",70,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-21,"NL","Netherlands",66,0.0925810038940149,0.0347178764602556
"2020-W26",2020-06-22,"NL","Netherlands",68,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-23,"NL","Netherlands",61,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-24,"NL","Netherlands",57,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-25,"NL","Netherlands",56,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-26,"NL","Netherlands",50,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-27,"NL","Netherlands",45,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-28,"NL","Netherlands",41,0.0462905019470074,0.0289315637168797
"2020-W27",2020-06-29,"NL","Netherlands",41,0.0520768146903834,0.0289315637168797
"2020-W27",2020-06-30,"NL","Netherlands",41,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-01,"NL","Netherlands",37,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-02,"NL","Netherlands",39,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-03,"NL","Netherlands",36,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-04,"NL","Netherlands",37,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-05,"NL","Netherlands",35,0.0520768146903834,0.0289315637168797
"2020-W28",2020-07-06,"NL","Netherlands",35,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-07,"NL","Netherlands",33,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-08,"NL","Netherlands",30,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-09,"NL","Netherlands",30,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-10,"NL","Netherlands",31,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-11,"NL","Netherlands",29,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-12,"NL","Netherlands",30,0.0983673166373908,0.0405041892036315
"2020-W29",2020-07-13,"NL","Netherlands",29,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-14,"NL","Netherlands",26,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-15,"NL","Netherlands",26,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-16,"NL","Netherlands",25,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-17,"NL","Netherlands",25,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-18,"NL","Netherlands",24,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-19,"NL","Netherlands",25,0.162016756814526,0.0173589382301278
"2020-W30",2020-07-20,"NL","Netherlands",25,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-21,"NL","Netherlands",27,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-22,"NL","Netherlands",27,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-23,"NL","Netherlands",25,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-24,"NL","Netherlands",24,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-25,"NL","Netherlands",21,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-26,"NL","Netherlands",21,0.208307258761534,0.0405041892036315
"2020-W31",2020-07-27,"NL","Netherlands",25,0.306674575398924,0.086794691150639
"2020-W31",2020-07-28,"NL","Netherlands",24,0.306674575398924,0.086794691150639
"2020-W31",2020-07-29,"NL","Netherlands",23,0.306674575398924,0.086794691150639
"2020-W31",2020-07-30,"NL","Netherlands",25,0.306674575398924,0.086794691150639
"2020-W31",2020-07-31,"NL","Netherlands",28,0.306674575398924,0.086794691150639
"2020-W31",2020-08-01,"NL","Netherlands",29,0.306674575398924,0.086794691150639
"2020-W31",2020-08-02,"NL","Netherlands",30,0.306674575398924,0.086794691150639
"2020-W32",2020-08-03,"NL","Netherlands",33,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-04,"NL","Netherlands",34,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-05,"NL","Netherlands",33,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-06,"NL","Netherlands",35,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-07,"NL","Netherlands",35,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-08,"NL","Netherlands",36,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-09,"NL","Netherlands",41,0.405041892036315,0.0983673166373908
"2020-W33",2020-08-10,"NL","Netherlands",40,0.34139245185918,0.150444131327774
"2020-W33",2020-08-11,"NL","Netherlands",43,0.34139245185918,0.150444131327774
"2020-W33",2020-08-12,"NL","Netherlands",43,0.34139245185918,0.150444131327774
"2020-W33",2020-08-13,"NL","Netherlands",40,0.34139245185918,0.150444131327774
"2020-W33",2020-08-14,"NL","Netherlands",45,0.34139245185918,0.150444131327774
"2020-W33",2020-08-15,"NL","Netherlands",43,0.34139245185918,0.150444131327774
"2020-W33",2020-08-16,"NL","Netherlands",44,0.34139245185918,0.150444131327774
"2020-W34",2020-08-17,"NL","Netherlands",53,0.225666196991661,0.162016756814526
"2020-W34",2020-08-18,"NL","Netherlands",48,0.225666196991661,0.162016756814526
"2020-W34",2020-08-19,"NL","Netherlands",47,0.225666196991661,0.162016756814526
"2020-W34",2020-08-20,"NL","Netherlands",48,0.225666196991661,0.162016756814526
"2020-W34",2020-08-21,"NL","Netherlands",52,0.225666196991661,0.162016756814526
"2020-W34",2020-08-22,"NL","Netherlands",48,0.225666196991661,0.162016756814526
"2020-W34",2020-08-23,"NL","Netherlands",51,0.225666196991661,0.162016756814526
"2020-W35",2020-08-24,"NL","Netherlands",51,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-25,"NL","Netherlands",46,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-26,"NL","Netherlands",44,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-27,"NL","Netherlands",44,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-28,"NL","Netherlands",42,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-29,"NL","Netherlands",42,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-30,"NL","Netherlands",47,0.318247200885676,0.0694357529205112
"2020-W36",2020-08-31,"NL","Netherlands",46,0.52655445964721,0.0925810038940149
"2020-W36",2020-09-01,"NL","Netherlands",42,0.52655445964721,0.0925810038940149
"2020-W36",2020-09-02,"NL","Netherlands",40,0.52655445964721,0.0925810038940149
"2020-W36",2020-09-03,"NL","Netherlands",42,0.52655445964721,0.0925810038940149
"2020-W36",2020-09-04,"NL","Netherlands",46,0.52655445964721,0.0925810038940149
"2020-W36",2020-09-05,"NL","Netherlands",42,0.52655445964721,0.0925810038940149
"2020-W36",2020-09-06,"NL","Netherlands",46,0.52655445964721,0.0925810038940149
"2020-W37",2020-09-07,"NL","Netherlands",47,1.00103210460404,0.167803069557902
"2020-W37",2020-09-08,"NL","Netherlands",48,1.00103210460404,0.167803069557902
"2020-W37",2020-09-09,"NL","Netherlands",47,1.00103210460404,0.167803069557902
"2020-W37",2020-09-10,"NL","Netherlands",50,1.00103210460404,0.167803069557902
"2020-W37",2020-09-11,"NL","Netherlands",55,1.00103210460404,0.167803069557902
"2020-W37",2020-09-12,"NL","Netherlands",59,1.00103210460404,0.167803069557902
"2020-W37",2020-09-13,"NL","Netherlands",61,1.00103210460404,0.167803069557902
"2020-W38",2020-09-14,"NL","Netherlands",71,1.42343293487048,0.295101949912172
"2020-W38",2020-09-15,"NL","Netherlands",72,1.42343293487048,0.295101949912172
"2020-W38",2020-09-16,"NL","Netherlands",67,1.42343293487048,0.295101949912172
"2020-W38",2020-09-17,"NL","Netherlands",67,1.42343293487048,0.295101949912172
"2020-W38",2020-09-18,"NL","Netherlands",71,1.42343293487048,0.295101949912172
"2020-W38",2020-09-19,"NL","Netherlands",82,1.42343293487048,0.295101949912172
"2020-W38",2020-09-20,"NL","Netherlands",95,1.42343293487048,0.295101949912172
"2020-W39",2020-09-21,"NL","Netherlands",104,1.92105583080081,0.514981834160458
"2020-W39",2020-09-22,"NL","Netherlands",112,1.92105583080081,0.514981834160458
"2020-W39",2020-09-23,"NL","Netherlands",119,1.92105583080081,0.514981834160458
"2020-W39",2020-09-24,"NL","Netherlands",126,1.92105583080081,0.514981834160458
"2020-W39",2020-09-25,"NL","Netherlands",140,1.92105583080081,0.514981834160458
"2020-W39",2020-09-26,"NL","Netherlands",145,1.92105583080081,0.514981834160458
"2020-W39",2020-09-27,"NL","Netherlands",157,1.92105583080081,0.514981834160458
"2020-W40",2020-09-28,"NL","Netherlands",164,2.94523318637835,0.68278490371836
"2020-W40",2020-09-29,"NL","Netherlands",172,2.94523318637835,0.68278490371836
"2020-W40",2020-09-30,"NL","Netherlands",176,2.94523318637835,0.68278490371836
"2020-W40",2020-10-01,"NL","Netherlands",182,2.94523318637835,0.68278490371836
"2020-W40",2020-10-02,"NL","Netherlands",182,2.94523318637835,0.68278490371836
"2020-W40",2020-10-03,"NL","Netherlands",191,2.94523318637835,0.68278490371836
"2020-W40",2020-10-04,"NL","Netherlands",204,2.94523318637835,0.68278490371836
"2020-W41",2020-10-05,"NL","Netherlands",219,3.52386446071594,1.05310891929442
"2020-W41",2020-10-06,"NL","Netherlands",240,3.52386446071594,1.05310891929442
"2020-W41",2020-10-07,"NL","Netherlands",253,3.52386446071594,1.05310891929442
"2020-W41",2020-10-08,"NL","Netherlands",259,3.52386446071594,1.05310891929442
"2020-W41",2020-10-09,"NL","Netherlands",275,3.52386446071594,1.05310891929442
"2020-W41",2020-10-10,"NL","Netherlands",274,3.52386446071594,1.05310891929442
"2020-W41",2020-10-11,"NL","Netherlands",279,3.52386446071594,1.05310891929442
"2020-W42",2020-10-12,"NL","Netherlands",303,4.04463260761978,1.5623044407115
"2020-W42",2020-10-13,"NL","Netherlands",322,4.04463260761978,1.5623044407115
"2020-W42",2020-10-14,"NL","Netherlands",340,4.04463260761978,1.5623044407115
"2020-W42",2020-10-15,"NL","Netherlands",360,4.04463260761978,1.5623044407115
"2020-W42",2020-10-16,"NL","Netherlands",398,4.04463260761978,1.5623044407115
"2020-W42",2020-10-17,"NL","Netherlands",392,4.04463260761978,1.5623044407115
"2020-W42",2020-10-18,"NL","Netherlands",412,4.04463260761978,1.5623044407115
"2020-W43",2020-10-19,"NL","Netherlands",449,4.42652924868259,1.89791057982731
"2020-W43",2020-10-20,"NL","Netherlands",476,4.42652924868259,1.89791057982731
"2020-W43",2020-10-21,"NL","Netherlands",492,4.42652924868259,1.89791057982731
"2020-W43",2020-10-22,"NL","Netherlands",505,4.42652924868259,1.89791057982731
"2020-W43",2020-10-23,"NL","Netherlands",516,4.42652924868259,1.89791057982731
"2020-W43",2020-10-24,"NL","Netherlands",525,4.42652924868259,1.89791057982731
"2020-W43",2020-10-25,"NL","Netherlands",538,4.42652924868259,1.89791057982731
"2020-W44",2020-10-26,"NL","Netherlands",564,3.04938681575912,1.91526951805743
"2020-W44",2020-10-27,"NL","Netherlands",578,3.04938681575912,1.91526951805743
"2020-W44",2020-10-28,"NL","Netherlands",596,3.04938681575912,1.91526951805743
"2020-W44",2020-10-29,"NL","Netherlands",605,3.04938681575912,1.91526951805743
"2020-W44",2020-10-30,"NL","Netherlands",616,3.04938681575912,1.91526951805743
"2020-W44",2020-10-31,"NL","Netherlands",623,3.04938681575912,1.91526951805743
"2020-W44",2020-11-01,"NL","Netherlands",629,3.04938681575912,1.91526951805743
"2020-W45",2020-11-02,"NL","Netherlands",656,2.26244828265999,1.61438125540189
"2020-W45",2020-11-03,"NL","Netherlands",655,2.26244828265999,1.61438125540189
"2020-W45",2020-11-04,"NL","Netherlands",660,2.26244828265999,1.61438125540189
"2020-W45",2020-11-05,"NL","Netherlands",657,2.26244828265999,1.61438125540189
"2020-W45",2020-11-06,"NL","Netherlands",652,2.26244828265999,1.61438125540189
"2020-W45",2020-11-07,"NL","Netherlands",644,2.26244828265999,1.61438125540189
"2020-W45",2020-11-08,"NL","Netherlands",648,2.26244828265999,1.61438125540189
"2020-W46",2020-11-09,"NL","Netherlands",653,1.00103210460404,1.36556980743672
"2020-W46",2020-11-10,"NL","Netherlands",653,1.00103210460404,1.36556980743672
"2020-W46",2020-11-11,"NL","Netherlands",648,1.00103210460404,1.36556980743672
"2020-W46",2020-11-12,"NL","Netherlands",653,1.00103210460404,1.36556980743672
"2020-W46",2020-11-13,"NL","Netherlands",655,1.00103210460404,1.36556980743672
"2020-W46",2020-11-14,"NL","Netherlands",623,1.00103210460404,1.36556980743672
"2020-W46",2020-11-15,"NL","Netherlands",626,1.00103210460404,1.36556980743672
"2020-W46",2020-11-16,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
"2020-W46",2020-11-17,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
"2020-W46",2020-11-18,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
"2020-W46",2020-11-19,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
"2020-W46",2020-11-20,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
"2020-W46",2020-11-21,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
"2020-W46",2020-11-22,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
"2020-W46",2020-11-23,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
"2020-W46",2020-11-24,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
"2020-W46",2020-11-25,"NL","Netherlands",NA,1.00103210460404,1.36556980743672
