"","cutoff","date","lag","predType","fore","fore_low","fore_high","y","strawman","scaled_abs_err"
"1",2020-11-10,2020-11-11,1,"nearFuture",29.2001162023375,42.2789033538895,20.1671925852252,23,52,0.213797103053117
"2",2020-11-10,2020-11-12,2,"nearFuture",106.133015209602,166.095167448364,67.8178485896259,22,52,2.80443374683896
"3",2020-11-10,2020-11-13,3,"nearFuture",45.305786534743,64.2945726771158,31.9251564800007,66,52,1.4781579990785
"4",2020-11-10,2020-11-14,4,"nearFuture",35.2365386410251,50.1112142287499,24.7771616495397,39,52,0.289497005344456
"5",2020-11-10,2020-11-15,5,"nearFuture",50.7121752127938,72.2171382731171,35.6110028216172,39,52,0.900936485527482
"6",2020-11-10,2020-11-16,6,"nearFuture",27.0023291530557,38.3053959346635,19.0345449224337,42,52,1.49976693471774
"7",2020-11-10,2020-11-17,7,"nearFuture",52.4550217674806,79.4245584578072,34.6433063280869,44,52,1.05687758882538
"8",2020-11-10,2020-11-18,8,"nearFuture",97.6785940187179,179.29591257834,53.2143069647766,20,52,2.42745598722694
"9",2020-11-10,2020-11-19,9,"nearFuture",47.3715825223299,71.9839282895889,31.1745535981601,14,52,0.878199516950798
"10",2020-11-10,2020-11-20,10,"nearFuture",31.4703418560846,40.2498371062404,24.6058739051464,58,52,4.42160895371774
"11",2020-11-10,2020-11-21,11,"nearFuture",37.8308101330196,66.8359449058316,21.4131811458194,48,52,2.5422968311709
"12",2020-11-10,2020-11-11,1,"nearFar",29.2001162023375,42.2789033538895,20.1671925852252,23,NA,NA
"13",2020-11-10,2020-11-11,1,"nearFar",29.2001162023375,42.2789033538895,20.1671925852252,23,NA,NA
"14",2020-11-10,2020-11-12,2,"nearFar",106.133015209602,166.095167448364,67.8178485896259,22,NA,NA
"15",2020-11-10,2020-11-12,2,"nearFar",106.133015209602,166.095167448364,67.8178485896259,22,NA,NA
"16",2020-11-10,2020-11-13,3,"nearFar",45.305786534743,64.2945726771158,31.9251564800007,66,NA,NA
"17",2020-11-10,2020-11-13,3,"nearFar",45.305786534743,64.2945726771158,31.9251564800007,66,NA,NA
"18",2020-11-10,2020-11-14,4,"nearFar",35.2365386410251,50.1112142287499,24.7771616495397,39,NA,NA
"19",2020-11-10,2020-11-14,4,"nearFar",35.2365386410251,50.1112142287499,24.7771616495397,39,NA,NA
"20",2020-11-10,2020-11-15,5,"nearFar",50.7121752127938,72.2171382731171,35.6110028216172,39,NA,NA
"21",2020-11-10,2020-11-15,5,"nearFar",50.7121752127938,72.2171382731171,35.6110028216172,39,NA,NA
"22",2020-11-10,2020-11-16,6,"nearFar",27.0023291530557,38.3053959346635,19.0345449224337,42,NA,NA
"23",2020-11-10,2020-11-16,6,"nearFar",27.0023291530557,38.3053959346635,19.0345449224337,42,NA,NA
"24",2020-11-10,2020-11-17,7,"nearFar",52.4550217674806,79.4245584578072,34.6433063280869,44,NA,NA
"25",2020-11-10,2020-11-17,7,"nearFar",52.4550217674806,79.4245584578072,34.6433063280869,44,NA,NA
"26",2020-11-10,2020-11-18,8,"nearFar",97.6785940187179,179.29591257834,53.2143069647766,20,NA,NA
"27",2020-11-10,2020-11-18,8,"nearFar",97.6785940187179,179.29591257834,53.2143069647766,20,NA,NA
"28",2020-11-10,2020-11-19,9,"nearFar",47.3715825223299,71.9839282895889,31.1745535981601,14,NA,NA
"29",2020-11-10,2020-11-19,9,"nearFar",47.3715825223299,71.9839282895889,31.1745535981601,14,NA,NA
"30",2020-11-10,2020-11-20,10,"nearFar",31.4703418560846,40.2498371062404,24.6058739051464,58,NA,NA
"31",2020-11-10,2020-11-20,10,"nearFar",31.4703418560846,40.2498371062404,24.6058739051464,58,NA,NA
"32",2020-11-10,2020-11-21,11,"nearFar",37.8308101330196,66.8359449058316,21.4131811458194,48,NA,NA
"33",2020-11-10,2020-11-21,11,"nearFar",37.8308101330196,66.8359449058316,21.4131811458194,48,NA,NA
"34",2020-11-10,2020-11-11,1,"nearFar",29.2001162023375,42.2789033538895,20.1671925852252,23,NA,NA
"35",2020-11-10,2020-11-11,1,"nearFar",29.2001162023375,42.2789033538895,20.1671925852252,23,NA,NA
"36",2020-11-10,2020-11-12,2,"nearFar",106.133015209602,166.095167448364,67.8178485896259,22,NA,NA
"37",2020-11-10,2020-11-12,2,"nearFar",106.133015209602,166.095167448364,67.8178485896259,22,NA,NA
"38",2020-11-10,2020-11-13,3,"nearFar",45.305786534743,64.2945726771158,31.9251564800007,66,NA,NA
"39",2020-11-10,2020-11-13,3,"nearFar",45.305786534743,64.2945726771158,31.9251564800007,66,NA,NA
"40",2020-11-10,2020-11-14,4,"nearFar",35.2365386410251,50.1112142287499,24.7771616495397,39,NA,NA
"41",2020-11-10,2020-11-14,4,"nearFar",35.2365386410251,50.1112142287499,24.7771616495397,39,NA,NA
"42",2020-11-10,2020-11-15,5,"nearFar",50.7121752127938,72.2171382731171,35.6110028216172,39,NA,NA
"43",2020-11-10,2020-11-15,5,"nearFar",50.7121752127938,72.2171382731171,35.6110028216172,39,NA,NA
"44",2020-11-10,2020-11-16,6,"nearFar",27.0023291530557,38.3053959346635,19.0345449224337,42,NA,NA
"45",2020-11-10,2020-11-16,6,"nearFar",27.0023291530557,38.3053959346635,19.0345449224337,42,NA,NA
"46",2020-11-10,2020-11-17,7,"nearFar",52.4550217674806,79.4245584578072,34.6433063280869,44,NA,NA
"47",2020-11-10,2020-11-17,7,"nearFar",52.4550217674806,79.4245584578072,34.6433063280869,44,NA,NA
"48",2020-11-10,2020-11-18,8,"nearFar",97.6785940187179,179.29591257834,53.2143069647766,20,NA,NA
"49",2020-11-10,2020-11-18,8,"nearFar",97.6785940187179,179.29591257834,53.2143069647766,20,NA,NA
"50",2020-11-10,2020-11-19,9,"nearFar",47.3715825223299,71.9839282895889,31.1745535981601,14,NA,NA
"51",2020-11-10,2020-11-19,9,"nearFar",47.3715825223299,71.9839282895889,31.1745535981601,14,NA,NA
"52",2020-11-10,2020-11-20,10,"nearFar",31.4703418560846,40.2498371062404,24.6058739051464,58,NA,NA
"53",2020-11-10,2020-11-20,10,"nearFar",31.4703418560846,40.2498371062404,24.6058739051464,58,NA,NA
"54",2020-11-10,2020-11-21,11,"nearFar",37.8308101330196,66.8359449058316,21.4131811458194,48,NA,NA
"55",2020-11-10,2020-11-21,11,"nearFar",37.8308101330196,66.8359449058316,21.4131811458194,48,NA,NA
