"","date","deaths","cases","cases_daily","cases_contagious","cases_active","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_notToo_worried_past_smooth","pct_finances_not_worried_past_smooth"
"156",2020-06-03,29,342,0,12255.7666369588,21575.374566777,964716.484183343,0,0,0,952765.111548685,0,0,0,315473.0094,282265.3242,481511.4354,8858150.0271,4864925.8818,29363895.6381,19991026.4904,14121568.1313,5138889.2847,2399255.2557,3503410.7886,896607.5004,5786439.1461,18031773.0636,3835487.6406,6716254.3317,10817403.4539,32643154.5516,58237977.9195,27720115.2207,48283974.2808,3246051.2283,12967601.0706,46216795.8771,38919407.0544,24515573.5989,9937399.7961,3727562.6637,1652082.3387,1353213.1719,697361.3892,1560761.2044,8077769.4249,13075526.0475,59607794.934,1145665.1394,3005295.5106,11282311.0467,14129870.0526,53464373.172,12660429.9825,30642391.5183,23735192.9967,11838539.7738,1303401.6441,3544920.3951,9580417.1802,64738382.2974,913211.343,NA,NA,NA,NA,243705.823748606,240213.629311626,406991.372451524,9143035.61426133,4687807.10305219,29639543.5888375,20296446.3500971,13957190.2930058,5326884.91283457,2582157.03787067,3634208.50535692,915362.56488619,5533931.56845304,17514750.3074796,3851920.32839728,6730378.41963423,11650862.0045459,32851423.7515817,54220388.085268,27086757.3071558,48485718.2860976,3354797.18265896,13069231.5713895,47168609.2577386,38856680.0751203,24876910.0836985,10413845.9037159,3656234.5482362,1625430.57167177,1163492.24475586,651408.16272457,1457873.7535297,8134781.79335231,13441069.6680335,59376386.3772406,1117876.28113384,2971703.23206698,10998516.3944303,14365581.4434815,52862791.1603397,12673860.3123925,30614003.7683874,23293557.0032896,11666005.5127557,1311407.26497845,3364971.61540101,9702462.80733884,64421905.6064394,863578.798705594,NA,NA,NA,NA
"157",2020-06-04,30,394,0,10763.5260279311,21575.374566777,964716.484183343,0,0,0,955240.156414331,0,0,0,332076.852,332076.852,523021.0419,9563813.3376,4781906.6688,31613716.3104,19908007.2774,14818929.5205,5188700.8125,3229447.3857,3943412.6175,888305.5791,5570589.1923,18463472.9712,4308697.1547,6433989.0075,13357791.3717,33357119.7834,58736093.1975,28259740.1052,48856806.8505,3520014.6312,13216658.7096,46432645.8309,38736764.7858,25080104.2473,9588719.1015,3270956.9922,1627176.5748,1137363.2181,606040.2549,1676988.1026,8277015.5361,13714773.9876,58752697.0401,1129061.2968,3013597.4319,11190989.9124,14918552.5761,52767011.7828,13415904.8208,30609183.8331,23046133.5288,10941932.2734,1859630.3712,3536618.4738,9264944.1708,63675736.371,846795.9726,NA,NA,NA,NA,306581.680602947,315142.795281051,478264.048062591,9392127.5297759,4684507.94082204,31455211.6875695,19550300.3833844,14465481.1497219,5253501.05423648,2883113.12054054,3667576.50368186,883799.390607411,5612399.70565349,18438985.5405672,3946797.61363466,6729058.0932939,12065842.3676015,34624560.016747,54605534.4908418,27571508.2753025,48478977.9526199,3320586.24305887,13402931.0208355,46470347.4331545,38925867.4191112,24930675.7873934,9663203.66403601,3297275.29886735,1603895.16392974,1148091.642866,631544.121807764,1464376.65087862,8279805.53925382,13449666.4885315,58922934.464927,1110463.33042972,2992279.73718218,11153051.0774881,14802732.7265036,52956750.1239996,13097651.1304767,30588992.6443657,23278793.5711049,11132311.0907556,1780431.35505586,3551706.09705085,9244652.79861131,64302888.5854452,852266.332228557,NA,NA,NA,NA
"158",2020-06-05,32,507,0,10298.8116887218,21575.374566777,964716.484183343,0,0,0,957885.521725256,0,0,0,356982.6159,356982.6159,473209.5141,9713247.921,4923039.3309,31929189.3198,19542722.7402,14354021.9277,5197002.7338,3146428.1727,3461901.1821,896607.5004,5122285.4421,17193279.0123,4084545.2796,6707952.4104,16811390.6325,33465044.7603,59981381.3925,27512567.1882,46897553.4237,3594731.9229,13374395.2143,45967738.2381,40289224.0689,24009156.3996,8625696.2307,2996993.5893,1552459.2831,1170570.9033,680757.5466,1793215.0008,8849848.1058,13615150.932,58088543.3361,1336609.3293,3270956.9922,11207593.755,15258931.3494,51945121.5741,13083827.9688,30849939.5508,22000091.445,11539670.607,1784913.0795,3179635.8579,9696644.0784,62936865.3753,730569.0744,NA,NA,NA,NA,349127.605453871,362750.631450449,485528.707145387,9355209.64763681,4748654.72548767,31881789.8503671,19556971.9031965,14480019.9574579,5206914.00490122,3102435.55334255,3646134.86421574,876332.839272287,5353800.4252247,17625865.6115432,3972643.41434003,6789808.95846543,15048924.8408168,29177725.2641144,60400624.9051751,27627174.059648,47080379.7768093,3602346.90374092,12635185.7522206,45784526.5860173,40237319.4399933,24150830.9820492,8764009.27897657,2965558.14673887,1551654.91275343,1144329.47461074,651920.555220664,1569775.67445805,8753917.08067673,13468628.8494968,58226301.6619305,1166776.52946267,3120077.01407913,11287421.2940639,15196712.051494,52424359.1245642,13130591.1088525,30724109.0233192,22790859.9303321,11237346.0345867,1844210.37857577,3248265.83841904,9573272.90195415,63610730.9864645,780161.492455948,NA,NA,NA,NA
"159",2020-06-06,33,407,0,10298.8116887218,21575.374566777,964716.484183343,0,0,0,961760.875275174,0,0,0,224151.8751,174340.3473,373586.4585,9281548.0134,4790208.5901,30858241.4721,19384986.2355,14603079.5667,5155493.1273,3353976.2052,3420391.5756,921513.2643,4582660.5576,18247623.0174,3769072.2702,6915500.4429,13349489.4504,31057487.5833,63335357.5977,32111831.5884,48890014.5357,4308697.1547,13673264.3811,47611518.6555,41160925.8054,23934439.1079,9256642.2495,2689822.5012,1369817.0145,1112457.4542,581134.491,1270193.9589,8351732.8278,14080058.5248,58727791.2762,1095853.6116,2980389.7467,10991743.8012,16429502.2527,51521723.5878,12934393.3854,30692203.0461,23436323.8299,11116272.6207,1660384.26,3453599.2608,9049094.217,64373097.7602,846795.9726,NA,NA,NA,NA,293108.748871125,201822.996567513,443297.300938845,9289467.70624901,4757668.52773032,31597778.0158663,19300031.1212692,14615227.6806983,5161539.90073048,3356853.90776385,3627292.67820719,940693.129311967,4913551.06688911,17779138.4722628,3898583.41248092,6886823.12293012,14035258.4605172,29407244.0194198,55802431.2206995,31594568.4275165,48610515.8822789,4280005.12996523,13246965.939548,47227690.7485706,41108270.1436472,23784756.0360243,8921697.8393822,2681324.46041368,1412642.53445667,1129657.08998847,620640.980581519,1454712.93508492,8530754.47145171,13819707.9461091,58422201.5805528,1153443.8709335,3083027.52131294,11144171.6551284,16485765.8771722,51781661.8194281,13076650.862839,30729369.304114,23058510.8335494,11101254.1583306,1593134.54740521,3444808.91218158,9134440.02887852,64105386.8450375,803454.972407155,NA,NA,NA,NA
"160",2020-06-07,22,301,2267.88272369502,12566.6944124168,18696.014074435,964716.484183343,0,0,0,978885.905503896,0,0,0,356982.6159,282265.3242,481511.4354,9505699.8885,4549452.8724,29978237.8143,19476307.3698,14370625.7703,4989454.7013,3146428.1727,3611335.7655,954720.9495,4939643.1735,17068750.1928,3470203.1034,7289086.9014,13399300.9782,19741968.8514,52501350.3012,29538235.9854,47985105.114,4815114.354,11813634.0099,45735284.4417,41011491.222,24474063.9924,9248340.3282,2556991.7604,1328307.408,904909.4217,830192.13,1361515.0932,8044561.7397,14187983.5017,58603262.4567,1353213.1719,2648312.8947,10593251.5788,15823461.9978,52600973.3568,12527599.2417,30916354.9212,22747264.362,12046087.8063,1386420.8571,2855860.9272,9173623.0365,65111968.7559,813588.2874,NA,NA,NA,NA,325659.97662478,263355.868469947,462473.002815414,9253882.83161538,4669409.92227713,30782298.6146798,19304471.799759,14294931.159937,5051762.37659328,3278644.11193892,3626061.84065642,938822.785198498,4819976.99551915,17615003.965371,3759694.79125286,7047884.9188689,13806757.2827961,28632079.9056066,55554808.7560263,29781410.3841036,48254722.9301639,4809740.19074831,12810743.6726555,46165812.1171996,40930411.1058744,24088698.2967515,8970484.01456304,2561476.47113651,1325155.3072911,1078532.61280651,721342.63990802,1438437.21228992,8109827.13499614,14102914.741667,58446045.7767031,1159158.44495931,2908751.19887,10743367.8914754,16074945.7388848,52122270.7019276,12825860.5744346,30858480.9999196,22954536.8247782,11731997.6710863,1555575.92800832,3061653.54376312,9158261.57455054,64302137.2524976,805771.017230922,NA,NA,NA,NA
"161",2020-06-08,6,214,846.127380416146,13412.8217928329,15369.77674107,964716.484183343,0,0,0,979771.478510581,0,0,0,398492.2224,373586.4585,489813.3567,9505699.8885,4972850.8587,31937491.2411,18604605.6333,14478550.7472,4914737.4096,3237749.307,3735864.585,904909.4217,5446060.3728,18056678.8275,4159262.5713,6558517.827,14370625.7703,28807666.911,46366230.4605,25893692.5347,47852274.3732,4923039.3309,11921558.9868,47246234.1183,39633372.2862,24557083.2054,9098905.7448,3171333.9366,1760007.3156,1444534.3062,572832.5697,1527553.5192,7953240.6054,14121568.1313,58835716.2531,1353213.1719,2855860.9272,11091366.8568,15499687.0671,52219084.977,12776656.8807,30874845.3147,22805377.8111,12079295.4915,1950951.5055,3113220.4875,10277778.5694,63551207.5515,963022.8708,NA,NA,NA,NA,367248.293084767,310818.737310711,477917.558812654,9241116.63640397,4761464.57031654,31386052.0406411,18807695.6075743,14355802.2169172,4952534.00868157,3293572.93649769,3635244.11185946,933301.504039714,5080538.69779139,17642249.4654186,3838377.35936124,7017410.20981989,14212345.9053719,28686014.4724001,54819728.3779847,28149466.1240665,47846106.2160759,4971979.47510011,12733653.8555677,46906038.3866667,39508154.734272,24378133.6530388,8949771.95479259,3147278.67419869,1601495.89411767,1135636.39945558,661413.047937052,1435092.51741828,7902940.70885672,14212455.2401316,58835554.766479,1209521.52223941,2864416.37597875,10926087.6853065,15521634.6914378,52139579.6109946,12758211.4361606,30902809.0151736,22890725.016026,12094685.9245873,1621200.20422273,3004999.98160567,10238674.6888972,64172581.0650422,902366.332952157,NA,NA,NA,NA
"162",2020-06-09,37,350,2012.16525933507,10725.4385610558,17381.9420004051,970984.947368418,0,0,0,964736.491842558,0,0,0,307171.0881,207548.0325,440001.8289,8932867.3188,4981152.78,31796358.579,18770644.0593,14561569.9602,5338135.3959,2905672.455,3627939.6081,971324.7921,5645306.484,18040074.9849,4001526.0666,7380408.0357,14735910.3075,32792589.135,56751934.0068,26806903.8777,46914157.2663,3860393.4045,11780426.3247,45295282.6128,40314129.8328,25437086.8632,8235505.9296,3270956.9922,1668686.1813,1170570.9033,581134.491,1502647.7553,8866451.9484,13731377.8302,58337600.9751,1278495.8802,3046805.1171,11630991.7413,15781952.3913,51280967.8701,12303447.3666,32576739.1812,22672547.0703,10975139.9586,1685290.0239,3827185.7193,9273246.0921,64090832.436,738870.9957,NA,NA,NA,NA,353762.665256183,274711.723368524,470870.307297325,9132572.85345533,4814653.21076117,31938167.4457923,18704895.2372658,14552799.9489959,5102007.32660518,3027010.09718143,3634998.90981945,933161.691569421,5417900.10473776,17801817.7167923,3868906.50633294,7165757.91657082,14590862.6702518,29066726.9305855,54978201.709851,27226047.5506354,46802204.9211619,3861866.97693034,11805237.7016881,45753265.7627846,39982784.9546022,25203031.9847233,8505848.26294389,3341242.48888431,1686123.58982908,1137269.39105401,624639.363122331,1430383.98032597,8739030.52363002,13848891.5836924,58432101.2480162,1233648.64312875,2922631.79954305,11285407.4532575,15625103.9551797,51600892.5791414,12464992.3135203,31904635.9960602,22777816.1014988,11201714.5264325,1635309.33805534,3771118.61273926,9539060.7944949,64158117.6331775,821469.816002063,NA,NA,NA,NA
"163",2020-06-10,18,318,538.045793709229,8511.86600764841,16427.7471850866,970984.947368418,0,0,0,966182.476206897,0,0,0,257359.5603,199246.1112,473209.5141,8434752.0408,4823416.2753,32742777.6072,18646115.2398,14702702.6223,4923039.3309,3121522.4088,3835487.6406,929815.1856,5080775.8356,17874036.5589,4184168.3352,7322294.5866,10327590.0972,34120896.543,58968546.9939,28243136.2626,47495291.7573,3843789.5619,12793260.7233,46582080.4143,42157156.3614,23602362.2559,9024188.4531,2482274.4687,1278495.8802,788682.5235,772078.6809,2009064.9546,8418148.1982,13698170.145,58113449.1,1419628.5423,2972087.8254,12178918.5471,15591008.2014,50857569.8838,12784958.802,30908052.9999,22755566.2833,11738916.7182,1809818.8434,3113220.4875,10012117.0878,63459886.4172,929815.1856,NA,NA,NA,NA,313736.343341752,234063.698426764,477334.731548673,9022247.06388452,4820791.52700369,32761888.7286042,18799280.7752205,14640292.9577456,5011779.15207379,3031168.25210401,3651345.19636482,930015.578864509,5291324.59550836,17836270.9952043,3956007.94308159,7271850.12001119,11675613.1565595,29534649.7113609,55302366.9344142,27257143.2392046,47178642.5873891,4416479.16513571,12709625.4038026,46332225.3826815,42124265.7787127,23983086.6959098,8679932.14049256,2598576.67419289,1457832.35031855,1068717.89354437,688357.697997435,1552769.02393003,8564718.83571906,13723222.2232707,58076318.643624,1329875.6457282,2935843.12658353,11911003.2381672,15561826.8810432,51048182.0476177,12571764.8668212,31542744.5504793,22738233.4916975,11643480.6775827,1676303.22378644,3299922.03215573,9910123.53840463,64023731.1996176,882020.085992718,NA,NA,NA,NA
"164",2020-06-11,26,555,2048.38021295739,7712.60137011285,18011.4130588346,970984.947368418,0,0,0,970659.077820468,0,0,0,132830.7408,116226.8982,232453.7964,8916263.4762,4391716.3677,32012208.5328,18679322.925,15964594.6599,4831718.1966,2996993.5893,3511712.7099,821890.2087,4815114.354,18720832.5315,4217376.0204,6658140.8826,12768354.9594,34270331.1264,56585895.5808,29612953.2771,50035679.6751,4947945.0948,12884581.8576,48574541.5263,41235643.0971,23818212.2097,8974376.9253,3138126.2514,1560761.2044,971324.7921,863399.8152,1569063.1257,7753994.4942,14138171.9739,58686281.6697,1170570.9033,2598501.3669,11539670.607,16130633.0859,51579837.0369,12569108.8482,30700504.9674,23228775.7974,11880049.3803,1577365.047,3478505.0247,10153249.7499,63625924.8432,1087551.6903,NA,NA,NA,NA,211239.67128062,164174.863410799,372113.062749107,8956296.23330245,4725832.82327797,32272271.6295509,18734916.2782184,15192536.7538217,4912061.08194952,2967037.63052203,3641192.36026652,919393.589610063,5065190.14290787,18127696.0378551,4044937.11418966,7220376.49071894,12310594.3477069,29987602.1133299,55419072.6273966,29981536.6051593,49688290.7854271,4632342.49713246,12794931.6920746,47875301.5880084,41789720.5948239,24009922.2792347,8801342.50286281,2966027.00569478,1512835.77382304,1044603.34417395,788661.705034835,1553178.13184803,7889706.86554977,13987532.1160676,58525188.979717,1261800.10749038,2795911.58362905,11856736.608882,16049518.7296294,51210273.0178245,12537459.1774639,31120240.3848766,22928120.3677777,11791383.0209709,1658033.97032864,3425355.97957387,10133734.2751849,63934587.2926003,1024265.16019789,NA,NA,NA,NA
"165",2020-06-12,8,258,0,7712.60137011285,18011.4130588346,970984.947368418,0,0,0,970507.90818527,0,0,0,381888.3798,381888.3798,581134.491,8683809.6798,4840020.1179,31015977.9768,17525355.8643,15034779.4743,4458131.7381,2905672.455,3403787.733,1004532.4773,5180398.8912,17143467.4845,3810581.8767,7853617.5498,11705709.033,29463518.6937,56004761.0898,31738245.1299,49089260.6469,4972850.8587,13117035.654,48242464.6743,40471866.3375,24117081.3765,8957773.0827,3104918.5662,1735101.5517,1195476.6672,713965.2318,1668686.1813,8268713.6148,13224960.6309,59134585.4199,1411326.621,2864162.8485,10543440.051,16039311.9516,52152669.6066,12618920.376,29347291.7955,23378210.3808,13092129.8901,1768309.2369,3578128.0803,8990980.7679,64256870.862,664153.704,NA,NA,NA,NA,281899.641630215,251267.38888457,452548.022055697,8880142.30050234,4746790.67650948,31162932.2227992,17928973.9819873,15181151.1350221,4672862.92043843,2895427.17636905,3623505.52449901,922271.538283714,5103882.59207921,17700305.8643205,3979473.49685128,7420550.5442342,11891024.6821798,30019964.2171751,55483226.8369373,31791295.1988363,49522637.7001394,5072551.65164769,12905955.4965723,48408813.3650279,40736692.2973495,23996778.2243336,8884032.59890835,3098766.37808605,1664407.69722894,1059289.70900969,767815.571086677,1579835.93802122,8105748.22343346,13458009.8024371,59100617.7316941,1316036.02715152,2799567.74188157,10602682.700791,16119721.4847285,51754731.894544,12550787.8786549,29975981.1744805,23147425.995953,12924678.5613,1684259.03109388,3564612.7878279,9133135.46921959,63980663.2199546,837126.752800935,NA,NA,NA,NA
"166",2020-06-13,18,348,148.808400215814,7861.40977032867,18160.2214590504,970984.947368418,0,0,0,970986.22348838,0,0,0,365284.5372,365284.5372,481511.4354,8800036.578,5039266.2291,29845407.0735,17948753.8506,14445343.062,5130587.3634,2399255.2557,3594731.9229,946419.0282,4923039.3309,18181207.647,4076243.3583,7114746.5541,13623452.8533,28309551.633,62156484.7731,34577502.2145,52160971.5279,5163795.0486,12170616.6258,50176812.3372,40081676.0364,25320859.965,8708715.4437,2797747.4781,1486043.9127,963022.8708,705663.3105,1419628.5423,8127580.9527,13150243.3392,59616096.8553,1112457.4542,2656614.816,10817403.4539,15748744.7061,52683992.5698,11581180.2135,30185785.8468,23627268.0198,12569108.8482,1685290.0239,3096616.6449,9572115.2589,63874982.4822,805286.3661,NA,NA,NA,NA,317780.436125551,285364.101509772,463410.707479091,8816443.25384695,4805479.32483625,29819398.6758396,17750703.4702465,14984408.5523002,4828316.48684645,2562584.17441679,3621331.91568487,921012.478387107,4989237.94656655,17730744.1107329,4012140.45963583,7437020.08050545,12456041.2623929,29957533.9903712,56009731.1779656,33453696.1799018,51897902.0559255,5166173.60152879,12838280.3174253,49862978.8092483,39993268.9224294,24766761.2552752,8812919.78778254,2850731.24125472,1570008.52544054,1036533.29646154,751414.338216787,1540293.09977165,8119172.04155125,13182873.9385189,59658081.7674366,1258534.63774543,2723411.53139117,10927092.0718463,15845664.710484,52430010.0603405,12058501.7071661,29843222.6536615,23434014.8436619,12767762.8142916,1688993.10710567,3232226.62954424,9348767.92314835,63948249.9470409,801971.463161402,NA,NA,NA,NA
"167",2020-06-14,6,247,0,7861.40977032867,18160.2214590504,970984.947368418,0,0,0,972791.481953903,0,0,0,265661.4816,232453.7964,456605.6715,8169090.5592,4325300.9973,29471820.615,17749507.7394,13747981.6728,4383414.4464,2523784.0752,3179635.8579,1095853.6116,4499641.3446,17284600.1466,3403787.733,7670975.2812,10850611.1391,19094418.99,53480977.0146,33680894.7141,52642482.9633,5960779.4934,11630991.7413,49811527.8,39774504.9483,24241610.196,9621926.7867,2988691.668,1618874.6535,780380.6022,531322.9632,1344911.2506,7347200.3505,13332885.6078,60462892.8279,1187174.7459,2532085.9965,10568345.8149,15051383.3169,53688525.0471,11722312.8756,29787293.6244,23843117.9736,12178918.5471,1851328.4499,3295862.7561,8999282.6892,63617622.9219,597738.3336,NA,NA,NA,NA,299097.875224865,271790.582060827,465084.860552746,8718676.6483995,4652149.10626042,29270713.0615082,17613717.3452233,14265098.4913895,4575466.12437519,2450140.37152983,3588963.18654016,930025.941034366,4678400.13983039,17693945.146328,3843489.19830909,7554438.07755162,11631979.0877496,29191827.4549179,55855183.1277496,34282835.5760098,52775316.0848822,5394090.75403802,12671246.4292769,50266633.4299544,39611725.889401,24532397.056175,9271055.63999538,2941438.12720738,1598647.23672653,984273.589569333,661978.827826017,1499336.65657913,7464178.7134142,13151581.7430154,60471607.4129826,1243828.61568056,2620888.42511575,10672155.0446993,15138984.6846263,53423650.5949453,11804484.888721,29584511.3304906,23730108.9743964,12532666.7806377,1730529.0314556,3277974.61087576,9021886.8092034,63871780.2832346,671424.488305633,NA,NA,NA,NA
"168",2020-06-15,4,192,0,7861.40977032867,13460.6729679382,970984.947368418,0,0,0,974449.882188315,0,0,0,315473.0094,290567.2455,464907.5928,7878523.3137,4483037.502,29588047.5132,15167610.2151,13009110.6771,3976620.3027,2606803.2882,4043035.6731,880003.6578,4458131.7381,16703465.6556,3503410.7886,6981915.8133,12967601.0706,28209928.5774,46615288.0995,27446151.8178,48732278.031,5188700.8125,12203824.311,47611518.6555,39658278.0501,25188029.2242,8501167.4112,3287560.8348,1735101.5517,1427930.4636,581134.491,1311703.5654,8077769.4249,13357791.3717,59690814.147,1311703.5654,2822653.242,11539670.607,15026477.553,52318708.0326,12228730.0749,29397103.3233,24332931.3303,12245333.9175,1801516.9221,3395485.8117,10701176.5557,62579882.7594,713965.2318,NA,NA,NA,NA,305779.236863991,278372.719262952,468277.386609167,8432018.53140377,4631625.13093555,29352238.6703316,15867787.1844744,13320582.5745497,4174736.15618311,2523398.42489049,3620633.09807333,924091.210021454,4469891.02104032,17432694.3700945,3728477.8743678,7515276.17183181,12267321.4249997,29164800.5982489,55212240.017631,31257944.7774148,49889452.0333193,5436534.0982161,12617001.6776509,48687278.9437539,39539887.9420723,24967020.432827,8945627.54547992,3263566.35444874,1688629.91901345,1044631.67774554,614919.999970169,1463600.13957948,7881662.27800705,13189603.0442044,59911636.0729449,1260005.31994145,2665682.67314357,11076495.6443789,14921987.0755207,53055799.1325127,11892231.7377238,29291703.1578346,24155817.6519419,12375238.8370057,1755404.99770553,3329424.59311975,9862701.92856167,63599482.5922962,657178.28077513,NA,NA,NA,NA
"169",2020-06-16,9,378,0,7861.40977032867,10709.0546208216,970984.947368418,0,0,0,975943.199071388,0,0,0,356982.6159,356982.6159,431699.9076,8152486.7166,4474735.5807,30675599.2035,15449875.5393,13988737.3905,4624170.1641,2897370.5337,4018129.9092,863399.8152,4458131.7381,16396294.5675,3644543.4507,7214369.6097,13581943.2468,33406931.3112,55847024.5851,28898988.0453,48939826.0635,4640774.0067,13689868.2237,48773787.6375,41459794.9722,23834816.0523,8941169.2401,3088314.7236,1593968.8896,1162268.982,705663.3105,1477741.9914,8501167.4112,12411372.3435,59923267.9434,1303401.6441,2806049.3994,10136645.9073,15524592.831,53248523.2182,12369862.737,30874845.3147,23502739.2003,11896653.2229,1784913.0795,3901903.011,10584949.6575,62795732.7132,597738.3336,NA,NA,NA,NA,327045.25632108,303617.278207565,461113.117666978,8288985.80148081,4611910.79851852,30512269.5319654,15223079.0169386,13459970.9045154,4339171.17654147,2798516.14989599,3648834.26697879,917469.424466067,4367713.066174,16633271.157092,3676487.94547301,7513039.50631454,13356668.2991814,29520578.516156,55268730.1173937,29409217.5149915,49281564.2170276,5342573.43233822,12842215.011731,48671813.8139216,41262029.4488748,24367577.1780164,8946941.67466258,3167275.79895578,1643352.59041685,1057962.59181149,639240.788637385,1459737.33006125,7887274.96484612,12705844.5979297,59830899.4759153,1272085.09560105,2704923.58119561,10602353.1576525,15368779.760497,53312442.6274935,12052573.0766377,30173409.5433079,23984401.7274493,12024369.9983771,1770115.82788657,3814491.58550509,10796219.1546883,63382730.2457506,601747.467727956,NA,NA,NA,NA
"170",2020-06-17,30,345,0,7861.40977032867,7861.40977032867,970984.947368418,0,0,0,977243.557688866,0,0,0,182642.2686,166038.426,282265.3242,7488333.0126,4126054.8861,31090695.2685,15989500.4238,13689868.2237,3478505.0247,2972087.8254,3769072.2702,796984.4448,4939643.1735,17508752.0217,4126054.8861,7471729.17,13175149.1031,34594106.0571,57424389.6321,28542005.4294,48159445.4613,4433225.9742,12469485.7926,48225860.8317,40779037.4256,24241610.196,8808338.4993,3104918.5662,1627176.5748,1079249.769,664153.704,1676988.1026,8592488.5455,13498924.0338,58586658.6141,1029438.2412,3096616.6449,10800799.6113,15665725.4931,52418331.0882,12618920.376,29272574.5038,23984250.6357,12353258.8944,1984159.1907,3835487.6406,10817403.4539,61982144.4258,689059.4679,NA,NA,NA,NA,278190.571440352,259388.278387029,401502.985499763,7895017.68665706,4466282.95685543,31238019.9745578,15434434.0233355,13410609.6501656,3914346.67380555,2807355.18711865,3657930.42737486,907061.222744865,4606885.30550405,17109187.8014575,3780616.36524597,7561746.88039318,13562497.0522818,29944564.5504157,55432081.2222891,28266091.3908828,48138762.0839265,4483624.11164652,12818930.0191354,48185748.5693973,41105061.4835515,24240532.7048087,8871421.31586094,2900341.57426127,1634637.75785705,1057304.56208844,641837.665141053,1485706.20860597,7898643.78214217,13075363.3744981,58662537.9904318,1225144.19712871,2886078.61743007,10570641.0088768,15691642.8634512,52628644.4245396,12358505.2153391,29697257.1201628,24065552.0658935,12128871.1547053,1838956.29152528,3891115.44627162,10946947.2719008,62840472.3553638,626623.38554388,NA,NA,NA,NA
