"","date","deaths","cases","population","cases_daily","cases_contagious","cases_active","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_notToo_worried_past_smooth","pct_finances_not_worried_past_smooth"
"112",2020-04-20,115,2055,211049519,4520.75928123101,241431.731540789,340453.995831918,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2020-04-21,113,1927,211049519,9705.20568673168,216225.288179693,338368.183478559,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2020-04-22,166,2498,211049519,16821.0702592742,215303.160734745,339402.668577844,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2020-04-23,165,2678,211049519,39225.2422904088,250351.174407989,367515.551793019,0,0,0,0,0,0,0,0,5022978.5522,4094360.6686,8209826.2891,31974002.1285,19564290.4113,38664271.8808,51390557.8765,38199962.939,20471803.343,20514013.2468,16862856.5681,16377442.6744,21780310.3608,55822597.7755,41935539.4253,3630051.7268,158287139.25,52065916.3373,129563299.7141,19184401.2771,83681134.2835,12156452.2944,22772243.1001,94571289.4639,65847449.928,42399848.3671,29757982.179,0,43750565.2887,24798318.4825,6500325.1852,17664844.7403,35329689.4806,63230435.8924,88324223.7015,11164519.5551,23700860.9837,32543835.8298,55780387.8717,87859914.7597,102823325.6568,68084574.8294,22540088.6292,11270044.3146,45101282.2103,45544486.2002,53205583.7399,61774194.2113,NA,NA,NA,NA,NA,5022978.5522,4094360.6686,8209826.2891,31974002.1285,19564290.4113,38664271.8808,51390557.8765,38199962.939,20471803.343,20514013.2468,16862856.5681,16377442.6744,21780310.3608,55822597.7755,41935539.4253,3630051.7268,158287139.25,52065916.3373,129563299.7141,19184401.2771,83681134.2835,12156452.2944,22772243.1001,94571289.4639,65847449.928,42399848.3671,29757982.179,0,43750565.2887,24798318.4825,6500325.1852,17664844.7403,35329689.4806,63230435.8924,88324223.7015,11164519.5551,23700860.9837,32543835.8298,55780387.8717,87859914.7597,102823325.6568,68084574.8294,22540088.6292,11270044.3146,45101282.2103,45544486.2002,53205583.7399,61774194.2113,NA,NA,NA,NA,NA
"116",2020-04-24,407,3735,211049519,62541.6308745298,305132.96417718,421958.00298075,0,0,0,0,0,0,0,0,4389829.9952,3946626.0053,6310380.6181,36089467.749,13275014.7451,31340853.5715,57489888.9756,44869127.7394,22497878.7254,15659874.3098,16060868.3959,10341426.431,21801415.3127,64348998.3431,43286256.3469,2828063.5546,143323728.3529,71292527.5182,139946936.0489,8990709.5094,103224319.7429,10784630.4209,22096884.6393,97272723.3071,72854293.9588,44235979.1824,30749914.9183,0,32396101.1665,20408488.4873,5571707.3016,15469929.7427,26507819.5864,57532098.8794,105946858.538,6732479.6561,15279985.1756,25093787.8091,61267675.3657,102675590.9935,115317457.1816,57109999.8414,15892028.7807,8104301.5296,49237852.7827,49997631.0511,47443931.8712,50461939.9929,NA,NA,NA,NA,NA,4389829.9952,3946626.0053,6310380.6181,36089467.749,13275014.7451,31340853.5715,57489888.9756,44869127.7394,22497878.7254,15659874.3098,16060868.3959,10341426.431,21801415.3127,64348998.3431,43286256.3469,2828063.5546,143323728.3529,71292527.5182,139946936.0489,8990709.5094,103224319.7429,10784630.4209,22096884.6393,97272723.3071,72854293.9588,44235979.1824,30749914.9183,0,32396101.1665,20408488.4873,5571707.3016,15469929.7427,26507819.5864,57532098.8794,105946858.538,6732479.6561,15279985.1756,25093787.8091,61267675.3657,102675590.9935,115317457.1816,57109999.8414,15892028.7807,8104301.5296,49237852.7827,49997631.0511,47443931.8712,50461939.9929,NA,NA,NA,NA,NA
"117",2020-04-25,357,3503,211049519,76920.8657720701,367659.849416727,484096.895158542,0,0,0,0,0,0,0,0,4537564.6585,4368725.0433,6310380.6181,34865380.5388,12768495.8995,29652457.4195,55020609.6033,40795872.0227,21716995.5051,14161422.7249,14857886.1376,9982642.2487,20176334.0164,63019386.3734,46198739.7091,3482317.0635,130048713.6078,72685454.3436,144611130.4188,10278111.5753,105799123.8747,10446951.1905,22350144.0621,98813384.7958,77328543.7616,44974652.4989,29694667.3233,0,27183178.0472,20598433.0544,5149608.2636,14098107.8692,24439534.3002,58692871.2339,108690502.285,5592812.2535,14055897.9654,23996330.3103,61668669.4518,105735809.019,112974807.5207,57616518.687,16208603.0592,7745517.3473,44869127.7394,49216747.8308,47359512.0636,54028676.864,NA,NA,NA,NA,NA,4537564.6585,4368725.0433,6310380.6181,34865380.5388,12768495.8995,29652457.4195,55020609.6033,40795872.0227,21716995.5051,14161422.7249,14857886.1376,9982642.2487,20176334.0164,63019386.3734,46198739.7091,3482317.0635,130048713.6078,72685454.3436,144611130.4188,10278111.5753,105799123.8747,10446951.1905,22350144.0621,98813384.7958,77328543.7616,44974652.4989,29694667.3233,0,27183178.0472,20598433.0544,5149608.2636,14098107.8692,24439534.3002,58692871.2339,108690502.285,5592812.2535,14055897.9654,23996330.3103,61668669.4518,105735809.019,112974807.5207,57616518.687,16208603.0592,7745517.3473,44869127.7394,49216747.8308,47359512.0636,54028676.864,NA,NA,NA,NA,NA
"118",2020-04-26,346,5514,211049519,26351.8064249273,373497.101197402,472997.552848731,0,0,0,0,0,0,0,0,4896348.8408,4495354.7547,6753584.608,35751788.5186,12304186.9577,30053451.5056,56962265.1781,42906367.2127,21716995.5051,15195565.368,14900096.0414,10679105.6614,21020532.0924,64327893.3912,47169567.4965,3355687.3521,117026958.2855,64074633.9684,144822179.9378,9476123.4031,105609179.3076,10869050.2285,20260753.824,99594268.0161,81950528.2277,46283159.5167,28955994.0068,0,24481744.204,18720092.3353,4938558.7446,14330262.3401,24270694.685,58798395.9934,108711607.2369,6795794.5118,14330262.3401,23743070.8875,61879718.9708,104300672.2898,113523536.2701,58228562.2921,15406614.887,8146511.4334,44636973.2685,46388684.2762,48456969.5624,56582376.0439,NA,NA,NA,NA,NA,4896348.8408,4495354.7547,6753584.608,35751788.5186,12304186.9577,30053451.5056,56962265.1781,42906367.2127,21716995.5051,15195565.368,14900096.0414,10679105.6614,21020532.0924,64327893.3912,47169567.4965,3355687.3521,117026958.2855,64074633.9684,144822179.9378,9476123.4031,105609179.3076,10869050.2285,20260753.824,99594268.0161,81950528.2277,46283159.5167,28955994.0068,0,24481744.204,18720092.3353,4938558.7446,14330262.3401,24270694.685,58798395.9934,108711607.2369,6795794.5118,14330262.3401,23743070.8875,61879718.9708,104300672.2898,113523536.2701,58228562.2921,15406614.887,8146511.4334,44636973.2685,46388684.2762,48456969.5624,56582376.0439,NA,NA,NA,NA,NA
"119",2020-04-27,189,3379,211049519,34196.5089889821,386986.359662042,472282.412789885,0,0,0,0,0,0,0,0,4073255.7167,3925521.0534,5782756.8206,35477424.1439,13380539.5046,30644390.1588,56392431.4768,42062169.1367,21548155.8899,14984515.849,15723189.1655,10658000.7095,21949149.976,61943033.8265,46072109.9977,3123532.8812,122408721.02,66290653.9179,137899755.7146,9349493.6917,107276470.5077,11903192.8716,21716995.5051,101029404.7453,79945557.7972,46831888.2661,29779087.1309,42209.9038,23700860.9837,19289926.0366,5993806.3396,14055897.9654,24756108.5787,58334087.0516,107909619.0647,6310380.6181,15026725.7528,24692793.723,61774194.2113,103245424.6948,114093369.9714,57553203.8313,15596559.4541,7323418.3093,47085147.6889,48520284.4181,48330339.851,51306138.0689,NA,NA,NA,NA,NA,4073255.7167,3925521.0534,5782756.8206,35477424.1439,13380539.5046,30644390.1588,56392431.4768,42062169.1367,21548155.8899,14984515.849,15723189.1655,10658000.7095,21949149.976,61943033.8265,46072109.9977,3123532.8812,122408721.02,66290653.9179,137899755.7146,9349493.6917,107276470.5077,11903192.8716,21716995.5051,101029404.7453,79945557.7972,46831888.2661,29779087.1309,42209.9038,23700860.9837,19289926.0366,5993806.3396,14055897.9654,24756108.5787,58334087.0516,107909619.0647,6310380.6181,15026725.7528,24692793.723,61774194.2113,103245424.6948,114093369.9714,57553203.8313,15596559.4541,7323418.3093,47085147.6889,48520284.4181,48330339.851,51306138.0689,NA,NA,NA,NA,NA
"120",2020-04-28,338,4613,211049519,78209.5343859361,447396.744739028,532748.7494716,0,0,0,0,0,0,0,0,4706404.2737,4537564.6585,6690269.7523,34232231.9818,13443854.3603,30306710.9284,56561271.092,43349571.2026,21126056.8519,15279985.1756,15258880.2237,10890155.1804,21674785.6013,61183255.5581,47232882.3522,3988835.9091,116393809.7285,71925676.0752,138743953.7906,9518333.3069,103224319.7429,11354464.1222,23299866.8976,96449630.183,83596714.4759,45291226.7774,16504072.3858,16504072.3858,19817549.8341,17939209.115,6120436.051,13697113.7831,23658651.0799,56329116.6211,111244201.4649,6352590.5219,14836781.1857,24080750.1179,60507897.0973,105271500.0772,115380772.0373,56265801.7654,15533244.5984,7238998.5017,49090118.1194,48140395.2839,48668019.0814,49216747.8308,NA,NA,NA,NA,NA,4706404.2737,4537564.6585,6690269.7523,34232231.9818,13443854.3603,30306710.9284,56561271.092,43349571.2026,21126056.8519,15279985.1756,15258880.2237,10890155.1804,21674785.6013,61183255.5581,47232882.3522,3988835.9091,116393809.7285,71925676.0752,138743953.7906,9518333.3069,103224319.7429,11354464.1222,23299866.8976,96449630.183,83596714.4759,45291226.7774,16504072.3858,16504072.3858,19817549.8341,17939209.115,6120436.051,13697113.7831,23658651.0799,56329116.6211,111244201.4649,6352590.5219,14836781.1857,24080750.1179,60507897.0973,105271500.0772,115380772.0373,56265801.7654,15533244.5984,7238998.5017,49090118.1194,48140395.2839,48668019.0814,49216747.8308,NA,NA,NA,NA,NA
"121",2020-04-29,474,5385,211049519,70032.5724765871,457894.188860371,598604.093331022,0,0,0,0,0,0,0,0,4432039.899,4073255.7167,6732479.6561,33957867.6071,13549379.1198,32797095.2526,56582376.0439,44468133.6533,22962187.6672,16609597.1453,15491034.6946,11270044.3146,21801415.3127,63504800.2671,49364482.4941,3862206.1977,133531030.6713,71566891.8929,139313787.4919,9307283.7879,102359016.715,10383636.3348,22941082.7153,95436592.4918,91236707.0637,45987690.1901,14266947.4844,15406614.887,16166393.1554,17833684.3555,6183750.9067,15491034.6946,26444504.7307,59283809.8871,103646418.7809,6458115.2814,16187498.1073,26127930.4522,61816404.1151,100438466.0921,119707287.1768,55273869.0261,14245842.5325,6985739.0789,48098185.3801,51179508.3575,47021832.8332,50862934.079,NA,NA,NA,NA,NA,4432039.899,4073255.7167,6732479.6561,33957867.6071,13549379.1198,32797095.2526,56582376.0439,44468133.6533,22962187.6672,16609597.1453,15491034.6946,11270044.3146,21801415.3127,63504800.2671,49364482.4941,3862206.1977,133531030.6713,71566891.8929,139313787.4919,9307283.7879,102359016.715,10383636.3348,22941082.7153,95436592.4918,91236707.0637,45987690.1901,14266947.4844,15406614.887,16166393.1554,17833684.3555,6183750.9067,15491034.6946,26444504.7307,59283809.8871,103646418.7809,6458115.2814,16187498.1073,26127930.4522,61816404.1151,100438466.0921,119707287.1768,55273869.0261,14245842.5325,6985739.0789,48098185.3801,51179508.3575,47021832.8332,50862934.079,NA,NA,NA,NA,NA
"122",2020-04-30,449,6276,211049519,82260.0934631282,508802.065992118,673104.345688811,0,0,0,0,0,0,0,0,4432039.899,3904416.1015,6162645.9548,35709578.6148,13570484.0717,31699637.7538,57363259.2642,44721393.0761,23173237.1862,15195565.368,14667941.5705,11058994.7956,22392353.9659,65636400.409,49406692.3979,3777786.3901,125004630.1037,70807113.6245,140516769.7502,9644963.0183,101852497.8694,10109271.9601,24988263.0496,96259685.6159,94803443.9348,45650010.9597,13443854.3603,14541311.8591,14119212.8211,17496005.1251,5740546.9168,15744294.1174,25114892.761,59199390.0795,105229290.1734,6584744.9928,15090040.6085,25262627.4243,60887786.2315,103245424.6948,122282091.3086,51854866.8183,14815676.2338,6669164.8004,50039840.9549,48625809.1776,48562494.3219,49258957.7346,NA,NA,NA,NA,NA,4432039.899,3904416.1015,6162645.9548,35709578.6148,13570484.0717,31699637.7538,57363259.2642,44721393.0761,23173237.1862,15195565.368,14667941.5705,11058994.7956,22392353.9659,65636400.409,49406692.3979,3777786.3901,125004630.1037,70807113.6245,140516769.7502,9644963.0183,101852497.8694,10109271.9601,24988263.0496,96259685.6159,94803443.9348,45650010.9597,13443854.3603,14541311.8591,14119212.8211,17496005.1251,5740546.9168,15744294.1174,25114892.761,59199390.0795,105229290.1734,6584744.9928,15090040.6085,25262627.4243,60887786.2315,103245424.6948,122282091.3086,51854866.8183,14815676.2338,6669164.8004,50039840.9549,48625809.1776,48562494.3219,49258957.7346,NA,NA,NA,NA,NA
"123",2020-05-01,435,7218,211049519,60187.2243677753,560972.514271581,718897.589524063,0,0,0,0,0,0,0,0,4748614.1775,4284305.2357,6521430.1371,34485491.4046,13000650.3704,33662398.2805,59452649.5023,43645040.5292,24165169.9255,14773466.33,14625731.6667,10721315.5652,23637546.128,66923802.4749,51559397.4917,4389829.9952,132771252.4029,72389985.017,143091573.882,9138444.1727,101578133.4947,10721315.5652,25642516.5585,97547087.6818,101789183.0137,44046034.6153,14330262.3401,12367501.8134,11037889.8437,17348270.4618,5381762.7345,15216670.3199,26951023.5763,59178285.1276,104321777.2417,6394800.4257,15512139.6465,26338979.9712,60972206.0391,101831392.9175,119264083.1869,55907017.5831,14351367.292,7344523.2612,47021832.8332,50314205.3296,48604704.2257,51770447.0107,NA,NA,NA,NA,NA,4748614.1775,4284305.2357,6521430.1371,34485491.4046,13000650.3704,33662398.2805,59452649.5023,43645040.5292,24165169.9255,14773466.33,14625731.6667,10721315.5652,23637546.128,66923802.4749,51559397.4917,4389829.9952,132771252.4029,72389985.017,143091573.882,9138444.1727,101578133.4947,10721315.5652,25642516.5585,97547087.6818,101789183.0137,44046034.6153,14330262.3401,12367501.8134,11037889.8437,17348270.4618,5381762.7345,15216670.3199,26951023.5763,59178285.1276,104321777.2417,6394800.4257,15512139.6465,26338979.9712,60972206.0391,101831392.9175,119264083.1869,55907017.5831,14351367.292,7344523.2612,47021832.8332,50314205.3296,48604704.2257,51770447.0107,NA,NA,NA,NA,NA
"124",2020-05-02,428,6209,211049519,33682.9165843909,590134.671574741,732065.951464202,0,0,0,0,0,0,0,0,4579774.5623,4242095.3319,6331485.57,34865380.5388,13507169.216,33746818.0881,59980273.2998,43877195.0001,24334009.5407,14857886.1376,16377442.6744,10826840.3247,23257656.9938,64623362.7178,53986466.9602,4706404.2737,117765631.602,66417283.6293,143112678.8339,9159549.1246,100755040.3706,10341426.431,22835557.9558,97589297.5856,104089622.7708,43623935.5773,13422749.4084,11755458.2083,10088167.0082,17200535.7985,5571707.3016,15427719.8389,27541962.2295,61183255.5581,101303769.12,6458115.2814,16672912.001,24967158.0977,62956071.5177,99995262.1022,116372704.7766,56814530.5148,15617664.406,7513362.8764,45396751.5369,49047908.2156,49554427.0612,53015639.1728,NA,NA,NA,NA,NA,4579774.5623,4242095.3319,6331485.57,34865380.5388,13507169.216,33746818.0881,59980273.2998,43877195.0001,24334009.5407,14857886.1376,16377442.6744,10826840.3247,23257656.9938,64623362.7178,53986466.9602,4706404.2737,117765631.602,66417283.6293,143112678.8339,9159549.1246,100755040.3706,10341426.431,22835557.9558,97589297.5856,104089622.7708,43623935.5773,13422749.4084,11755458.2083,10088167.0082,17200535.7985,5571707.3016,15427719.8389,27541962.2295,61183255.5581,101303769.12,6458115.2814,16672912.001,24967158.0977,62956071.5177,99995262.1022,116372704.7766,56814530.5148,15617664.406,7513362.8764,45396751.5369,49047908.2156,49554427.0612,53015639.1728,NA,NA,NA,NA,NA
"125",2020-05-03,421,4970,211049519,18660.0205254169,599089.486413427,730018.721465277,0,0,0,0,0,0,0,0,5445077.5902,5191818.1674,7238998.5017,34865380.5388,14836781.1857,34000077.5109,59326019.7909,42990787.0203,24735003.6268,17073906.0871,17158325.8947,12852915.7071,22392353.9659,65277616.2267,53332213.4513,4558669.6104,119432922.8021,60381267.3859,145075439.3606,9877117.4892,105102660.462,13211699.8894,20492908.2949,101683658.2542,105440339.6924,45966585.2382,12979545.4185,11523303.7374,9243968.9322,15955343.6364,5740546.9168,14182527.6768,25980195.7889,59347124.7428,105778018.9228,6690269.7523,16103078.2997,24671688.7711,61879718.9708,101683658.2542,116478229.5361,57869778.1098,15195565.368,7555572.7802,44679183.1723,50694094.4638,48921278.5042,53522158.0184,NA,NA,NA,NA,NA,5445077.5902,5191818.1674,7238998.5017,34865380.5388,14836781.1857,34000077.5109,59326019.7909,42990787.0203,24735003.6268,17073906.0871,17158325.8947,12852915.7071,22392353.9659,65277616.2267,53332213.4513,4558669.6104,119432922.8021,60381267.3859,145075439.3606,9877117.4892,105102660.462,13211699.8894,20492908.2949,101683658.2542,105440339.6924,45966585.2382,12979545.4185,11523303.7374,9243968.9322,15955343.6364,5740546.9168,14182527.6768,25980195.7889,59347124.7428,105778018.9228,6690269.7523,16103078.2997,24671688.7711,61879718.9708,101683658.2542,116478229.5361,57869778.1098,15195565.368,7555572.7802,44679183.1723,50694094.4638,48921278.5042,53522158.0184,NA,NA,NA,NA,NA
"126",2020-05-04,275,4588,211049519,45342.2989668856,627610.715121038,757561.871123212,0,0,0,0,0,0,0,0,4938558.7446,4621984.4661,7154578.6941,35983942.9895,13760428.6388,34464386.4527,62090768.4898,43307361.2988,24840528.3863,16018658.4921,16968381.3276,12789600.8514,23616441.1761,65741925.1685,54746245.2286,5149608.2636,124244851.8353,68823248.1459,140242405.3755,9940432.3449,106622216.9988,13612693.9755,23046607.4748,103857468.2999,108542767.6217,44193769.2786,12979545.4185,11649933.4488,8019881.722,15807608.9731,5677232.0611,14583521.7629,25473676.9433,58798395.9934,106495587.2874,6922424.2232,15111145.5604,24671688.7711,62512867.5278,101852497.8694,116921433.526,56793425.5629,14710151.4743,7956566.8663,47781611.1016,50398625.1372,49343377.5422,49659951.8207,NA,NA,NA,NA,NA,4938558.7446,4621984.4661,7154578.6941,35983942.9895,13760428.6388,34464386.4527,62090768.4898,43307361.2988,24840528.3863,16018658.4921,16968381.3276,12789600.8514,23616441.1761,65741925.1685,54746245.2286,5149608.2636,124244851.8353,68823248.1459,140242405.3755,9940432.3449,106622216.9988,13612693.9755,23046607.4748,103857468.2999,108542767.6217,44193769.2786,12979545.4185,11649933.4488,8019881.722,15807608.9731,5677232.0611,14583521.7629,25473676.9433,58798395.9934,106495587.2874,6922424.2232,15111145.5604,24671688.7711,62512867.5278,101852497.8694,116921433.526,56793425.5629,14710151.4743,7956566.8663,47781611.1016,50398625.1372,49343377.5422,49659951.8207,NA,NA,NA,NA,NA
"127",2020-05-05,296,6633,211049519,53809.6541610801,642195.126991709,751836.396929048,0,0,0,0,0,0,0,0,5234028.0712,4748614.1775,7492257.9245,36110572.7009,14710151.4743,35308584.5287,60465687.1935,46135424.8534,25895775.9813,16841751.6162,17749264.5479,12810705.8033,24629478.8673,65995184.5913,55062819.5071,5149608.2636,129373355.147,72432194.9208,141909696.5756,10278111.5753,106179013.0089,13042860.2742,22983292.6191,100248521.525,112257239.1561,43623935.5773,12177557.2463,10763525.469,7006844.0308,15258880.2237,5255133.0231,14836781.1857,26191245.3079,59262704.9352,105524759.5,6605849.9447,15892028.7807,24819423.4344,62681707.143,101050509.6972,117301322.6602,56223591.8616,15301090.1275,7281208.4055,47528351.6788,50715199.4157,49575532.0131,49047908.2156,NA,NA,NA,NA,NA,5234028.0712,4748614.1775,7492257.9245,36110572.7009,14710151.4743,35308584.5287,60465687.1935,46135424.8534,25895775.9813,16841751.6162,17749264.5479,12810705.8033,24629478.8673,65995184.5913,55062819.5071,5149608.2636,129373355.147,72432194.9208,141909696.5756,10278111.5753,106179013.0089,13042860.2742,22983292.6191,100248521.525,112257239.1561,43623935.5773,12177557.2463,10763525.469,7006844.0308,15258880.2237,5255133.0231,14836781.1857,26191245.3079,59262704.9352,105524759.5,6605849.9447,15892028.7807,24819423.4344,62681707.143,101050509.6972,117301322.6602,56223591.8616,15301090.1275,7281208.4055,47528351.6788,50715199.4157,49575532.0131,49047908.2156,NA,NA,NA,NA,NA
"128",2020-05-06,600,6935,211049519,72685.0863547021,652338.582471882,793169.266952369,0,0,0,0,0,0,0,0,5001873.6003,4600879.5142,7091263.8384,33767923.04,14689046.5224,35582948.9034,58587346.4744,45417856.4888,24460639.2521,16419652.5782,16482967.4339,11860982.9678,22793348.052,66100709.3508,57342154.3123,5044083.5041,121374578.3769,72790979.1031,143260413.4972,10151481.8639,103583103.9252,11882087.9197,23215447.09,97525982.7299,116140550.3057,42589792.9342,11649933.4488,9265073.8841,5909386.532,15343300.0313,5234028.0712,15174460.4161,25178207.6167,60550107.0011,104933820.8468,6711374.7042,15364404.9832,24924948.1939,63230435.8924,100797250.2744,119074138.6198,55421603.6894,14942305.9452,7196788.5979,47908240.813,51010668.7423,48034870.5244,50187575.6182,NA,NA,NA,NA,NA,5001873.6003,4600879.5142,7091263.8384,33767923.04,14689046.5224,35582948.9034,58587346.4744,45417856.4888,24460639.2521,16419652.5782,16482967.4339,11860982.9678,22793348.052,66100709.3508,57342154.3123,5044083.5041,121374578.3769,72790979.1031,143260413.4972,10151481.8639,103583103.9252,11882087.9197,23215447.09,97525982.7299,116140550.3057,42589792.9342,11649933.4488,9265073.8841,5909386.532,15343300.0313,5234028.0712,15174460.4161,25178207.6167,60550107.0011,104933820.8468,6711374.7042,15364404.9832,24924948.1939,63230435.8924,100797250.2744,119074138.6198,55421603.6894,14942305.9452,7196788.5979,47908240.813,51010668.7423,48034870.5244,50187575.6182,NA,NA,NA,NA,NA
