"date","year_week","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-09-24,"2020-W39","IT","Italy",2977,246
2020-09-25,"2020-W39","IT","Italy",2981,244
2020-09-26,"2020-W39","IT","Italy",2993,247
2020-09-27,"2020-W39","IT","Italy",3100,254
2020-09-28,"2020-W40","IT","Italy",3241,264
2020-09-29,"2020-W40","IT","Italy",3319,271
2020-09-30,"2020-W40","IT","Italy",3327,280
2020-10-01,"2020-W40","IT","Italy",3388,291
2020-10-02,"2020-W40","IT","Italy",3436,294
2020-10-03,"2020-W40","IT","Italy",3502,297
2020-10-04,"2020-W40","IT","Italy",3590,303
2020-10-05,"2020-W41","IT","Italy",3810,323
2020-10-06,"2020-W41","IT","Italy",3944,319
2020-10-07,"2020-W41","IT","Italy",4119,337
2020-10-08,"2020-W41","IT","Italy",4283,358
2020-10-09,"2020-W41","IT","Italy",4473,387
2020-10-10,"2020-W41","IT","Italy",4726,390
2020-10-11,"2020-W41","IT","Italy",4939,420
2020-10-12,"2020-W42","IT","Italy",5273,452
2020-10-13,"2020-W42","IT","Italy",5590,514
2020-10-14,"2020-W42","IT","Italy",6009,539
2020-10-15,"2020-W42","IT","Italy",6382,586
2020-10-16,"2020-W42","IT","Italy",6816,638
2020-10-17,"2020-W42","IT","Italy",7322,705
2020-10-18,"2020-W42","IT","Italy",7881,750
2020-10-19,"2020-W43","IT","Italy",8473,797
2020-10-20,"2020-W43","IT","Italy",9324,870
2020-10-21,"2020-W43","IT","Italy",9983,926
2020-10-22,"2020-W43","IT","Italy",10686,992
2020-10-23,"2020-W43","IT","Italy",11598,1049
2020-10-24,"2020-W43","IT","Italy",12415,1128
2020-10-25,"2020-W43","IT","Italy",13214,1208
2020-10-26,"2020-W44","IT","Italy",14281,1284
2020-10-27,"2020-W44","IT","Italy",15366,1411
2020-10-28,"2020-W44","IT","Italy",16517,1536
2020-10-29,"2020-W44","IT","Italy",17615,1651
2020-10-30,"2020-W44","IT","Italy",18740,1746
2020-10-31,"2020-W44","IT","Italy",19809,1843
2020-11-01,"2020-W44","IT","Italy",20841,1939
2020-11-02,"2020-W45","IT","Italy",21862,2022
2020-11-03,"2020-W45","IT","Italy",23339,2225
2020-11-04,"2020-W45","IT","Italy",24408,2292
2020-11-05,"2020-W45","IT","Italy",25647,2391
2020-11-06,"2020-W45","IT","Italy",26520,2515
2020-11-07,"2020-W45","IT","Italy",27743,2634
2020-11-08,"2020-W45","IT","Italy",29189,2749
2020-11-09,"2020-W46","IT","Italy",30485,2849
2020-11-10,"2020-W46","IT","Italy",31604,2971
2020-11-11,"2020-W46","IT","Italy",32525,3081
2020-11-12,"2020-W46","IT","Italy",33043,3170
2020-11-13,"2020-W46","IT","Italy",34144,3230
2020-11-14,"2020-W46","IT","Italy",34704,3306
2020-11-15,"2020-W46","IT","Italy",35469,3422
2020-11-16,"2020-W47","IT","Italy",36028,3492
2020-11-17,"2020-W47","IT","Italy",36686,3612
2020-11-18,"2020-W47","IT","Italy",37174,3670
2020-11-19,"2020-W47","IT","Italy",37322,3712
2020-11-20,"2020-W47","IT","Italy",37705,3748
2020-11-21,"2020-W47","IT","Italy",37821,3758
2020-11-22,"2020-W47","IT","Italy",38080,3801
2020-11-23,"2020-W48","IT","Italy",38507,3810
2020-11-24,"2020-W48","IT","Italy",38393,3816
2020-11-25,"2020-W48","IT","Italy",38161,3848
2020-11-26,"2020-W48","IT","Italy",37884,3846
2020-11-27,"2020-W48","IT","Italy",37466,3782
2020-11-28,"2020-W48","IT","Italy",37061,3762
2020-11-29,"2020-W48","IT","Italy",36632,3753
2020-11-30,"2020-W48","IT","Italy",NA,NA
2020-12-01,"2020-W48","IT","Italy",NA,NA
2020-12-02,"2020-W48","IT","Italy",NA,NA
2020-12-03,"2020-W48","IT","Italy",NA,NA
2020-12-04,"2020-W48","IT","Italy",NA,NA
2020-12-05,"2020-W48","IT","Italy",NA,NA
2020-12-06,"2020-W48","IT","Italy",NA,NA
NA,"2020-W21","IT","Italy",NA,NA
NA,"2020-W22","IT","Italy",NA,NA
NA,"2020-W23","IT","Italy",NA,NA
NA,"2020-W24","IT","Italy",NA,NA
NA,"2020-W25","IT","Italy",NA,NA
NA,"2020-W26","IT","Italy",NA,NA
NA,"2020-W27","IT","Italy",NA,NA
NA,"2020-W28","IT","Italy",NA,NA
NA,"2020-W29","IT","Italy",NA,NA
NA,"2020-W30","IT","Italy",NA,NA
NA,"2020-W31","IT","Italy",NA,NA
NA,"2020-W32","IT","Italy",NA,NA
NA,"2020-W33","IT","Italy",NA,NA
NA,"2020-W34","IT","Italy",NA,NA
NA,"2020-W35","IT","Italy",NA,NA
NA,"2020-W36","IT","Italy",NA,NA
NA,"2020-W37","IT","Italy",NA,NA
NA,"2020-W38","IT","Italy",NA,NA
NA,"2020-W39","IT","Italy",NA,NA
NA,"2020-W40","IT","Italy",NA,NA
NA,"2020-W41","IT","Italy",NA,NA
NA,"2020-W42","IT","Italy",NA,NA
NA,"2020-W43","IT","Italy",NA,NA
NA,"2020-W44","IT","Italy",NA,NA
NA,"2020-W45","IT","Italy",NA,NA
NA,"2020-W46","IT","Italy",NA,NA
NA,"2020-W47","IT","Italy",NA,NA
NA,"2020-W48","IT","Italy",NA,NA
NA,"2020-W09","IT","Italy",NA,NA
NA,"2020-W10","IT","Italy",NA,NA
NA,"2020-W11","IT","Italy",NA,NA
NA,"2020-W12","IT","Italy",NA,NA
NA,"2020-W13","IT","Italy",NA,NA
NA,"2020-W14","IT","Italy",NA,NA
NA,"2020-W15","IT","Italy",NA,NA
NA,"2020-W16","IT","Italy",NA,NA
NA,"2020-W17","IT","Italy",NA,NA
NA,"2020-W18","IT","Italy",NA,NA
NA,"2020-W19","IT","Italy",NA,NA
NA,"2020-W20","IT","Italy",NA,NA
