"date","year_week","countrycode","countryname","hosp_occupancy"
2020-03-31,"2020-W14","SK","Slovakia",NA
2020-04-01,"2020-W14","SK","Slovakia",NA
2020-04-02,"2020-W14","SK","Slovakia",NA
2020-04-03,"2020-W14","SK","Slovakia",NA
2020-04-04,"2020-W14","SK","Slovakia",NA
2020-04-05,"2020-W14","SK","Slovakia",NA
2020-04-06,"2020-W15","SK","Slovakia",NA
2020-04-07,"2020-W15","SK","Slovakia",NA
2020-04-08,"2020-W15","SK","Slovakia",NA
2020-04-09,"2020-W15","SK","Slovakia",NA
2020-04-10,"2020-W15","SK","Slovakia",NA
2020-04-11,"2020-W15","SK","Slovakia",NA
2020-04-12,"2020-W15","SK","Slovakia",NA
2020-04-13,"2020-W16","SK","Slovakia",NA
2020-04-14,"2020-W16","SK","Slovakia",NA
2020-04-15,"2020-W16","SK","Slovakia",NA
2020-04-16,"2020-W16","SK","Slovakia",NA
2020-04-17,"2020-W16","SK","Slovakia",NA
2020-04-18,"2020-W16","SK","Slovakia",NA
2020-04-19,"2020-W16","SK","Slovakia",NA
2020-04-20,"2020-W17","SK","Slovakia",NA
2020-04-21,"2020-W17","SK","Slovakia",NA
2020-04-22,"2020-W17","SK","Slovakia",NA
2020-04-23,"2020-W17","SK","Slovakia",NA
2020-04-24,"2020-W17","SK","Slovakia",222
2020-04-25,"2020-W17","SK","Slovakia",212
2020-04-26,"2020-W17","SK","Slovakia",181
2020-04-27,"2020-W18","SK","Slovakia",186
2020-04-28,"2020-W18","SK","Slovakia",175
2020-04-29,"2020-W18","SK","Slovakia",180
2020-04-30,"2020-W18","SK","Slovakia",51
2020-05-01,"2020-W18","SK","Slovakia",43
2020-05-02,"2020-W18","SK","Slovakia",41
2020-05-03,"2020-W18","SK","Slovakia",42
2020-05-04,"2020-W19","SK","Slovakia",38
2020-05-05,"2020-W19","SK","Slovakia",35
2020-05-06,"2020-W19","SK","Slovakia",34
2020-05-07,"2020-W19","SK","Slovakia",29
2020-05-08,"2020-W19","SK","Slovakia",22
2020-05-09,"2020-W19","SK","Slovakia",22
2020-05-10,"2020-W19","SK","Slovakia",20
2020-05-11,"2020-W20","SK","Slovakia",20
2020-05-12,"2020-W20","SK","Slovakia",18
2020-05-13,"2020-W20","SK","Slovakia",20
2020-05-14,"2020-W20","SK","Slovakia",21
2020-05-15,"2020-W20","SK","Slovakia",21
2020-05-16,"2020-W20","SK","Slovakia",19
2020-05-17,"2020-W20","SK","Slovakia",18
2020-05-18,"2020-W21","SK","Slovakia",18
2020-05-19,"2020-W21","SK","Slovakia",15
2020-05-20,"2020-W21","SK","Slovakia",14
2020-05-21,"2020-W21","SK","Slovakia",12
2020-05-22,"2020-W21","SK","Slovakia",9
2020-05-23,"2020-W21","SK","Slovakia",9
2020-05-24,"2020-W21","SK","Slovakia",9
2020-05-25,"2020-W22","SK","Slovakia",10
2020-05-26,"2020-W22","SK","Slovakia",7
2020-05-27,"2020-W22","SK","Slovakia",6
2020-05-28,"2020-W22","SK","Slovakia",8
2020-05-29,"2020-W22","SK","Slovakia",5
2020-05-30,"2020-W22","SK","Slovakia",5
2020-05-31,"2020-W22","SK","Slovakia",4
2020-06-01,"2020-W23","SK","Slovakia",4
2020-06-02,"2020-W23","SK","Slovakia",3
2020-06-03,"2020-W23","SK","Slovakia",3
2020-06-04,"2020-W23","SK","Slovakia",2
2020-06-05,"2020-W23","SK","Slovakia",3
2020-06-06,"2020-W23","SK","Slovakia",3
2020-06-07,"2020-W23","SK","Slovakia",3
2020-06-08,"2020-W24","SK","Slovakia",3
2020-06-09,"2020-W24","SK","Slovakia",3
2020-06-10,"2020-W24","SK","Slovakia",3
2020-06-11,"2020-W24","SK","Slovakia",2
2020-06-12,"2020-W24","SK","Slovakia",2
2020-06-13,"2020-W24","SK","Slovakia",2
2020-06-14,"2020-W24","SK","Slovakia",2
2020-06-15,"2020-W25","SK","Slovakia",1
2020-06-16,"2020-W25","SK","Slovakia",0
2020-06-17,"2020-W25","SK","Slovakia",2
2020-06-18,"2020-W25","SK","Slovakia",1
2020-06-19,"2020-W25","SK","Slovakia",2
2020-06-20,"2020-W25","SK","Slovakia",2
2020-06-21,"2020-W25","SK","Slovakia",2
2020-06-22,"2020-W26","SK","Slovakia",3
2020-06-23,"2020-W26","SK","Slovakia",3
2020-06-24,"2020-W26","SK","Slovakia",4
2020-06-25,"2020-W26","SK","Slovakia",5
2020-06-26,"2020-W26","SK","Slovakia",5
2020-06-27,"2020-W26","SK","Slovakia",5
2020-06-28,"2020-W26","SK","Slovakia",5
2020-06-29,"2020-W27","SK","Slovakia",9
2020-06-30,"2020-W27","SK","Slovakia",9
2020-07-01,"2020-W27","SK","Slovakia",5
2020-07-02,"2020-W27","SK","Slovakia",4
2020-07-03,"2020-W27","SK","Slovakia",4
2020-07-04,"2020-W27","SK","Slovakia",5
2020-07-05,"2020-W27","SK","Slovakia",5
2020-07-06,"2020-W28","SK","Slovakia",6
2020-07-07,"2020-W28","SK","Slovakia",6
2020-07-08,"2020-W28","SK","Slovakia",6
2020-07-09,"2020-W28","SK","Slovakia",6
2020-07-10,"2020-W28","SK","Slovakia",6
2020-07-11,"2020-W28","SK","Slovakia",6
2020-07-12,"2020-W28","SK","Slovakia",6
2020-07-13,"2020-W29","SK","Slovakia",6
2020-07-14,"2020-W29","SK","Slovakia",7
2020-07-15,"2020-W29","SK","Slovakia",6
2020-07-16,"2020-W29","SK","Slovakia",7
2020-07-17,"2020-W29","SK","Slovakia",7
2020-07-18,"2020-W29","SK","Slovakia",7
2020-07-19,"2020-W29","SK","Slovakia",7
2020-07-20,"2020-W30","SK","Slovakia",9
2020-07-21,"2020-W30","SK","Slovakia",10
2020-07-22,"2020-W30","SK","Slovakia",10
2020-07-23,"2020-W30","SK","Slovakia",12
2020-07-24,"2020-W30","SK","Slovakia",12
2020-07-25,"2020-W30","SK","Slovakia",12
2020-07-26,"2020-W30","SK","Slovakia",12
2020-07-27,"2020-W31","SK","Slovakia",14
2020-07-28,"2020-W31","SK","Slovakia",15
2020-07-29,"2020-W31","SK","Slovakia",15
2020-07-30,"2020-W31","SK","Slovakia",12
2020-07-31,"2020-W31","SK","Slovakia",12
2020-08-01,"2020-W31","SK","Slovakia",12
2020-08-02,"2020-W31","SK","Slovakia",12
2020-08-03,"2020-W32","SK","Slovakia",10
2020-08-04,"2020-W32","SK","Slovakia",10
2020-08-05,"2020-W32","SK","Slovakia",12
2020-08-06,"2020-W32","SK","Slovakia",14
2020-08-07,"2020-W32","SK","Slovakia",24
2020-08-08,"2020-W32","SK","Slovakia",26
2020-08-09,"2020-W32","SK","Slovakia",27
2020-08-10,"2020-W33","SK","Slovakia",29
2020-08-11,"2020-W33","SK","Slovakia",38
2020-08-12,"2020-W33","SK","Slovakia",39
2020-08-13,"2020-W33","SK","Slovakia",33
2020-08-14,"2020-W33","SK","Slovakia",32
2020-08-15,"2020-W33","SK","Slovakia",33
2020-08-16,"2020-W33","SK","Slovakia",35
2020-08-17,"2020-W34","SK","Slovakia",37
2020-08-18,"2020-W34","SK","Slovakia",38
2020-08-19,"2020-W34","SK","Slovakia",40
2020-08-20,"2020-W34","SK","Slovakia",41
2020-08-21,"2020-W34","SK","Slovakia",39
2020-08-22,"2020-W34","SK","Slovakia",38
2020-08-23,"2020-W34","SK","Slovakia",37
2020-08-24,"2020-W35","SK","Slovakia",38
2020-08-25,"2020-W35","SK","Slovakia",39
2020-08-26,"2020-W35","SK","Slovakia",47
2020-08-27,"2020-W35","SK","Slovakia",44
2020-08-28,"2020-W35","SK","Slovakia",47
2020-08-29,"2020-W35","SK","Slovakia",46
2020-08-30,"2020-W35","SK","Slovakia",47
2020-08-31,"2020-W36","SK","Slovakia",64
2020-09-01,"2020-W36","SK","Slovakia",66
2020-09-02,"2020-W36","SK","Slovakia",64
2020-09-03,"2020-W36","SK","Slovakia",64
2020-09-04,"2020-W36","SK","Slovakia",66
2020-09-05,"2020-W36","SK","Slovakia",71
2020-09-06,"2020-W36","SK","Slovakia",71
2020-09-07,"2020-W37","SK","Slovakia",83
2020-09-08,"2020-W37","SK","Slovakia",91
2020-09-09,"2020-W37","SK","Slovakia",87
2020-09-10,"2020-W37","SK","Slovakia",86
2020-09-11,"2020-W37","SK","Slovakia",89
2020-09-12,"2020-W37","SK","Slovakia",86
2020-09-13,"2020-W37","SK","Slovakia",86
2020-09-14,"2020-W38","SK","Slovakia",93
2020-09-15,"2020-W38","SK","Slovakia",93
2020-09-16,"2020-W38","SK","Slovakia",91
2020-09-17,"2020-W38","SK","Slovakia",94
2020-09-18,"2020-W38","SK","Slovakia",85
2020-09-19,"2020-W38","SK","Slovakia",80
2020-09-20,"2020-W38","SK","Slovakia",83
2020-09-21,"2020-W39","SK","Slovakia",107
2020-09-22,"2020-W39","SK","Slovakia",107
2020-09-23,"2020-W39","SK","Slovakia",108
2020-09-24,"2020-W39","SK","Slovakia",113
2020-09-25,"2020-W39","SK","Slovakia",143
2020-09-26,"2020-W39","SK","Slovakia",154
2020-09-27,"2020-W39","SK","Slovakia",153
2020-09-28,"2020-W40","SK","Slovakia",169
2020-09-29,"2020-W40","SK","Slovakia",185
2020-09-30,"2020-W40","SK","Slovakia",195
2020-10-01,"2020-W40","SK","Slovakia",191
2020-10-02,"2020-W40","SK","Slovakia",213
2020-10-03,"2020-W40","SK","Slovakia",214
2020-10-04,"2020-W40","SK","Slovakia",218
2020-10-05,"2020-W41","SK","Slovakia",240
2020-10-06,"2020-W41","SK","Slovakia",256
2020-10-07,"2020-W41","SK","Slovakia",276
2020-10-08,"2020-W41","SK","Slovakia",298
2020-10-09,"2020-W41","SK","Slovakia",295
2020-10-10,"2020-W41","SK","Slovakia",298
2020-10-11,"2020-W41","SK","Slovakia",303
2020-10-12,"2020-W42","SK","Slovakia",306
2020-10-13,"2020-W42","SK","Slovakia",350
2020-10-14,"2020-W42","SK","Slovakia",375
2020-10-15,"2020-W42","SK","Slovakia",413
2020-10-16,"2020-W42","SK","Slovakia",469
2020-10-17,"2020-W42","SK","Slovakia",481
2020-10-18,"2020-W42","SK","Slovakia",481
2020-10-19,"2020-W43","SK","Slovakia",560
2020-10-20,"2020-W43","SK","Slovakia",622
2020-10-21,"2020-W43","SK","Slovakia",668
2020-10-22,"2020-W43","SK","Slovakia",631
2020-10-23,"2020-W43","SK","Slovakia",828
2020-10-24,"2020-W43","SK","Slovakia",920
2020-10-25,"2020-W43","SK","Slovakia",1117
2020-10-26,"2020-W44","SK","Slovakia",1117
2020-10-27,"2020-W44","SK","Slovakia",1170
2020-10-28,"2020-W44","SK","Slovakia",1231
2020-10-29,"2020-W44","SK","Slovakia",1291
2020-10-30,"2020-W44","SK","Slovakia",1411
2020-10-31,"2020-W44","SK","Slovakia",1399
2020-11-01,"2020-W44","SK","Slovakia",1330
2020-11-02,"2020-W45","SK","Slovakia",1462
2020-11-03,"2020-W45","SK","Slovakia",1542
2020-11-04,"2020-W45","SK","Slovakia",NA
2020-11-05,"2020-W45","SK","Slovakia",1696
2020-11-06,"2020-W45","SK","Slovakia",1742
2020-11-07,"2020-W45","SK","Slovakia",NA
2020-11-08,"2020-W45","SK","Slovakia",1731
2020-11-09,"2020-W46","SK","Slovakia",1807
2020-11-10,"2020-W46","SK","Slovakia",1872
2020-11-11,"2020-W46","SK","Slovakia",1839
2020-11-12,"2020-W46","SK","Slovakia",1847
2020-11-13,"2020-W46","SK","Slovakia",NA
2020-11-14,"2020-W46","SK","Slovakia",1743
2020-11-15,"2020-W46","SK","Slovakia",1701
2020-11-16,"2020-W47","SK","Slovakia",1815
2020-11-17,"2020-W47","SK","Slovakia",1829
2020-11-18,"2020-W47","SK","Slovakia",1809
2020-11-19,"2020-W47","SK","Slovakia",1815
2020-11-20,"2020-W47","SK","Slovakia",1778
2020-11-21,"2020-W47","SK","Slovakia",1698
2020-11-22,"2020-W47","SK","Slovakia",1719
2020-11-23,"2020-W48","SK","Slovakia",1756
2020-11-24,"2020-W48","SK","Slovakia",1765
2020-11-25,"2020-W48","SK","Slovakia",1684
2020-11-26,"2020-W48","SK","Slovakia",1676
2020-11-27,"2020-W48","SK","Slovakia",1685
2020-11-28,"2020-W48","SK","Slovakia",NA
2020-11-29,"2020-W48","SK","Slovakia",1733
2020-11-30,"2020-W48","SK","Slovakia",NA
2020-12-01,"2020-W48","SK","Slovakia",NA
2020-12-02,"2020-W48","SK","Slovakia",NA
2020-12-03,"2020-W48","SK","Slovakia",NA
2020-12-04,"2020-W48","SK","Slovakia",NA
2020-12-05,"2020-W48","SK","Slovakia",NA
2020-12-06,"2020-W48","SK","Slovakia",NA
NA,"2020-W46","SK","Slovakia",NA
NA,"2020-W47","SK","Slovakia",NA
NA,"2020-W48","SK","Slovakia",NA
NA,"2020-W12","SK","Slovakia",NA
NA,"2020-W13","SK","Slovakia",NA
NA,"2020-W14","SK","Slovakia",NA
NA,"2020-W15","SK","Slovakia",NA
NA,"2020-W16","SK","Slovakia",NA
NA,"2020-W17","SK","Slovakia",NA
NA,"2020-W18","SK","Slovakia",NA
NA,"2020-W19","SK","Slovakia",NA
NA,"2020-W20","SK","Slovakia",NA
NA,"2020-W21","SK","Slovakia",NA
NA,"2020-W22","SK","Slovakia",NA
NA,"2020-W23","SK","Slovakia",NA
NA,"2020-W24","SK","Slovakia",NA
NA,"2020-W25","SK","Slovakia",NA
NA,"2020-W26","SK","Slovakia",NA
NA,"2020-W27","SK","Slovakia",NA
NA,"2020-W28","SK","Slovakia",NA
NA,"2020-W29","SK","Slovakia",NA
NA,"2020-W30","SK","Slovakia",NA
NA,"2020-W31","SK","Slovakia",NA
NA,"2020-W32","SK","Slovakia",NA
NA,"2020-W33","SK","Slovakia",NA
NA,"2020-W36","SK","Slovakia",NA
NA,"2020-W37","SK","Slovakia",NA
NA,"2020-W38","SK","Slovakia",NA
NA,"2020-W39","SK","Slovakia",NA
NA,"2020-W42","SK","Slovakia",NA
NA,"2020-W43","SK","Slovakia",NA
NA,"2020-W44","SK","Slovakia",NA
NA,"2020-W45","SK","Slovakia",NA
NA,"2020-W10","SK","Slovakia",NA
NA,"2020-W11","SK","Slovakia",NA
NA,"2020-W34","SK","Slovakia",NA
NA,"2020-W35","SK","Slovakia",NA
NA,"2020-W40","SK","Slovakia",NA
NA,"2020-W41","SK","Slovakia",NA
NA,"2020-W09","SK","Slovakia",NA
