"year_week","date","countrycode","countryname","hosp_occupancy","hosp_weekly_admission","icu_weekly_admission"
"2020-W13",2020-03-28,"LT","Lithuania",NA,3.04203302287895,NA
"2020-W13",2020-03-29,"LT","Lithuania",NA,3.04203302287895,NA
"2020-W14",2020-03-30,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-03-31,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-01,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-02,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-03,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-04,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-05,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W15",2020-04-06,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-07,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-08,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-09,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-10,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-11,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-12,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W16",2020-04-13,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-14,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-15,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-16,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-17,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-18,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-19,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W42",2020-10-12,"LT","Lithuania",NA,4.25884623203053,0.322097614187183
"2020-W42",2020-10-12,"LT","Lithuania",NA,4.18726898443338,0.322097614187183
"2020-W42",2020-10-13,"LT","Lithuania",149,4.25884623203053,0.322097614187183
"2020-W42",2020-10-13,"LT","Lithuania",149,4.18726898443338,0.322097614187183
"2020-W42",2020-10-14,"LT","Lithuania",141,4.25884623203053,0.322097614187183
"2020-W42",2020-10-14,"LT","Lithuania",141,4.18726898443338,0.322097614187183
"2020-W42",2020-10-15,"LT","Lithuania",174,4.25884623203053,0.322097614187183
"2020-W42",2020-10-15,"LT","Lithuania",174,4.18726898443338,0.322097614187183
"2020-W42",2020-10-16,"LT","Lithuania",199,4.25884623203053,0.322097614187183
"2020-W42",2020-10-16,"LT","Lithuania",199,4.18726898443338,0.322097614187183
"2020-W42",2020-10-17,"LT","Lithuania",NA,4.25884623203053,0.322097614187183
"2020-W42",2020-10-17,"LT","Lithuania",NA,4.18726898443338,0.322097614187183
"2020-W42",2020-10-18,"LT","Lithuania",NA,4.25884623203053,0.322097614187183
"2020-W42",2020-10-18,"LT","Lithuania",NA,4.18726898443338,0.322097614187183
"2020-W43",2020-10-19,"LT","Lithuania",229,6.76404989793084,0.393674861784335
"2020-W43",2020-10-19,"LT","Lithuania",229,6.69247265033369,0.393674861784335
"2020-W43",2020-10-20,"LT","Lithuania",232,6.76404989793084,0.393674861784335
"2020-W43",2020-10-20,"LT","Lithuania",232,6.69247265033369,0.393674861784335
"2020-W43",2020-10-21,"LT","Lithuania",245,6.76404989793084,0.393674861784335
"2020-W43",2020-10-21,"LT","Lithuania",245,6.69247265033369,0.393674861784335
"2020-W43",2020-10-22,"LT","Lithuania",239,6.76404989793084,0.393674861784335
"2020-W43",2020-10-22,"LT","Lithuania",239,6.69247265033369,0.393674861784335
"2020-W43",2020-10-23,"LT","Lithuania",255,6.76404989793084,0.393674861784335
"2020-W43",2020-10-23,"LT","Lithuania",255,6.69247265033369,0.393674861784335
"2020-W43",2020-10-24,"LT","Lithuania",NA,6.76404989793084,0.393674861784335
"2020-W43",2020-10-24,"LT","Lithuania",NA,6.69247265033369,0.393674861784335
"2020-W43",2020-10-25,"LT","Lithuania",NA,6.76404989793084,0.393674861784335
"2020-W43",2020-10-25,"LT","Lithuania",NA,6.69247265033369,0.393674861784335
"2020-W44",2020-10-26,"LT","Lithuania",322,3.50728513226044,0.930504218762973
"2020-W44",2020-10-26,"LT","Lithuania",322,3.61465100365617,0.930504218762973
"2020-W44",2020-10-27,"LT","Lithuania",342,3.50728513226044,0.930504218762973
"2020-W44",2020-10-27,"LT","Lithuania",342,3.61465100365617,0.930504218762973
"2020-W44",2020-10-28,"LT","Lithuania",348,3.50728513226044,0.930504218762973
"2020-W44",2020-10-28,"LT","Lithuania",348,3.61465100365617,0.930504218762973
"2020-W44",2020-10-29,"LT","Lithuania",370,3.50728513226044,0.930504218762973
"2020-W44",2020-10-29,"LT","Lithuania",370,3.61465100365617,0.930504218762973
"2020-W44",2020-10-30,"LT","Lithuania",415,3.50728513226044,0.930504218762973
"2020-W44",2020-10-30,"LT","Lithuania",415,3.61465100365617,0.930504218762973
"2020-W44",2020-10-31,"LT","Lithuania",NA,3.50728513226044,0.930504218762973
"2020-W44",2020-10-31,"LT","Lithuania",NA,3.61465100365617,0.930504218762973
"2020-W44",2020-11-01,"LT","Lithuania",NA,3.50728513226044,0.930504218762973
"2020-W44",2020-11-01,"LT","Lithuania",NA,3.61465100365617,0.930504218762973
"2020-W45",2020-11-02,"LT","Lithuania",NA,13.7786201624517,1.7894311899288
"2020-W45",2020-11-02,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-03,"LT","Lithuania",NA,13.7786201624517,1.7894311899288
"2020-W45",2020-11-03,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-04,"LT","Lithuania",NA,13.7786201624517,1.7894311899288
"2020-W45",2020-11-04,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-05,"LT","Lithuania",NA,13.7786201624517,1.7894311899288
"2020-W45",2020-11-05,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-06,"LT","Lithuania",NA,13.7786201624517,1.7894311899288
"2020-W45",2020-11-06,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-07,"LT","Lithuania",NA,13.7786201624517,1.7894311899288
"2020-W45",2020-11-07,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-08,"LT","Lithuania",NA,13.7786201624517,1.7894311899288
"2020-W45",2020-11-08,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W46",2020-11-09,"LT","Lithuania",NA,16.283823828352,2.18310605171313
"2020-W46",2020-11-09,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W46",2020-11-10,"LT","Lithuania",NA,16.283823828352,2.18310605171313
"2020-W46",2020-11-10,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W46",2020-11-11,"LT","Lithuania",NA,16.283823828352,2.18310605171313
"2020-W46",2020-11-11,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W46",2020-11-12,"LT","Lithuania",1092,16.283823828352,2.18310605171313
"2020-W46",2020-11-12,"LT","Lithuania",1092,16.3196124521506,2.18310605171313
"2020-W46",2020-11-13,"LT","Lithuania",1205,16.283823828352,2.18310605171313
"2020-W46",2020-11-13,"LT","Lithuania",1205,16.3196124521506,2.18310605171313
"2020-W46",2020-11-14,"LT","Lithuania",NA,16.283823828352,2.18310605171313
"2020-W46",2020-11-14,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W46",2020-11-15,"LT","Lithuania",NA,16.283823828352,2.18310605171313
"2020-W46",2020-11-15,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W47",2020-11-16,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-16,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-17,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-17,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-18,"LT","Lithuania",1,23.2983940928729,2.61256953729604
"2020-W47",2020-11-18,"LT","Lithuania",1,23.3699713404701,2.61256953729604
"2020-W47",2020-11-19,"LT","Lithuania",1,23.2983940928729,2.61256953729604
"2020-W47",2020-11-19,"LT","Lithuania",1,23.3699713404701,2.61256953729604
"2020-W47",2020-11-20,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-20,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-21,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-21,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-22,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-22,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-23,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-23,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-24,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-24,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-25,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-25,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-26,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-26,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-27,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-27,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-28,"LT","Lithuania",NA,23.2983940928729,2.61256953729604
"2020-W47",2020-11-28,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
