"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",416,"Paraguay","PRY","female","18-34","2020-04-23",91,922452.95,2.27,1.14,2.27,2.27,2.27,22.47,21.59,20.45,16.85,7.87,9.09,3.41,11.36,19.1,5.49,2.2,0,28.41,61.8,1.12,25,2.25,8.99,26.37,61.54,17.58,5.49,0,2.2,13.19,4.4,9.89,24.18,25.27,36.26,3.3,13.19,25.27,25.27,32.97,41.76,41.76,10.99,5.49,26.37,27.47,23.08,23.08,2455413.27,1065689.49,2455413.27,1296104.77,1409904.34,19209613.69,13965259.36,18841629.97,18487915.46,5191575.09,10563865.15,2930866.27,7317825.31,19732166.83,4412202.76,2805269.8,0,27141677.8,50517277.19,2723827,17983041.71,2236589.11,6674044.8,23257455.39,53907131.95,18834696.69,3424790.16,0,2084000.93,13994675.76,2101271.88,6316253.62,22791030.42,27817663.81,33219075.76,1441917.17,13072099.01,21117541.56,23762777.4,32850960.34,35607268.16,40286572.85,8567755.92,7783698.56,19990746.02,31190942.51,19636701.48,21426905.48,2.66,1.16,2.66,1.41,1.53,20.82,15.14,20.43,20.04,5.63,11.45,3.18,7.93,21.39,4.78,3.04,0,29.42,54.76,2.95,19.49,2.42,7.24,25.21,58.44,20.42,3.71,0,2.26,15.17,2.28,6.85,24.71,30.16,36.01,1.56,14.17,22.89,25.76,35.61,38.6,43.67,9.29,8.44,21.67,33.81,21.29,23.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",417,"Paraguay","PRY","female","35-54","2020-04-23",50,598966.92,0,0,0,0,0,4.17,20.83,4.17,8.33,0,0,0,2.04,14.29,4,0,NA,27.08,60,2.22,26.09,6.52,6.38,22,54,14,8,0,4,18,0,0,30,24,46,0,0,18,24,58,40,52,6,2,14,34,26,26,0,0,0,0,0,2944109.72,10401064.87,1366254.7,4495209.23,0,0,0,1065701.3,8809605.06,2711722.13,0,0,15329262.45,29525078.64,260516.96,14181563.55,4152236.89,3884820.13,12510032.06,38012116.22,5705202.98,4111137.87,0,3145898.42,6447283.42,0,0,22064448.34,12438311.97,25393931.24,0,0,11606069.35,12967467.02,35323155.18,23571058.56,32284678.83,3780437.19,260516.96,8999323.58,19648210.05,18419802.06,12829355.85,0,0,0,0,0,4.92,17.37,2.28,7.5,0,0,0,1.78,14.71,4.53,0,0,25.59,49.29,0.43,23.68,6.93,6.49,20.89,63.46,9.53,6.86,0,5.25,10.76,0,0,36.84,20.77,42.4,0,0,19.38,21.65,58.97,39.35,53.9,6.31,0.43,15.02,32.8,30.75,21.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",418,"Paraguay","PRY","female","overall","2020-04-23",161,1945173.01,1.28,0.64,1.28,3.21,1.92,15.92,20.51,14.1,12.1,5.1,5.13,1.92,7.01,16.46,4.97,1.24,0,28.21,58.86,1.32,25.49,3.92,7.1,23.6,59.63,14.91,6.21,0,2.48,16.15,2.48,5.59,25.47,26.71,39.75,1.86,7.45,21.74,25.47,43.48,39.75,45.34,11.18,3.73,21.12,28.57,22.98,27.33,2455413.27,1065689.49,2455413.27,3340453,1794187.58,25767095.5,26469729.38,21094565,22983124.69,5634915.25,10563865.15,2930866.27,8383526.61,31711977.09,7429297.66,2805269.8,0,50572091.81,93824618.08,2984343.96,37938600.93,6714922.46,10558864.93,37870892.61,111645233.68,26353479.06,9069359.75,0,5229899.35,39744276.36,2101271.88,6316253.62,51749080.97,51995206.61,82355487.76,1441917.17,13072099.01,40267878.81,43555429.86,96179975.98,67189182.27,86904830.66,32379072.39,8044215.52,31537235.35,57806740.01,53817382.93,51355942.55,1.26,0.55,1.26,1.72,0.92,13.25,13.61,10.84,11.82,2.9,5.43,1.51,4.31,16.3,3.82,1.44,0,26,48.23,1.53,19.5,3.45,5.43,19.47,57.4,13.55,4.66,0,2.69,20.43,1.08,3.25,26.6,26.73,42.34,0.74,6.72,20.7,22.39,49.45,34.54,44.68,16.65,4.14,16.21,29.72,27.67,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",419,"Paraguay","PRY","male","18-34","2020-04-23",86,998898.68,2.41,1.2,2.41,6.02,3.61,15.48,17.65,8.33,8.43,3.61,2.41,0,7.23,7.23,4.65,3.53,NA,40,60,4.76,33.33,6.02,5.95,34.88,63.95,13.95,6.98,0,1.16,13.95,2.33,2.33,11.63,29.07,54.65,3.49,3.49,15.12,39.53,38.37,32.56,37.21,13.95,15.12,20.93,29.07,24.42,25.58,2126878.19,1120537.88,2126878.19,7910954.48,3259673.27,24769752.18,13491870.15,5992662.57,9097240.7,2372830.28,483439,0,5624504.01,6356922.23,2783084.36,3176199.87,0,34407270.08,58938616.56,2155972.21,31855397.59,4565181.87,2968516.44,30988375.28,66390003.79,11399523.5,7163693.66,0,890441.53,14046205.99,555581.26,1410439.56,16193429.59,27491384.21,54239033.84,1676119.15,873399.21,17843186.94,48248005.56,31249157.61,35028498.28,32837340.6,11895780.47,19750282.85,19737280.09,29048434.4,20627602.22,30476551.76,2.13,1.12,2.13,7.92,3.26,24.8,13.51,6,9.11,2.38,0.48,0,5.63,6.36,2.79,3.18,0,34.45,59,2.16,31.89,4.57,2.97,31.02,66.46,11.41,7.17,0,0.89,14.06,0.56,1.41,16.21,27.52,54.3,1.68,0.87,17.86,48.3,31.28,35.07,32.87,11.91,19.77,19.76,29.08,20.65,30.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",420,"Paraguay","PRY","male","overall","2020-04-23",143,2063359.17,1.43,0.71,2.14,6.43,2.14,13.48,16.2,7.8,6.43,4.29,2.14,0,6.43,5.71,7.69,2.82,0,41.13,63.83,6.43,27.86,5.04,5,32.87,65.73,13.99,6.29,0,1.4,11.89,2.1,2.1,11.19,29.37,55.24,2.1,2.8,15.38,33.57,46.15,34.27,38.46,16.08,10.49,23.78,28.67,22.38,25.17,2126878.19,1120537.88,2380963.57,13394679.38,3259673.27,32278972.72,22904605.89,11433214.92,12580360.6,7154095.83,2181095.11,0,7906062.53,9122973.82,23982171.97,3779349.55,0,71336867.23,143992413.04,9975166.43,45530282.87,9263866.99,8136118.61,53476237.98,142921723.43,28575197.65,9673324.34,0,1220225.15,22824908.16,1327407.91,1975258.59,23641814.72,47300859.75,132090575.64,1676119.15,1127484.59,40204274.85,64241885.45,99086152.58,79377921.3,68003547.42,29814830.77,28761650.86,39504481.28,48275650.91,45242658.33,73313126.11,1.03,0.54,1.15,6.49,1.58,15.64,11.1,5.54,6.1,3.47,1.06,0,3.83,4.42,11.62,1.83,0,34.57,69.79,4.83,22.07,4.49,3.94,25.92,69.27,13.85,4.69,0,0.59,11.06,0.64,0.96,11.46,22.92,64.02,0.81,0.55,19.48,31.13,48.02,38.47,32.96,14.45,13.94,19.15,23.4,21.93,35.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",421,"Paraguay","PRY","overall","18-34","2020-04-23",182,1972166.51,2.29,1.14,2.29,4,3.43,19.21,19.21,14.77,13.56,6.21,5.71,1.71,9.71,13.07,4.95,3.31,50,34.27,60.34,2.81,29.94,3.95,7.87,31.32,62.09,16.48,6.04,0,1.65,13.74,3.3,6.59,17.58,26.92,45.6,3.3,8.24,19.78,31.87,36.81,36.26,39.01,13.74,10.44,23.08,27.47,24.18,25.27,4582291.46,2186227.38,4582291.46,9207059.25,5013792.46,44323580.72,27457129.51,25776856.37,30147771.38,8342738.45,11047304.15,2930866.27,14726611.46,26089089.06,7195287.13,6759802.75,778333.08,64275793.85,111630550.9,4879799.21,53797378.6,6801770.99,10585125.06,56310942.43,122307562.16,32961066.15,10588483.82,0,2974442.46,28385096.6,2656853.14,8505026.26,38984460.01,57093330.16,89976981.62,3118036.32,13945498.22,38960728.5,73795065.09,67397323.04,70635766.44,73468128.29,24422475.69,28312314.49,39728026.12,60239376.9,42392800.68,54856447.48,2.32,1.11,2.32,4.67,2.54,22.47,13.92,13.07,15.29,4.23,5.6,1.49,7.47,13.23,3.65,3.43,0.39,32.59,56.6,2.47,27.28,3.45,5.37,28.55,62.02,16.71,5.37,0,1.51,14.39,1.35,4.31,19.77,28.95,45.62,1.58,7.07,19.76,37.42,34.17,35.82,37.25,12.38,14.36,20.14,30.54,21.5,27.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",422,"Paraguay","PRY","overall","35-54","2020-04-23",93,1146229.55,0,0,1.1,4.4,0,8.79,18.68,6.59,5.49,3.3,1.1,0,4.35,9.78,8.6,1.08,0,37.78,66.3,5.75,23.86,3.41,4.49,26.88,61.29,13.98,6.45,0,3.23,12.9,1.08,0,23.66,24.73,50.54,0,1.08,18.28,23.66,56.99,37.63,47.31,13.98,1.08,22.58,32.26,20.43,24.73,0,0,254085.38,2877676.77,0,10453330.25,16407158.32,6806807.04,4769131.32,1977772.94,1697656.11,0,3347259.82,11575656.66,10744567.49,603149.68,0,40914800.4,73553963.14,5414114.44,22794560.88,4152236.89,5005358.02,30864135.29,72174728.65,17006082.58,6055949.52,0,3475682.05,12314921.85,771826.65,0,30115983.16,19836827.91,63898317.46,0,254085.38,20800915.01,22227795.2,71340159.58,39031070.96,56099194.74,19232172.51,260516.96,27148551.42,33860250.69,23532475.42,30081677.65,0,0,0.22,2.51,0,9.12,14.31,5.94,4.16,1.73,1.48,0,2.92,10.1,9.37,0.53,0,35.7,64.17,4.72,19.89,3.62,4.37,26.93,62.97,14.84,5.28,0,3.03,10.74,0.67,0,26.27,17.31,55.75,0,0.22,18.15,19.39,62.24,34.05,48.94,16.78,0.23,23.69,29.54,20.53,26.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",423,"Paraguay","PRY","overall","overall","2020-04-23",337,4525882.64,1.23,0.61,1.53,4.6,2.45,14.59,17.93,11.01,9.73,5.18,3.38,0.92,6.73,10.98,6.82,2.11,33.33,33.12,61.49,3.49,27.22,4.13,6.6,28.22,59.35,13.95,5.93,0,2.08,13.35,2.23,4.14,18.47,27.71,47.45,1.91,5.1,18.47,29.3,45.22,34.12,39.17,13.06,6.53,20.47,26.11,21.66,24.93,4582291.46,2186227.38,4836376.84,17338282.05,6435261.81,61146836.49,54278459.85,36185441.15,39087296.78,15207679.95,12744960.26,2930866.27,21357678.59,43954032.95,35944917.21,7362952.43,778333.08,129394075.68,262425764.37,12959510.39,99217501.15,15978789.45,23927282.63,103531030.81,268616043.94,60667447.76,19453576.88,0,8121014.07,63324634.02,3428679.8,9069845.29,75994045.37,102051620.59,219757952.42,3118036.32,14199583.6,80883388.32,111855636.7,200245498.53,147689231.01,158497904.26,66152842.47,37584199.46,72712606.19,107053663.01,102502580.71,128033293.56,1.01,0.48,1.07,3.83,1.42,13.51,11.99,8,8.64,3.36,2.82,0.65,4.72,9.71,7.94,1.63,0.17,28.59,57.98,2.86,21.92,3.53,5.29,22.88,59.35,13.4,4.3,0,1.79,13.99,0.76,2,16.79,22.55,48.56,0.69,3.14,17.87,24.71,44.24,32.63,35.02,14.62,8.3,16.07,23.65,22.65,28.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1180,"Paraguay","PRY","female","18-34","2020-04-24",71,887511.55,0,0,0,5.8,2.9,17.39,18.84,11.59,4.35,0,2.9,2.9,8.7,21.74,5.63,1.43,NA,20.29,41.43,0,25,2.9,5.8,23.94,66.2,12.68,1.41,0,0,19.72,1.43,8.57,34.29,25.71,30,2.86,5.71,37.14,30,24.29,47.89,36.62,7.04,7.04,19.72,32.39,25.35,22.54,0,0,0,3132694.89,3579260.91,8172290.11,12185893.69,5136325.24,2952408.82,0,828739.8,1462455.7,8052957.99,14529075.48,3176921.17,308136.55,0,15230804.41,37277446.66,0,35044067.97,4067057.79,2812394.72,31528792.98,56559473.59,15568830.83,2340730.23,0,0,14282120.55,235664.01,5710126.4,25154307.6,31577023.08,25584492.17,1558051.72,2113147.46,36955052.11,28397208.06,19238153.91,35046292.51,39589110.44,6787107.72,6839102.6,23834563.89,23947437.41,22992061.91,17977091.99,0,0,0,3.53,4.03,9.21,13.73,5.79,3.33,0,0.93,1.65,9.07,16.37,3.58,0.35,0,17.16,42,0,39.49,4.58,3.17,35.52,63.73,17.54,2.64,0,0,16.09,0.27,6.43,28.34,35.58,28.83,1.76,2.38,41.64,32,21.68,39.49,44.61,7.65,7.71,26.86,26.98,25.91,20.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1181,"Paraguay","PRY","female","overall","2020-04-24",124,1898621.25,0,0,0,6.61,1.65,17.21,21.49,13.93,9.09,1.65,1.65,1.65,8.26,21.49,8.06,1.63,0,20.83,49.59,0.84,21.01,3.33,5.83,24.19,66.94,9.68,4.03,0,0,19.35,0.81,9.76,30.89,25.2,33.33,2.44,8.13,27.64,30.08,31.71,42.74,43.55,8.06,4.84,17.74,31.45,27.42,23.39,0,0,0,11147351.16,3579260.91,20132376.91,34900301,15824950.02,17290478.51,4251696.37,828739.8,1462455.7,11230871.8,29671505.56,13153522.59,1302602.23,0,42418378.12,102907476.06,1290608.12,53696210.99,5582626.12,6917816.83,62294881.54,131362045.41,19690115.81,5570617.96,0,0,33239345.34,235664.01,11576083.99,49806019.06,57242041.95,70512773.57,4070232.48,11324142.26,44411800.12,58319529.66,71246878.06,67115185.34,84536198.33,28520868.96,9200329.95,37701156.79,63222046.69,42325253.77,46613667.27,0,0,0,5.87,1.89,10.6,18.38,8.33,9.11,2.24,0.44,0.77,5.92,15.63,6.93,0.69,0,22.34,54.2,0.68,28.28,2.94,3.64,32.81,69.19,10.37,2.93,0,0,17.51,0.12,6.1,26.23,30.15,37.14,2.14,5.96,23.39,30.72,37.53,35.35,44.53,15.02,4.85,19.86,33.3,22.29,24.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
