"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",150,"Côte d'Ivoire","CIV","overall","overall","2020-04-23",65,9830149.05,0,1.59,4.76,10.94,1.59,31.75,9.52,20.63,4.76,6.35,6.35,1.59,6.35,25.4,1.54,10.77,100,47.69,50.77,12.31,49.23,9.23,41.54,33.87,26.15,27.69,16.92,0,7.69,13.85,0,1.67,10,11.67,76.67,1.67,1.67,5,15,76.67,43.08,16.92,15.38,15.38,46.15,13.85,15.38,16.92,0,20442402.62,96689648.2,98982919.95,20442402.62,233417293.66,91582447.71,127979525.03,32172804.94,53583212.51,51698315.59,20442402.62,31391052.02,202597223,6008279.36,143597862.69,42076776.89,436715420.2,401099332.88,113343784.91,361617306.67,66867905.75,381396896.9,261785452.37,244050245.8,218754070.69,196212403.5,0,39341020.63,197280331.56,0,35507366.93,106760111.97,125697260.28,627673333,41611993.22,35507366.93,18996638.81,144380674.95,655141398.27,322314660.85,149512805.14,253067903.49,117417783.63,451413128.75,159678714.94,147141427.23,137404801.27,0,2.08,9.84,10.07,2.08,23.75,9.32,13.02,3.27,5.45,5.26,2.08,3.19,20.61,0.61,14.61,4.28,44.43,40.8,11.53,36.79,6.8,38.8,26.63,24.83,22.25,19.96,0,4,20.07,0,3.61,10.86,12.79,63.85,4.23,3.61,1.93,14.69,66.65,32.79,15.21,25.74,11.94,45.92,16.24,14.97,13.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",801,"Côte d'Ivoire","CIV","overall","overall","2020-04-24",81,8225795.51,1.3,1.3,2.6,3.85,1.3,26.92,6.49,17.95,3.9,5.19,2.6,3.85,5.19,20.51,3.7,3.8,100,64.86,57.53,16.67,40.54,6.76,51.35,33.33,41.98,19.75,11.11,0,9.88,6.17,1.43,2.86,8.57,11.43,75.71,2.9,0,7.25,14.49,75.36,46.91,12.35,11.11,13.58,34.57,18.52,17.28,13.58,3052327.63,3052327.63,8161726.22,25474737.26,3052327.63,232731679.03,54936102.76,153537593.14,14636415.81,21184765.37,41918718.75,27783931.99,81437167.87,175412682.74,17934175.1,10762170.83,6116162.61,455998116.79,410357552.71,117350513.83,280575131.16,33325503.59,354157627.76,255527012.41,375958585.49,158714092.59,57248285.75,0,65689180.85,79898069.47,12137530.02,23920130.13,84596076.86,125490608.86,465910808.67,28874427.87,0,24163261.65,161426151.33,494805349.29,415311885.61,87645352.36,89866894.63,113659093.15,302824454.24,153747224.08,140328567.28,95632046.7,0.37,0.37,0.99,3.1,0.37,28.29,6.68,18.67,1.78,2.58,5.1,3.38,9.9,21.32,2.18,1.31,0.74,55.44,49.89,14.27,34.11,4.05,43.05,31.06,45.7,19.29,6.96,0,7.99,9.71,1.48,2.91,10.28,15.26,56.64,3.51,0,2.94,19.62,60.15,50.49,10.65,10.93,13.82,36.81,18.69,17.06,11.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1681,"Côte d'Ivoire","CIV","overall","overall","2020-04-25",76,10142911.75,0,0,1.39,2.78,0,29.33,12.5,20.27,2.78,1.39,8.33,5.56,4.17,19.44,5.26,5.41,100,52.17,44.78,22.73,41.18,10.45,42.65,34.78,38.16,19.74,13.16,0,7.89,9.21,0,1.52,4.55,13.64,80.3,0,4.55,1.52,19.7,74.24,30.26,25,13.16,18.42,25,17.11,15.79,28.95,0,0,9284203.92,26820898.44,0,347370091.88,151279776.37,241912698.8,20261280.34,12771275.66,82407298.28,63331134.03,37874126.3,221032812.52,48927590.04,72248473.16,44904598.86,424519731.44,402849184.23,188191253.27,349024570.54,71271403.63,459138510.88,301764145.94,408739525.73,167231118.32,161968591.2,0,85032352.5,81612449.93,0,12981942.25,54213264.16,120105235.18,676630188.81,0,59848935.98,36523514.46,130747944.47,636810235.49,318698387.6,287331276.95,139035126.58,137415708.46,275783777.22,218388863.92,149922013.95,238385844.51,0,0,0.92,2.64,0,34.25,14.91,23.85,2,1.26,8.12,6.24,3.73,21.79,4.82,7.12,4.43,41.85,39.72,18.55,34.41,7.03,45.27,29.75,40.3,16.49,15.97,0,8.38,8.05,0,1.28,5.34,11.84,66.71,0,5.9,3.6,12.89,62.78,31.42,28.33,13.71,13.55,27.19,21.53,14.78,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2561,"Côte d'Ivoire","CIV","overall","overall","2020-04-26",84,8813401.93,1.23,1.23,1.23,4.94,0,26.83,2.44,15.66,4.82,2.47,3.7,1.23,1.22,14.81,8.54,11.11,50,48.1,50.63,23.08,44.87,3.85,37.18,35.9,28.57,20.24,15.48,0,9.52,7.14,1.52,0,4.55,12.12,81.82,0,3.08,4.62,20,72.31,30.95,22.62,8.33,14.29,32.14,17.86,10.71,16.67,14596248.38,14596248.38,14596248.38,49758622.63,0,225547150.91,21311820.75,98720649.45,20891548.3,18327313.85,16414787.95,8310332.1,7461267.25,127708860.17,98506979.77,103762798.67,13850553.5,326797777.31,422265183.95,129490718.93,355006979.68,13430281.05,297485480.23,265342862.95,274973701.76,177170389.93,104197637.5,0,72244930.66,86788583.89,4476760.35,0,17985042.5,71182333.3,600419286.83,0,18327313.85,28104530.53,130176657.08,512978161.18,239646202.7,194977079.93,109633627.93,140852991.73,295355102.32,161972026.79,90826777.33,141432756.19,1.66,1.66,1.66,5.65,0,25.59,2.42,11.2,2.37,2.08,1.86,0.94,0.85,14.49,11.18,11.77,1.57,37.08,47.91,14.69,40.28,1.52,33.75,30.11,31.2,20.1,11.82,0,8.2,9.85,0.51,0,2.04,8.08,68.13,0,2.08,3.19,14.77,58.2,27.19,22.12,12.44,15.98,33.51,18.38,10.31,16.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",3427,"Côte d'Ivoire","CIV","overall","overall","2020-04-27",83,10392348.55,0,0,1.28,2.6,0,33.33,11.39,22.5,1.28,5.19,7.69,0,5.13,20.25,8.43,10.98,66.67,48.75,37.33,21.05,43.59,10.39,35.8,34.18,36.14,27.71,14.46,0,4.82,7.23,1.35,2.7,1.35,17.57,77.03,1.35,2.7,2.7,17.57,75.68,34.94,22.89,15.66,15.66,33.73,20.48,19.28,15.66,0,0,9251653.24,34671287.02,0,292692307.67,61809969.84,182407764.04,12285904.86,59737820.5,50609420.24,0,77040640.93,211043213.65,95192164.69,125149184.7,19964391.22,407593441.65,322642804.45,167347024.5,357527431.05,74037419.36,283551769.44,259507208.75,477341391.13,202176949.44,138514659.37,0,42609090.14,75920407.84,40950415.41,21981557.14,8131884.5,208293329.34,619660421.06,8131884.5,45991623.99,38606399.23,179122882.02,627164817.71,415020227.95,199022494.94,168094218.85,116880665.71,271954184.89,292654031.52,159086684.85,175322706.19,0,0,0.89,3.34,0,28.16,5.95,17.55,1.18,5.75,4.87,0,7.41,20.31,9.16,12.04,1.92,39.22,31.05,16.1,34.4,7.12,27.28,24.97,45.93,19.45,13.33,0,4.1,7.31,3.94,2.12,0.78,20.04,59.63,0.78,4.43,3.71,17.24,60.35,39.94,19.15,16.17,11.25,26.17,28.16,15.31,16.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",4271,"Côte d'Ivoire","CIV","male","overall","2020-04-28",57,4907040.34,5.36,5.36,5.36,7.02,1.79,30.36,3.57,14.29,5.36,5.36,7.14,0,5.36,17.86,8.93,12.28,66.67,45.61,41.07,14.29,41.07,10.71,35.71,32.73,28.07,24.56,12.28,7.02,17.54,8.77,0,5.26,8.77,5.26,80.7,0,1.79,10.71,12.5,75,40.35,17.54,8.77,29.82,38.6,29.82,15.79,14.04,19168968.31,19168968.31,19168968.31,25622275.52,5422052.68,126588348.58,12715661.1,53487052.83,20333428.24,21752415.57,32984884.5,0,22076574.3,75098667.42,36854744.46,45117256.57,15490061.68,203809803.42,185954040.49,43990130,189691420.04,51293550.8,154894550.14,152827677.62,151030642.06,98495476.95,40456667.15,33177026.32,91575143.88,69515770.46,0,24201580.61,28653958.65,21206321.57,416642173.21,0,6128071.66,39035195.04,46291553.88,392795906.24,211287943.13,76747766.08,45161938.85,143435311.61,194164790.94,130970950.12,72728616.94,86386368.81,3.91,3.91,3.91,5.22,1.1,25.8,2.59,10.9,4.14,4.43,6.72,0,4.5,15.3,7.51,9.19,3.16,41.53,37.9,8.96,38.66,10.45,31.57,31.14,30.78,20.07,8.24,6.76,18.66,14.17,0,4.93,5.84,4.32,84.91,0,1.25,7.95,9.43,80.05,43.06,15.64,9.2,29.23,39.57,26.69,14.82,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",4272,"Côte d'Ivoire","CIV","overall","overall","2020-04-28",78,7119423.2,5.33,5.33,5.33,5.26,2.67,28.95,5.26,16,5.33,4,8,2.63,5.33,15.79,9.09,12.82,60,48.65,41.1,11.11,38.89,8.45,38.36,32.35,28.21,21.79,10.26,5.13,12.82,7.69,0,4.62,7.69,7.69,80,0,3.12,9.38,10.94,76.56,30.77,17.95,7.69,24.36,29.49,24.36,15.38,12.82,29382421.08,29382421.08,29382421.08,25622275.52,15635505.45,166890241.41,27302877.92,83575492.89,30546881.01,21752415.57,50491945.68,17507061.18,32290027.07,113466396.2,53196268.89,68752389.42,25703514.46,319577369.91,261642840.67,43990130,284204392.12,51293550.8,267545236,202745530.74,210564019.56,145127091.61,46584738.81,33177026.32,91575143.88,76809378.87,0,24201580.61,28653958.65,59574050.34,450643132.15,0,37202192.03,39035195.04,46291553.88,434090473.59,242362063.49,99583132.28,49033923.18,158022528.44,201458399.35,169338678.9,87766194.01,98056142.27,4.13,4.13,4.13,3.6,2.2,23.44,3.83,11.74,4.29,3.06,7.09,2.46,4.54,15.94,7.47,9.66,3.61,44.89,36.75,6.18,39.92,7.2,37.58,28.48,29.58,20.38,6.54,4.66,12.86,10.79,0,3.4,4.02,8.37,63.3,0,5.23,5.48,6.5,60.97,34.04,13.99,6.89,22.2,28.3,23.79,12.33,13.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",5123,"Côte d'Ivoire","CIV","male","overall","2020-04-29",56,5146403.92,3.77,3.77,3.77,13.21,3.85,32.08,11.54,23.08,1.96,5.88,3.85,1.96,3.92,20.75,10.71,14.55,83.33,58.93,65.38,24.07,60,5.56,31.48,33.33,37.5,30.36,12.5,5.36,7.14,7.14,3.57,1.79,3.57,3.57,87.5,1.79,0,0,17.86,80.36,60.71,21.43,1.79,16.07,46.43,21.43,16.07,16.07,24773514.07,24773514.07,24773514.07,62629797.2,25983644.09,147965967.55,52983088.25,119151698.66,3132110.71,35702716.02,7446180.22,4886942.98,24153892.32,81300001.25,49515547.18,55449076.26,20685418.43,254334176.99,271121800.46,108940169.11,311057616.55,28852249.01,186881397.45,129001074.57,202179797.55,151568550.34,81778018.18,21967845.3,29143176.13,28003004.08,8970464.74,6954451.38,24371543.92,10528176.05,463815755.5,4909024.36,0,0,92732379.36,416998987.87,304629458.31,114239617.86,18084720.13,77686595.29,238357955.55,115947902.5,107085743.31,53248790.23,4.81,4.81,4.81,12.17,5.05,28.75,10.3,23.15,0.61,6.94,1.45,0.95,4.69,15.8,9.62,10.77,4.02,49.42,52.68,21.17,60.44,5.61,36.31,25.07,39.29,29.45,15.89,4.27,5.66,5.44,1.74,1.35,4.74,2.05,90.12,0.95,0,0,18.02,81.03,59.19,22.2,3.51,15.1,46.32,22.53,20.81,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",5124,"Côte d'Ivoire","CIV","overall","overall","2020-04-29",75,8336544.74,2.86,2.86,2.86,11.43,2.9,27.14,13.04,21.74,1.47,5.88,8.7,1.47,4.41,18.57,9.46,13.89,83.33,54.41,64.06,21.21,56.72,9.09,37.88,32.31,33.33,24,9.33,5.33,6.67,5.33,3.33,1.67,3.33,6.67,85,1.67,0,0,21.67,76.67,48,18.67,1.33,12,34.67,17.33,13.33,14.67,24773514.07,24773514.07,24773514.07,67516740.18,25983644.09,156641559.42,101431674.36,196018990.24,3132110.71,43847621,57433433.1,4886942.98,28025876.65,128289633.86,54319154.72,75838235.47,20685418.43,334465536.08,398360691.38,142245817.55,395718687.9,69412721.76,350551985.18,178596532.96,285906229.42,190413277.99,81778018.18,55273493.75,37288081.1,28003004.08,8970464.74,6954451.38,24371543.92,81361652.38,535966131.59,4909024.36,0,0,202410583.33,450304636.31,378890924.12,182962004.47,18084720.13,77686595.29,238357955.55,151364640.66,142502481.47,125399166.32,2.97,2.97,2.97,8.1,3.12,18.79,12.17,23.51,0.38,5.26,6.89,0.59,3.36,15.39,6.52,9.1,2.48,40.12,47.78,17.06,47.47,8.33,42.05,21.42,34.3,22.84,9.81,6.63,4.47,3.36,1.08,0.83,2.92,9.76,64.29,0.59,0,0,24.28,54.02,45.45,21.95,2.17,9.32,28.59,18.16,17.09,15.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",5962,"Côte d'Ivoire","CIV","overall","overall","2020-04-30",67,7944570.41,0,0,0,7.81,0,23.88,4.69,20,4.62,4.69,4.62,3.08,1.56,15.62,10.45,9.38,50,61.67,60,20.34,45.76,15.25,47.46,36.21,25.37,20.9,14.93,11.94,2.99,7.46,0,1.82,1.82,12.73,83.64,3.64,5.45,9.09,18.18,63.64,46.27,17.91,5.97,11.94,40.3,17.91,11.94,11.94,0,0,0,41500333.03,0,205187250.36,60199876.35,154814462.04,45750027.24,58372361.15,92117670.97,28997485.03,16097709.04,140301864.19,89613996.46,52051678.06,6752145.41,430270200.87,451588159.26,129216410.67,329717812,100436870.27,343327897.05,236947551.06,232628648.69,187540707.4,87733020.97,99701144.25,10847860.76,76473162.91,0,7924827.45,6615526.43,77795891.6,597647648.91,37532904.58,30638062.92,102716108.68,128079071.91,391017746.3,426372766.54,115332034.02,35376514,112902579.83,351190558.9,148488011.48,106044573.8,84260750.2,0,0,0,5.22,0,25.83,7.58,19.49,5.76,7.35,11.6,3.65,2.03,17.66,11.28,6.55,0.85,54.16,56.84,16.26,41.5,12.64,43.22,29.83,29.28,23.61,11.04,12.55,1.37,9.63,0,1,0.83,9.79,75.23,4.72,3.86,12.93,16.12,49.22,53.67,14.52,4.45,14.21,44.21,18.69,13.35,10.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
