"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",295,"Hong Kong","HKG","overall","overall","2020-05-01",50,3843476.36,2,0,2,12,0,10,10,14,10,2,0,0,2,16,4.08,6.25,0,37.5,54.17,47.92,39.58,6.25,50,36.17,70,6,4,2,6,6,0,0,17.39,26.09,56.52,4.35,0,19.57,17.39,58.7,16,28,38,10,4,6,14,68,3428588.02,0,3428588.02,33569468.76,0,32579817.48,34916720.56,40208606.28,26246474.66,5605309.27,0,0,10512613.94,50683912.31,16117365.26,47984145.52,0,178254655.95,208318162.88,185380176.18,125804182.15,13188878.39,207977620.05,119401201.98,257107633.01,17148839.64,16369419.17,6451129.86,48619282.31,21199445.9,0,0,75409640.5,109935361.3,177629840.89,9879664.38,0,50029429.89,101301729.71,201764018.71,58975718.43,110877399.83,135699057.01,57422667.42,16656452.72,20851311.46,73452688.53,252014389.97,0.89,0,0.89,8.73,0,8.48,9.08,10.46,6.83,1.46,0,0,2.74,13.19,4.19,12.48,0,46.38,54.2,48.23,32.73,3.43,54.11,31.07,66.89,4.46,4.26,1.68,12.65,5.52,0,0,19.62,28.6,46.22,2.57,0,13.02,26.36,52.5,15.34,28.85,35.31,14.94,4.33,5.43,19.11,65.57,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1888,"Hong Kong","HKG","female","18-34","2020-05-03",54,1249422.54,1.85,1.85,1.85,9.26,1.85,27.78,11.11,22.22,3.7,3.7,1.85,1.85,9.43,28.3,1.85,1.85,0,37.74,57.41,52.83,52.83,5.66,49.06,51.85,74.07,7.41,1.85,1.85,5.56,9.26,0,5.66,15.09,24.53,54.72,3.77,5.66,13.21,32.08,45.28,16.67,37.04,35.19,9.26,0,5.56,31.48,62.96,2475382.33,2475382.33,2475382.33,18267592.14,2475382.33,27365973.7,11974289.63,28808896.63,14227355.28,3467746.04,3907070.55,2475382.33,12887677.26,35335000.33,2991371.49,1656873.5,0,53888672.42,80796938.47,73062647.38,62423937.05,4912099.95,72262652.35,61503777.31,86673307.45,8236926.63,2755332.21,6391742.41,7897964.3,12986980.8,0,4051143.79,12594783.01,28767141.5,77583828,3488769.1,4540347.68,14017784.85,30905156.3,70044838.36,21444605.3,36361769.61,53059081.84,12131439.55,0,15599636.18,40032643.38,69309974.24,1.98,1.98,1.98,14.62,1.98,21.9,9.58,23.06,11.39,2.78,3.13,1.98,10.31,28.28,2.39,1.33,0,43.13,64.67,58.48,49.96,3.93,57.84,49.23,69.37,6.59,2.21,5.12,6.32,10.39,0,3.24,10.08,23.02,62.1,2.79,3.63,11.22,24.74,56.06,17.16,29.1,42.47,9.71,0,12.49,32.04,55.47,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1889,"Hong Kong","HKG","female","overall","2020-05-03",88,2553787.71,1.14,1.14,1.14,7.95,1.14,19.32,9.09,18.18,2.27,3.41,1.14,1.14,6.9,17.24,1.14,3.45,0,34.48,61.36,60.92,51.72,5.75,56.32,45.45,76.14,9.09,2.27,1.14,4.55,6.82,1.15,4.6,17.24,20.69,56.32,2.3,3.45,14.94,29.89,49.43,21.59,30.68,34.09,12.5,0,3.41,36.36,60.23,2475382.33,2475382.33,2475382.33,27270520.74,2475382.33,32613240.3,27954683.38,47971505.36,14227355.28,4031028.86,3907070.55,2475382.33,16731245.95,35335000.33,2991371.49,4733122.75,0,98726462.23,177003650.38,173500122.81,130120656.28,12453440.59,162446362.37,110484567.68,191274044.78,23770865.75,6662402.76,6391742.41,12889037.07,14390678.71,488848.9,5829660.86,37051058.64,48027611.93,162036233.65,3488769.1,4540347.68,37804479,52146795.82,155453022.38,59819741.78,61106019.76,99958984.98,32548667.47,0,15599636.18,86492802.79,153286332.51,0.97,0.97,0.97,10.68,0.97,12.77,10.95,18.78,5.57,1.58,1.53,0.97,6.55,13.84,1.17,1.85,0,38.66,69.31,67.94,50.95,4.88,63.61,43.26,74.9,9.31,2.61,2.5,5.05,5.64,0.19,2.28,14.51,18.81,63.45,1.37,1.78,14.8,20.42,60.87,23.42,23.93,39.14,12.75,0,6.11,33.87,60.02,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1890,"Hong Kong","HKG","male","overall","2020-05-03",104,2271806.76,0.96,0.96,0.96,3.85,0,13.46,8.65,12.5,3.85,3.85,0.96,0,4.81,8.65,5.77,6.8,0,41.35,71.15,53.4,45.63,6.8,49.04,42.31,73.08,11.54,3.85,1.92,3.85,5.77,0.96,4.81,15.38,14.42,64.42,1.92,7.69,13.46,25.96,50.96,17.31,27.88,38.46,15.38,3.85,5.77,29.81,60.58,73580.18,73580.18,73580.18,2471810.81,0,45989237.61,10208987.82,15571298.63,2559125.29,4781195.25,1100346.52,0,3317332.08,13389951.61,14133866.55,10684715.08,0,115966725.06,164676757.35,134064893.21,98484699.1,13738484.78,119918311.11,114566527.11,162091910.3,21276039.07,9860350.66,1727629.69,19508508.46,12716237.66,73580.18,9424375.13,26172118.08,33443877.15,158066725.3,1243496.75,9941521.56,29666042.85,60878140.35,125451474.33,21344241.13,68657574.6,85766055.1,49683758.88,1817414.6,8409580.74,74017922.14,142935758.36,0.03,0.03,0.03,1.09,0,20.24,4.49,6.85,1.13,2.1,0.48,0,1.46,5.89,6.22,4.7,0,51.05,72.49,59.01,43.35,6.05,52.79,50.43,71.35,9.37,4.34,0.76,8.59,5.6,0.03,4.15,11.52,14.72,69.58,0.55,4.38,13.06,26.8,55.22,9.4,30.22,37.75,21.87,0.8,3.7,32.58,62.92,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1891,"Hong Kong","HKG","overall","18-34","2020-05-03",97,2021131.58,2.06,2.06,2.06,7.22,1.03,23.71,10.31,17.53,5.15,5.15,2.06,1.03,8.33,19.79,4.12,3.09,0,36.46,60.82,56.25,53.12,7.29,51.04,52.58,73.2,8.25,2.06,1.03,6.19,9.28,1.04,5.21,15.62,20.83,57.29,4.17,8.33,13.54,31.25,42.71,18.56,30.93,36.08,13.4,2.06,8.25,26.8,62.89,2548962.51,2548962.51,2548962.51,19441518.84,2475382.33,53700969.02,17140386.99,33949711.52,16479746.02,7257791.72,5007417.07,2475382.33,18000888.68,41098720.68,4763219.97,4926311.61,0,95177776.19,132507242.54,122603059.25,90692490.45,8401399.32,121813733.49,105484848.3,145182296.84,16269613.9,2828912.39,6391742.41,14442126.52,16998465.53,73580.18,10547331.18,18461128.72,42180042,128905718.02,4732265.85,9934442.32,24205695.69,52198657.79,109096738.44,34264193.4,52980226.94,71786196.46,41137183.3,671501.96,22915554.9,57947666.69,120578434.04,1.26,1.26,1.26,9.62,1.22,26.57,8.48,16.8,8.15,3.59,2.48,1.22,8.91,20.33,2.36,2.44,0,47.09,65.56,60.66,44.87,4.16,60.27,52.19,71.83,8.05,1.4,3.16,7.15,8.41,0.04,5.22,9.13,20.87,63.78,2.34,4.92,11.98,25.83,53.98,16.95,26.21,35.52,20.35,0.33,11.34,28.67,59.66,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1892,"Hong Kong","HKG","overall","35-54","2020-05-03",77,2138370.81,0,0,0,5.19,0,9.09,7.79,12.99,1.3,2.6,0,0,5.19,5.19,2.6,9.33,0,36.36,70.13,62.34,41.56,5.19,54.55,32.47,79.22,12.99,2.6,2.6,1.3,1.3,1.3,3.9,11.69,15.58,67.53,0,2.6,9.09,28.57,59.74,22.08,25.97,38.96,12.99,2.6,1.3,35.06,61.04,0,0,0,10300812.71,0,11937162.64,16794863.4,23586154.59,306734.55,1554432.39,0,0,5986974.08,3338335,1936456.65,10491526.23,0,84841394.83,164321893.73,165961972.64,103450552.89,11609001.33,132226371.42,83814476.18,173496888.71,24788643.44,7429148.5,1727629.69,4991072.77,1403697.9,488848.9,2928187.74,20495313.29,38270735.8,151653995.28,0,1767838.36,22115276.42,51826448.54,138127517.7,42487597.1,55263644.75,92334100.05,23751739.13,1145912.64,1093662.02,71891643.9,139705862.46,0,0,0,4.82,0,5.58,7.85,11.03,0.14,0.73,0,0,2.8,1.56,0.91,4.91,0,39.68,76.84,77.61,48.38,5.43,61.84,39.2,81.14,11.59,3.47,0.81,2.33,0.66,0.23,1.37,9.58,17.9,70.92,0,0.83,10.34,24.24,64.59,19.87,25.84,43.18,11.11,0.54,0.51,33.62,65.33,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1893,"Hong Kong","HKG","overall","overall","2020-05-03",211,5222909.37,0.95,0.95,0.95,5.69,0.47,15.17,8.53,13.74,2.84,3.32,0.95,0.47,6.19,12.38,5.24,4.9,0,38.12,66.5,56.72,47.26,5.97,51.98,43.56,70.62,9.95,2.84,1.42,3.79,6.16,1.02,4.57,15.74,17.26,61.42,2.03,5.58,13.71,28.43,50.25,18.01,27.01,35.07,12.8,1.9,4.27,30.33,57.35,2548962.51,2548962.51,2548962.51,31691122.34,2475382.33,79743968.06,39535849.08,63542803.98,16786480.57,8812224.11,5007417.07,2475382.33,25360040.63,53688763.43,26070147.82,15417837.84,0,225241116.12,361270788.94,322561313.28,234336639.19,26191925.37,299054741.47,232377383.67,368384645.12,46188394.97,16522753.42,8119372.1,32397545.53,28408979.02,562429.08,15254035.99,63223176.71,85410773.81,331532904.49,4732265.85,14481869.25,67470521.85,123295289.06,286003374.07,85103267.63,131712385.16,195206194.82,82232426.35,1817414.6,24009216.92,164450009.65,307652036.41,0.49,0.49,0.49,6.07,0.47,15.27,7.57,12.17,3.21,1.69,0.96,0.47,4.86,10.28,4.99,2.95,0,43.13,69.17,61.76,44.87,5.01,57.26,44.49,70.53,8.84,3.16,1.55,6.2,5.44,0.11,2.92,12.1,16.35,63.48,0.91,2.77,12.92,23.61,54.76,16.29,25.22,37.37,15.74,0.35,4.6,31.49,58.9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2899,"Hong Kong","HKG","female","overall","2020-05-04",93,3048241.41,0,0,0,3.3,1.09,14.29,10.87,13.04,4.35,1.1,2.2,0,4.4,8.79,4.3,5.43,0,38.46,65.59,51.09,45.05,7.69,55.91,41.94,84.95,9.68,0,1.08,0,4.3,2.15,1.08,10.75,30.11,55.91,1.08,2.15,20.43,24.73,51.61,20.43,27.96,32.26,19.35,4.3,9.68,29.03,56.99,0,0,0,3258197.84,3252343.66,30896896.05,35946488,47434955.5,7412348.03,1366639.77,2797006.87,0,20827597.79,13697585.74,22035673.86,27037608.85,0,104464245.1,198201129.14,149502805.75,133690430.98,29094129.12,167433472.93,123657287.58,256892874.23,40031714.42,0,2163324.64,0,5736227.66,19085899.07,1452590.15,39137575.56,64883954.34,180264121.83,1662637.89,3615914.79,96277944.02,44633947.27,158633696.98,60861369.51,82301040.8,86408460.14,75253270.51,10106600.37,35098365.3,116756834.94,142862340.35,0,0,0,1.07,1.07,10.14,11.79,15.56,2.43,0.45,0.92,0,6.83,4.49,7.23,8.87,0,34.27,65.02,49.05,43.86,9.54,54.93,40.57,84.28,13.13,0,0.71,0,1.88,6.26,0.48,12.84,21.29,59.14,0.55,1.19,31.58,14.64,52.04,19.97,27,28.35,24.69,3.32,11.51,38.3,46.87,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2900,"Hong Kong","HKG","male","18-34","2020-05-04",63,869215.81,0,0,0,8.06,0,7.94,17.46,4.84,6.45,1.59,1.61,0,1.61,9.68,4.76,4.76,0,52.38,53.97,47.62,38.1,7.94,50.79,31.75,76.19,9.52,1.59,3.17,1.59,7.94,1.61,3.23,12.9,30.65,51.61,3.23,3.23,19.35,29.03,45.16,17.46,31.75,36.51,12.7,3.17,11.11,26.98,58.73,0,0,0,6349721.19,0,4791569.98,17235992.33,2765345.1,7395317.27,1553432.65,701516.46,0,775774.8,6613799.34,4176640.29,8325018.85,0,44878505.2,50487320.01,43754733.02,28963502.12,7016104.36,48258719.67,24227300.6,69771998.93,4102436.75,1438236.95,3308035.01,1553432.65,6747440.23,1553432.65,3807966.67,13878060.6,28431217.53,38697803.04,2251407.44,2997443.79,15896020.39,25853826.83,39369782.05,12691557.33,26382020.18,37309819.85,9985083.14,2086894.75,16348543.61,19948709.78,48537432.41,0,0,0,7.31,0,5.51,19.83,3.18,8.51,1.79,0.81,0,0.89,7.61,4.81,9.58,0,51.63,58.08,50.34,33.32,8.07,55.52,27.87,80.27,4.72,1.65,3.81,1.79,7.76,1.79,4.38,15.97,32.71,44.52,2.59,3.45,18.29,29.74,45.29,14.6,30.35,42.92,11.49,2.4,18.81,22.95,55.84,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2901,"Hong Kong","HKG","male","35-54","2020-05-04",54,1131821.92,0,0,0,9.26,1.85,22.22,5.56,11.11,3.7,1.85,1.85,1.85,3.7,5.56,1.85,9.26,0,55.56,64.81,57.41,53.7,12.96,42.59,46.3,75.93,16.67,0,3.7,3.7,0,0,0,7.41,33.33,59.26,1.85,3.7,12.96,27.78,53.7,9.26,35.19,29.63,25.93,3.7,9.26,18.52,68.52,0,0,0,7618902.44,524866.03,18875760.75,4713925.7,8861405.71,8113339.96,524866.03,907000.62,524866.03,1977456.18,2929881.41,2481251.19,14649938.49,0,71724765.05,75270678.26,76597912.77,71293032.17,31435999.9,67488892.22,58957142.96,73236786.09,31049281.16,0,3983575.51,4912549.32,0,0,0,3153156.47,45120340.12,64908695.48,779989.37,4136050.16,10242832.83,36827397.72,61195922,6500120.25,47318035.29,26822013.75,32542022.79,1304855.39,8398982.21,19527766.63,83950587.84,0,0,0,6.73,0.46,16.68,4.16,7.83,7.17,0.46,0.8,0.46,1.75,2.59,2.19,12.94,0,63.37,66.5,67.68,62.99,27.77,59.63,52.09,64.71,27.43,0,3.52,4.34,0,0,0,2.79,39.87,57.35,0.69,3.65,9.05,32.54,54.07,5.74,41.81,23.7,28.75,1.15,7.42,17.25,74.17,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
