"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",5986,"Guinea","GIN","overall","overall","2020-05-07",51,2310352.87,0,0,0,13.04,0,29.17,10.64,11.11,2.22,6.52,4.26,0,4.44,19.15,11.76,12,50,58.7,26.19,14.29,45.24,7.14,26.67,22.45,66.67,15.69,3.92,0,0,7.84,2.22,2.22,2.22,22.22,71.11,2.22,4.44,4.44,13.33,75.56,43.14,11.76,9.8,23.53,39.22,15.69,13.73,19.61,0,0,0,40077544.06,0,55240275.73,50202284.62,11409003.92,2145407.3,8843812.97,3893343.65,0,3761197.6,30027964.19,16653765.61,29184239.93,17362781.18,91870114.37,57351436.38,22186064.19,79079899.48,15615484.84,39298874.5,56209232.32,136493188.01,45150292.32,4058513.16,0,0,35038563.91,5676011.06,2930771.9,5844417.22,48774410.2,138800768.05,5676011.06,4827882.43,21544032.47,18218456.61,151759995.86,100214782.05,19839387.74,40063286.47,41908922.18,103186126.24,20529516.59,41110697.92,37200037.68,0,0,0,17.35,0,23.91,21.73,4.94,0.93,3.83,1.69,0,1.63,13,7.21,12.63,7.52,39.76,24.82,9.6,34.23,6.76,17.01,24.33,59.08,19.54,1.76,0,0,15.17,2.46,1.27,2.53,21.11,60.08,2.46,2.09,9.32,7.89,65.69,43.38,8.59,17.34,18.14,44.66,8.89,17.79,16.1,2.27,1864087.06,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",8044,"Guinea","GIN","overall","overall","2020-05-09",51,1732234.24,0,0,2.13,8.7,0,25.53,13.33,6.52,4.35,8.51,8.7,4.26,2.22,21.28,13.73,12.5,50,59.57,36.17,14.89,29.79,12.77,17.02,18.75,58.82,25.49,1.96,0,0,7.84,2.27,4.55,0,9.09,84.09,0,0,6.82,4.55,88.64,35.29,9.8,3.92,37.25,19.61,19.61,15.69,33.33,0,0,8609715.12,15619823.17,0,38315977.1,14020216.09,7010108.05,4673405.36,9346810.73,9346810.73,4673405.36,2336702.68,42186064.14,16356918.77,20293228.53,2336702.68,78826016.14,50492391.48,17178185.86,50994447.43,14020216.09,25787900.98,29035389.1,110861951.22,38382199.83,2336702.68,0,0,13811195.09,2336702.68,4673405.36,0,9346810.73,138867052.24,0,0,11012640.53,4673405.36,139537925.12,66614270.6,17956525.85,8675937.84,61977236.72,31833943.67,30209515.78,28969166.38,66548047.87,0,0,4.97,9.02,0,22.12,8.09,4.05,2.7,5.4,5.4,2.7,1.35,24.35,9.44,11.72,1.35,45.51,29.15,9.92,29.44,8.09,14.89,16.76,64,22.16,1.35,0,0,7.97,1.35,2.7,0,5.4,80.17,0,0,6.36,2.7,80.55,38.46,10.37,5.01,35.78,18.38,17.44,16.72,38.42,2.17,2336702.68,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",9071,"Guinea","GIN","overall","overall","2020-05-10",55,2567900.2,1.96,1.96,1.96,3.92,1.96,21.15,7.84,6,0,7.69,7.69,4,4,19.23,10.91,7.55,100,39.62,25,9.62,30.77,19.61,17.31,28.85,69.09,12.73,0,3.64,0,9.09,2.08,0,4.17,12.5,81.25,0,0,4.26,23.4,72.34,47.27,9.09,3.64,25.45,36.36,10.91,3.64,34.55,5193195.64,5193195.64,5193195.64,20409438.77,5193195.64,83876305.8,13444190.3,10075144.21,0,13114389.16,23835064.98,28352706.54,25059889.34,23078935.4,20543508.31,13424567.89,8307945.64,80926261.49,50254385.57,13090668.88,44387375.89,26983983.66,48254466.46,42129084.17,165440777.55,36950939.06,0,8403799.63,0,35493704.57,1925640.68,0,18426847.11,27070104.32,187196136.91,0,0,18426847.11,80534972.45,134156923.92,109741112.13,25917590.14,34854040.31,62606000.89,59254369.07,64266080.71,5446527.5,104151766.2,2.02,2.02,2.02,7.95,2.02,32.66,5.24,3.92,0,5.11,9.28,11.04,9.76,8.99,8,5.23,3.24,31.51,19.57,5.1,17.29,10.51,18.79,16.41,64.43,14.39,0,3.27,0,13.82,0.75,0,7.18,10.54,72.9,0,0,7.18,31.36,52.24,42.74,10.09,13.57,24.38,23.08,25.03,2.12,40.56,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",10110,"Guinea","GIN","overall","overall","2020-05-11",59,2372544.81,1.79,1.79,3.57,5.66,3.7,18.18,5.45,10.91,0,1.82,1.85,1.82,3.64,11.11,3.39,8.93,50,63.46,30.91,15.09,39.62,13.21,22.22,23.21,52.54,15.25,10.17,1.69,0,8.47,0,0,4.08,10.2,85.71,0,0,2.08,14.58,83.33,54.24,5.08,5.08,22.03,37.29,10.17,10.17,27.12,22785884.71,22785884.71,25403118.34,35363439.85,3201211.69,49326880.6,8753350.64,13957642.48,0,8873800.98,1780077.5,1421134.19,12577555.14,37877685.84,3201211.69,22346678.73,7384359.5,131989897.44,87273273.18,19543544.18,65157149.37,30156457.06,73742649.06,43775492.2,122216212.61,44200682.81,14866933.29,22785884.71,0,10576326.42,0,0,15732281.9,11813455.33,171589443.71,0,0,8347922.41,28426631.66,159743393.26,138831751.3,27383294.23,4981289.19,43315167.43,80239588.76,38953075.77,28641048.46,57803988.19,9.6,9.6,10.71,14.91,1.35,20.79,3.69,5.88,0,3.74,0.75,0.6,5.3,15.97,1.35,9.42,3.11,55.63,36.78,8.24,27.46,12.71,31.08,18.45,51.51,18.63,6.27,9.6,0,4.46,0,0,6.63,4.98,72.32,0,0,3.52,11.98,67.33,58.52,11.54,2.1,18.26,33.82,16.42,12.07,24.36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",14134,"Guinea","GIN","overall","overall","2020-05-15",54,1907449.15,2.08,2.08,2.08,2.08,2.08,20,10.42,6,4.17,2.08,6.25,6.25,0,12.5,11.11,5.66,0,56.86,42,22,36,14.29,26,24.07,53.7,20.37,1.85,1.85,0,14.81,0,2.13,6.38,8.51,82.98,0,2.17,6.52,13.04,78.26,50,12.96,1.85,22.22,25.93,18.52,12.96,29.63,1487141.22,1487141.22,1487141.22,1487141.22,1487141.22,39417107.85,12251371.67,14095118.96,6491096.86,1487141.22,6293907.34,4461423.67,0,13498213.16,17890252.28,12996883.5,0,77871558.21,89525180.93,21918669.7,52064878.28,13737064.93,57488609.21,24967268.67,112352344.81,25067468.45,1294636.61,1314763.29,0,27076101.8,0,1954720.84,7805860.15,8247183.1,149236493.34,0,1954720.84,7978238.08,29455268.97,115704709.16,95481426.85,17511672.41,4181468.29,40159288.48,47265304.09,32632895.32,25716519.88,51719136.74,0.78,0.78,0.78,0.78,0.78,20.66,6.42,7.39,3.4,0.78,3.3,2.34,0,7.08,9.38,6.81,0,40.82,46.93,11.49,27.3,7.2,30.14,13.09,58.9,13.14,0.68,0.69,0,14.19,0,1.02,4.09,4.32,78.24,0,1.02,4.18,15.44,60.66,50.06,9.18,2.19,21.05,24.78,17.11,13.48,27.11,8.33,11912487.75,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",17250,"Guinea","GIN","male","overall","2020-05-18",50,1862341.9,6.38,6.38,6.38,6.38,4.26,27.66,14.89,17.02,6.38,6.25,4.26,6.38,4.26,22.45,10,6.12,50,54,33.33,19.15,40.82,26.53,26.53,38,70,16,4,2,0,2,4,0,6,22,68,2,4,6,14,74,38,22,18,18,28,28,14,30,15418696.51,15418696.51,15418696.51,10355663.77,11384679.32,45940484.1,24532779.2,25079224.35,13341968.16,11602157.16,7220589.67,8381503.68,11384679.32,38127771,15748645.5,18231907.99,4287320.95,93205198.45,61987761.76,31139124.53,81604590.29,46817037.11,41451907.79,64164684.39,126683031.18,28673462.17,9131684.01,2034325.64,0,7097358.37,11384679.32,0,11231290.86,46066199.99,117552019.7,4287320.95,3901505.25,14876162.26,33511000.28,129658201.13,58362472.77,61820914.15,26718809.21,33203024.61,41288862.13,66237082.72,30364010.37,48344234.66,8.28,8.28,8.28,5.56,6.11,24.67,13.17,13.47,7.16,6.23,3.88,4.5,6.11,20.47,8.46,9.79,2.3,50.05,33.28,16.72,43.82,25.14,22.26,34.45,68.02,15.4,4.9,1.09,0,3.81,6.11,0,6.03,24.74,63.12,2.3,2.09,7.99,17.99,69.62,31.34,33.2,14.35,17.83,22.17,35.57,16.3,25.96,4.26,11384679.32,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",17251,"Guinea","GIN","overall","overall","2020-05-18",68,2962884.66,4.76,4.76,4.76,7.94,3.17,25.4,12.7,14.06,4.76,4.69,4.76,4.76,3.17,20,7.46,7.58,66.67,51.56,32.26,14.75,33.33,22.22,25.4,33.33,57.35,16.18,2.94,1.47,0,7.35,3.33,0,5,21.67,70,1.67,3.33,6.67,13.33,75,36.76,16.18,13.24,19.12,25,22.06,13.24,27.94,15418696.51,15418696.51,15418696.51,28758483.69,11384679.32,71279788.68,30984115.87,43213926.44,13341968.16,11602157.16,25355291.76,8381503.68,11384679.32,57015738.9,15748645.5,38069594.25,20500941.36,128642450.1,87370402.41,31139124.53,83793789.8,53268373.78,50620928.03,69634702.93,150297184.78,55448700.44,9131684.01,2034325.64,0,31162637.71,11384679.32,0,11231290.86,64954167.9,166667386.33,4287320.95,3901505.25,15629428.08,51645702.37,178773567.77,100701229.61,61820914.15,26718809.21,58867602.32,77697041.71,84371784.81,33177133.27,58991564.63,5.2,5.2,5.2,9.71,3.84,24.06,10.46,14.59,4.5,3.92,8.56,2.83,3.84,19.24,5.32,12.85,6.92,43.42,29.49,10.51,28.28,17.98,17.09,23.5,50.73,18.71,3.08,0.69,0,10.52,3.84,0,3.79,21.92,56.25,1.45,1.32,5.28,17.43,60.34,33.99,20.87,9.02,19.87,26.22,28.48,11.2,19.91,3.17,11384679.32,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",18291,"Guinea","GIN","overall","overall","2020-05-19",50,2148185.73,4.17,4.17,8.33,6.25,4.17,35.42,10.42,14.58,8.33,10.42,10.42,2.08,4.17,10.2,6,6.12,50,38.3,38.3,26.09,40.43,17.02,29.79,27.66,48,24,4,6,0,6,0,4.65,2.33,16.28,76.74,2.33,0,2.33,18.6,76.74,50,6,12,18,22,26,16,22,9777413.58,9777413.58,14943672.21,12870592.14,8873434.54,67178243.82,27217472.23,35436810.13,32284816.66,27217472.23,17016752.29,3093178.56,9777413.58,27217472.23,9279535.67,12870592.14,3093178.56,63130997.88,81737163.4,68809345.5,90455323.72,39707895.04,65773392.71,61177994.4,102112758.37,49998723.86,6186357.11,9279535.67,0,8246214.2,0,9777413.58,3093178.56,20632151.41,135895700.73,6684235.03,0,3093178.56,40570185.64,119050845.05,98399033.52,16419960.17,15485552.9,39093897.69,36595922.1,66374167.07,22692008.49,43736346.61,4.55,4.55,6.96,5.99,4.13,31.27,12.67,16.5,15.03,12.67,7.92,1.44,4.55,12.67,4.32,5.99,1.44,29.39,38.05,32.03,42.11,18.48,30.62,28.48,47.53,23.27,2.88,4.32,0,3.84,0,4.55,1.44,9.6,63.26,3.11,0,1.44,18.89,55.42,45.81,7.64,7.21,18.2,17.04,30.9,10.56,20.36,8.51,19513138.73,9.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",19335,"Guinea","GIN","overall","overall","2020-05-20",58,3090278.18,5.56,0,9.26,5.56,0,27.78,9.43,9.43,9.43,7.41,7.55,7.41,3.7,38.18,6.9,7.02,50,55.1,34.04,8.89,37.5,20.83,28,30.19,55.17,18.97,0,0,0,6.9,2.38,2.38,0,21.43,73.81,2.38,0,7.14,19.05,71.43,34.48,10.34,5.17,22.41,20.69,17.24,13.79,20.69,7915794.22,0,14004552.72,35032414.57,0,84326897.35,46065155.12,14984523.34,27186396.41,27349771.77,26485235.99,15083213.01,4775838.5,121462998.52,12430012.66,21549011.59,13087474.43,140242563.02,82437436.62,18468168.65,79040938.09,56981058.69,85172752,74616648.26,210898919.72,38008007.32,0,0,0,25067666.72,3682729.42,13087474.43,0,37370367.57,169133492.97,3682729.42,0,34512981.01,27153629.95,172192797.55,103396718.62,24743177.93,32628988.25,76773253.13,71014966.76,55855337.21,35852756.47,81821163.6,2.56,0,4.53,11.34,0,27.29,14.91,4.85,8.8,8.85,8.57,4.88,1.55,39.3,4.02,6.97,4.24,45.38,26.68,5.98,25.58,18.44,27.56,24.15,68.25,12.3,0,0,0,8.11,1.19,4.24,0,12.09,54.73,1.19,0,11.17,8.79,55.72,33.46,8.01,10.56,24.84,22.98,18.07,11.6,26.48,1.89,4066689.46,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",20374,"Guinea","GIN","overall","overall","2020-05-21",63,3142085.56,3.39,1.69,8.47,6.78,1.72,22.41,6.9,10.34,5.08,5.17,1.72,8.62,0,21.67,4.76,9.68,25,48.21,39.29,8.93,41.07,12.73,25,27.59,63.49,11.11,3.17,1.59,0,7.94,1.92,1.92,3.85,13.46,78.85,1.92,0,3.85,17.31,76.92,49.21,14.29,7.94,11.11,26.98,14.29,22.22,19.05,23976642.77,2412981.98,29606570.38,10317292.06,2541711.41,77458154.81,51215844.05,52290480.95,48307027.1,12006605.87,2541711.41,51940307.09,0,75545157.39,29112779.86,44602441.83,21563660.79,149490348.42,139369519.5,23519024.3,100445970.54,21725887.04,65875423.75,97170946.8,223970669.37,44994030.76,7315304.87,2499505.33,0,17116738.23,4815799.54,3519304.5,5041216.74,19791379.13,255403079.35,4815799.54,0,5041216.74,62201599.85,216512163.13,167959340.14,81233501.49,14387546.19,24990391.44,84596921.99,33311191.4,100101650.8,70561015.08,7.63,0.77,9.42,3.28,0.81,24.65,16.3,16.64,15.37,3.82,0.81,16.53,0,24.04,9.27,14.2,6.86,47.58,44.36,7.49,31.97,6.91,20.97,30.93,71.28,14.32,2.33,0.8,0,5.45,1.53,1.12,1.6,6.3,81.28,1.53,0,1.6,19.8,68.91,53.45,25.85,4.58,7.95,26.92,10.6,31.86,22.46,1.69,803963.64,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
