"","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
"1",2020-03-22,0,0,0,0
"2",2020-03-23,0,0,0,0
"3",2020-03-24,0,0,0,0
"4",2020-03-25,0,0,0,0
"5",2020-03-26,0,0,0,0
"6",2020-03-27,0,0,0,0
"7",2020-03-28,0,0,0,0
"8",2020-03-29,0,0,0,0
"9",2020-03-30,0,0,0,0
"10",2020-03-31,0,0,0,0
"11",2020-04-01,0,0,0,0
"12",2020-04-02,0,0,0,0
"13",2020-04-03,0,0,0,0
"14",2020-04-04,0,0,0,0
"15",2020-04-05,0,0,0,0
"16",2020-04-06,0,0,0,0
"17",2020-04-07,0,0,0,0
"18",2020-04-08,0.00545454545454545,0,0,0
"19",2020-04-09,0.00545454545454545,0,0,0
"20",2020-04-10,0.00545454545454545,0,0,0
"21",2020-04-11,0.00545454545454545,0,0,0
"22",2020-04-12,0.00545454545454545,0,0,0
"23",2020-04-13,0.00545454545454545,0,0,0
"24",2020-04-14,0.00545454545454545,0,0,0
"25",2020-04-15,0.00545454545454545,0,0,0
"26",2020-04-16,0.00545454545454545,0,0,0
"27",2020-04-17,0.00545454545454545,0,0,0
"28",2020-04-18,0.00545454545454545,0,0,0
"29",2020-04-19,0.00545454545454545,0,0,0
"30",2020-04-20,0.00545454545454545,0,0,0
"31",2020-04-21,0.00545454545454545,0,0,0
"32",2020-04-22,0.00545454545454545,0,0,0
"33",2020-04-23,0.00545454545454545,0,0,0
"34",2020-04-24,0.00545454545454545,0,0,0
"35",2020-04-25,0.00545454545454545,0,0,0
"36",2020-04-26,0.00545454545454545,0,0,0
"37",2020-04-27,0.00535714285714286,0,0,0
"38",2020-04-28,0.00535714285714286,0,0,0
"39",2020-04-29,0.00535714285714286,0,0,0
"40",2020-04-30,0.00535714285714286,0,0,0
"41",2020-05-01,0.00535714285714286,0,0,0
"42",2020-05-02,0.00535714285714286,0,0,0
"43",2020-05-03,0.00535714285714286,0,0,0
"44",2020-05-04,0.00535714285714286,0,0,0
"45",2020-05-05,0.00491803278688525,0,0,0
"46",2020-05-06,0.00491803278688525,0,0,0
"47",2020-05-07,0.00491803278688525,0,0,0
"48",2020-05-08,0.00491803278688525,0,0,0
"49",2020-05-09,0.00491803278688525,0,0,0
"50",2020-05-10,0.00491803278688525,0,0,0
"51",2020-05-11,0.00491803278688525,0,0,0
"52",2020-05-12,0.00491803278688525,0,0,0
"53",2020-05-13,0.00491803278688525,0,0,0
"54",2020-05-14,0.00491803278688525,0,0,0
"55",2020-05-15,0.00491803278688525,0,0,0
"56",2020-05-16,0.00491803278688525,0,0,0
"57",2020-05-17,0.00491803278688525,0,0,0
"58",2020-05-18,0.00491803278688525,0,0,0
"59",2020-05-19,0.00491803278688525,0,0,0
"60",2020-05-20,0.00491803278688525,0,0,0
"61",2020-05-21,0.00491803278688525,0,0,0
"62",2020-05-22,0.00491803278688525,0,0,0
"63",2020-05-23,0.00491803278688525,0,0,0
"64",2020-05-24,0.00491803278688525,0,0,0
"65",2020-05-25,0.00606060606060606,0,0,0
"66",2020-05-26,0.00606060606060606,0,0,0
"67",2020-05-27,0.00606060606060606,0,0,0
"68",2020-05-28,0.00606060606060606,0,0,0
"69",2020-05-29,0.00606060606060606,0,0,0
"70",2020-05-30,0.00606060606060606,0,0,0
"71",2020-05-31,0.00606060606060606,0,0,0
"72",2020-06-01,0.00606060606060606,0,0,0
"73",2020-06-02,0.00606060606060606,0,0,0
"74",2020-06-03,0.00606060606060606,0,0,0
"75",2020-06-04,0.00606060606060606,0,0,0
"76",2020-06-05,0.00491803278688525,0,0,0
"77",2020-06-06,0.00491803278688525,0,0,0
"78",2020-06-07,0.00491803278688525,0,0,0
"79",2020-06-08,0.00491803278688525,0,0,0
"80",2020-06-09,0.00491803278688525,0,0,0
"81",2020-06-10,0.00491803278688525,0,0,0
"82",2020-06-11,0.00491803278688525,0,0,0
"83",2020-06-12,0.00491803278688525,0,0,0
"84",2020-06-13,0.00491803278688525,0,0,0
"85",2020-06-14,0.00491803278688525,0,0,0
"86",2020-06-15,0.00491803278688525,0,0,0
"87",2020-06-16,0.00491803278688525,0,0,0
"88",2020-06-17,0.00491803278688525,0,0,0
"89",2020-06-18,0.00491803278688525,0,0,0
"90",2020-06-19,0.00491803278688525,0,0,0
"91",2020-06-20,0.00491803278688525,0,0,0
"92",2020-06-21,0.00491803278688525,0,0,0
"93",2020-06-22,0.00491803278688525,0,0,0
"94",2020-06-23,0.00491803278688525,0,0,0
"95",2020-06-24,0.00491803278688525,0,0,0
"96",2020-06-25,0.00491803278688525,0,0,0
"97",2020-06-26,0.00491803278688525,0,0,0
"98",2020-06-27,0.00491803278688525,0,0,0
"99",2020-06-28,0.00491803278688525,0,0,0
"100",2020-06-29,0.00491803278688525,0,0,0
"101",2020-06-30,0.00491803278688525,0,0,0
"102",2020-07-01,0.00769230769230769,0,0,0
"103",2020-07-02,0.00769230769230769,0,0,0
"104",2020-07-03,0.00769230769230769,0,0,0
"105",2020-07-04,0.0103448275862069,0,0,0
"106",2020-07-05,0.0103448275862069,0,0,0
"107",2020-07-06,0.0115384615384615,0,0,0
"108",2020-07-07,0.0115384615384615,0,0,0
"109",2020-07-08,0.0115384615384615,0,0,0
"110",2020-07-09,0.0142857142857143,0,0,0
"111",2020-07-10,0.0142857142857143,0,0,0
"112",2020-07-11,0.0142857142857143,0,0,0
"113",2020-07-12,0.0142857142857143,0,0,0
"114",2020-07-13,0.0142857142857143,0,0,0
"115",2020-07-14,0.0142857142857143,0,0,0
"116",2020-07-15,0.01875,0,0,0
"117",2020-07-16,0.01875,0,0,0
"118",2020-07-17,0.01875,0,0,0
"119",2020-07-18,0,0,0,0
"120",2020-07-19,0,0,0,0
"121",2020-07-20,0,0,0,0
"122",2020-07-21,0,0,0,0
"123",2020-07-22,0,0,0,0
"124",2020-07-23,0,0,0,0
"125",2020-07-24,0,0,0,0
"126",2020-07-25,0,0,0,0
"127",2020-07-26,0,0,0,0
"128",2020-07-27,0,0,0,0
"129",2020-07-28,0,0,0,0
"130",2020-07-29,0,0,0,0
"131",2020-07-30,0,0,0,0
"132",2020-07-31,0,0,0,0
"133",2020-08-01,0,0,0,0
"134",2020-08-02,0,0,0,0
"135",2020-08-03,0,0,0,0
"136",2020-08-04,0,0,0,0
"137",2020-08-05,0,0,0,0
"138",2020-08-06,0,0,0,0
"139",2020-08-07,0,0,0,0
"140",2020-08-08,0,0,0,0
"141",2020-08-09,0,0,0,0
"142",2020-08-10,0.0188797464230601,0.00516250307199041,0.0232312638239568,0.00903438037598322
"143",2020-08-11,0.0188797464230601,0.00516250307199041,0.0232312638239568,0.00903438037598322
"144",2020-08-12,0.0188797464230601,0.00516250307199041,0.0232312638239568,0.00903438037598322
"145",2020-08-13,0.0188797464230601,0.00516250307199041,0.0232312638239568,0.00903438037598322
"146",2020-08-14,0.0192156849715131,0.00525436255725715,0.0236446315076571,0.0091951344752
"147",2020-08-15,0.0192156849715131,0.00525436255725715,0.0236446315076571,0.0091951344752
"148",2020-08-16,0.0192156849715131,0.00525436255725715,0.0236446315076571,0.0091951344752
"149",2020-08-17,0.0184502698278891,0.00525436255725715,0.0236446315076571,0.0091951344752
"150",2020-08-18,0.0209539199714833,0.00455408761284985,0.0204933942578243,0.00796965332248723
"151",2020-08-19,0.0226983797159446,0.00455408761284985,0.0204933942578243,0.00796965332248723
"152",2020-08-20,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"153",2020-08-21,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"154",2020-08-22,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"155",2020-08-23,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"156",2020-08-24,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"157",2020-08-25,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"158",2020-08-26,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"159",2020-08-27,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"160",2020-08-28,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"161",2020-08-29,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"162",2020-08-30,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"163",2020-08-31,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"164",2020-09-01,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"165",2020-09-02,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"166",2020-09-03,0.0240761554917097,0.00455408761284985,0.0204933942578243,0.00796965332248723
"167",2020-09-04,0.0259165825601493,0.00455408761284985,0.0204933942578243,0.00796965332248723
"168",2020-09-05,0.0280014846465768,0.00455408761284985,0.0204933942578243,0.00796965332248723
"169",2020-09-06,0.0336301854487373,0.00455408761284985,0.0204933942578243,0.00796965332248723
"170",2020-09-07,0.0371917155049404,0.00455408761284985,0.0204933942578243,0.00796965332248723
"171",2020-09-08,0.0371917155049404,0.00455408761284985,0.0204933942578243,0.00796965332248723
"172",2020-09-09,0.0371917155049404,0.00455408761284985,0.0204933942578243,0.00796965332248723
"173",2020-09-10,0.0371917155049404,0.00455408761284985,0.0204933942578243,0.00796965332248723
"174",2020-09-11,0.0387712864337217,0.00455408761284985,0.0204933942578243,0.00796965332248723
"175",2020-09-12,0.0377935010511514,0.00443923663140508,0.0199765648413229,0.00776866410495889
"176",2020-09-13,0.0377935010511514,0.00443923663140508,0.0199765648413229,0.00776866410495889
"177",2020-09-14,0.0371544805019773,0.00443923663140508,0.0199765648413229,0.00776866410495889
"178",2020-09-15,0.0371544805019773,0.00443923663140508,0.0199765648413229,0.00776866410495889
"179",2020-09-16,0.0371544805019773,0.00443923663140508,0.0199765648413229,0.00776866410495889
"180",2020-09-17,0.0371544805019773,0.00443923663140508,0.0199765648413229,0.00776866410495889
"181",2020-09-18,0.0383421163889907,0.00443923663140508,0.0199765648413229,0.00776866410495889
"182",2020-09-19,0.0383421163889907,0.00443923663140508,0.0199765648413229,0.00776866410495889
"183",2020-09-20,0.0383421163889907,0.00443923663140508,0.0199765648413229,0.00776866410495889
"184",2020-09-21,0.0383421163889907,0.00443923663140508,0.0199765648413229,0.00776866410495889
"185",2020-09-22,0.0383421163889907,0.00443923663140508,0.0199765648413229,0.00776866410495889
"186",2020-09-23,0.0383421163889907,0.00443923663140508,0.0199765648413229,0.00776866410495889
"187",2020-09-24,0.0383421163889907,0.00443923663140508,0.0199765648413229,0.00776866410495889
"188",2020-09-25,0.0383421163889907,0.00443923663140508,0.0199765648413229,0.00776866410495889
"189",2020-09-26,0.0363332599236032,0.00507512202107474,0.0190317075790303,0.00634390252634342
"190",2020-09-27,0.0363332599236032,0.00507512202107474,0.0190317075790303,0.00634390252634342
"191",2020-09-28,0.0363332599236032,0.00507512202107474,0.0190317075790303,0.00634390252634342
"192",2020-09-29,0.0363332599236032,0.00507512202107474,0.0190317075790303,0.00634390252634342
"193",2020-09-30,0.0363332599236032,0.00507512202107474,0.0190317075790303,0.00634390252634342
"194",2020-10-01,0.0363332599236032,0.00507512202107474,0.0190317075790303,0.00634390252634342
"195",2020-10-02,0.0570951227370908,0.00507512202107474,0.0190317075790303,0.00634390252634342
"196",2020-10-03,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
"197",2020-10-04,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
"198",2020-10-05,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
"199",2020-10-06,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
"200",2020-10-07,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
"201",2020-10-08,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
"202",2020-10-09,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
"203",2020-10-10,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
"204",2020-10-11,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
