"","date","p_CCFR_infected_ES","p_CCFR_infected_BR","p_CCFR_infected_US"
"62",2020-03-01,0,0,5.28019635857648e-07
"63",2020-03-02,0,0,1.22366878465475e-06
"64",2020-03-03,0,0,3.82308224156357e-06
"65",2020-03-04,0,0,6.21311233051895e-06
"66",2020-03-05,1.44306928755519e-05,0,8.54035746696605e-06
"67",2020-03-06,4.46340372259371e-05,0,1.19080305866271e-05
"68",2020-03-07,7.3896010230254e-05,0,1.71376285432689e-05
"69",2020-03-08,7.32002693287873e-05,0,2.17964619825984e-05
"70",2020-03-09,7.07680412870494e-05,0,2.72505888831832e-05
"71",2020-03-10,0.000415162978712838,0,3.57938564504332e-05
"72",2020-03-11,0.00051409131592062,0,4.04933729621926e-05
"73",2020-03-12,0.00064689663865587,0,4.24595904383823e-05
"74",2020-03-13,0.00108517349829469,0,5.45591471030393e-05
"75",2020-03-14,0.00141795212920196,0,6.39178387908643e-05
"76",2020-03-15,0.00147006375164387,0,8.06189041404589e-05
"77",2020-03-16,0.00268677129963337,0,9.55087728466717e-05
"78",2020-03-17,0.00264129329829322,0,0.000110958655783353
"79",2020-03-18,0.00409082984186662,2.25153052789564e-06,0.000149226415051495
"80",2020-03-19,0.00479701981612797,9.83797943578166e-06,0.000233624571179036
"81",2020-03-20,0.00588698964762301,1.60340831654491e-05,0.00026852209208523
"82",2020-03-21,0.0073983449426516,3.16438041213919e-05,0.00047392147030647
"83",2020-03-22,0.00907166810128691,4.69053125818862e-05,0.000611039792937044
"84",2020-03-23,0.0107587400222105,6.46312857624857e-05,0.000801397664396116
"85",2020-03-24,0.0133146750757831,7.85676351131906e-05,0.000957744742345761
"86",2020-03-25,0.0160817615123119,9.15934048381544e-05,0.0011304758877593
"87",2020-03-26,0.0198399248571578,9.51292405056093e-05,0.00138220759369161
"88",2020-03-27,0.0226531826650993,0.000120358721588606,0.00161356174796795
"89",2020-03-28,0.0252923426565281,0.00013530327898682,0.00200096820223846
"90",2020-03-29,0.0272307955486844,0.000156336354607443,0.00239596076915697
"91",2020-03-30,0.0286820332787101,0.000168104365251978,0.00249749314181674
"92",2020-03-31,0.0305445309270493,0.000177278376677301,0.00292404724441991
"93",2020-04-01,0.0322409585322266,0.00023838335306961,0.00354409936936271
"94",2020-04-02,0.0339437903989005,0.000293919834986361,0.00422977029312818
"95",2020-04-03,0.0357811205982455,0.000362443822642205,0.00473322435382016
"96",2020-04-04,0.0372960690900788,0.000426852648338226,0.00536377025794943
"97",2020-04-05,0.0380467097967288,0.000499486157181954,0.0061110829026321
"98",2020-04-06,0.0379088629892627,0.000522702137099507,0.00645195265909991
"99",2020-04-07,0.0381862854368126,0.000556659072275815,0.00695287857957288
"100",2020-04-08,0.038979477180867,0.000666121036012442,0.00773876847405382
"101",2020-04-09,0.0399291146824022,0.000815190003624396,0.0085126002005852
"102",2020-04-10,0.0404346834129685,0.00094737156038421,0.00920848305309255
"103",2020-04-11,0.0408031609635893,0.00103063224817246,0.00999695622202917
"104",2020-04-12,0.0408500455076512,0.0010223871193385,0.0104568885919668
"105",2020-04-13,0.0410453343015166,0.00105592716054286,0.010708005329078
"106",2020-04-14,0.0411007766751569,0.00108363607308265,0.0109252412316797
"107",2020-04-15,0.0421710944215963,0.00121482494857883,0.0115680193319071
"108",2020-04-16,0.0427707399376874,0.00140065821124583,0.0133396570955302
"109",2020-04-17,0.0433509279735687,0.00151938620771016,0.0139693218898399
"110",2020-04-18,0.0439365095258993,0.00170775361887452,0.0151742822643176
"111",2020-04-19,0.0432091462364233,0.00185784538335203,0.0156181237523224
