"","x"
"pct_cli",3.13378309449505
"pct_ili",3.55561141692777
"pct_fever",2.1544558078388
"pct_cough",0.138847631336268
"pct_difficulty_breathing",0.367712408887354
"pct_fatigue",0.120633917596708
"pct_stuffy_runny_nose",0.081981543106552
"pct_aches_muscle_pain",0.166943791290638
"pct_sore_throat",0.206674134305852
"pct_chest_pain",0.444501387160022
"pct_nausea",0.448238716755661
"pct_anosmia_ageusia",0.874629744707245
"pct_eye_pain",0.183517522981516
"pct_headache",0.074712972866196
"pct_cmnty_sick",0.186759666112821
"pct_ever_tested",0.15353257297916
"pct_tested_recently",0.0526318042150563
"pct_worked_outside_home",0.0665751389486576
"pct_grocery_outside_home",0.025641901623965
"pct_ate_outside_home",0.0631919215249181
"pct_spent_time_with_non_hh",0.0361611152348226
"pct_attended_public_event",0.363937128119475
"pct_used_public_transit",0.221090949874582
"pct_direct_contact_with_non_hh",0.042432941847757
"pct_wear_mask_all_time",0.0277163282523675
"pct_wear_mask_most_time",0.0968311250271563
"pct_wear_mask_half_time",0.329880236015926
"pct_wear_mask_some_time",0.590778819754426
"pct_wear_mask_none_time",0.408426252880567
"pct_no_public",0.370723930421211
"pct_feel_nervous_all_time",1.8792819906213
"pct_feel_nervous_most_time",0.407134629102712
"pct_feel_nervous_some_time",0.0966426397552863
"pct_feel_nervous_little_time",0.0753593728975615
"pct_feel_nervous_none_time",0.0313874996932381
"pct_feel_depressed_all_time",1.47048834113437
"pct_feel_depressed_most_time",0.346416462639061
"pct_feel_depressed_some_time",0.0955303155463381
"pct_feel_depressed_little_time",0.0734227117368693
"pct_feel_depressed_none_time",0.0324560058405513
"pct_worried_ill_covid19_very",0.0603575900719235
"pct_worried_ill_covid19_somewhat",0.0392941642708518
"pct_worried_ill_covid19_notTooWorried",0.105636348231802
"pct_worried_ill_covid19_notWorried",0.262112321187299
"pct_enough_toEat_very_worried",0.3425888123471
"pct_enough_toEat_somewhat_worried",0.159268624159038
"pct_enough_toEat_notToo_worried",0.0781167715657408
"pct_enough_toEat_not_worried",0.0297982740349082
"pct_chills",0.477858410498178
"pct_finances_very_worried",NA
"pct_finances_somewhat_worried",NA
"pct_finances_notToo_worried",NA
"pct_finances_not_worried",NA
"population",5.59153698375417e-07
"number_signal_pct",0.0172290032754814
"batched_pct_cli",3.03037510325094
"batched_pct_cli_smooth",3.11795297208264
"batched_pct_cli_smooth_low",6.18986719364546
"batched_pct_cli_smooth_high",2.08380158719063
"pct_cli_smooth",2.06501827901941
"pct_cli_smooth_low",-8.40097790148045
"pct_cli_smooth_high",0.919499483744153
"batched_pct_ili",3.42482571018579
"batched_pct_ili_smooth",3.40299052833603
"batched_pct_ili_smooth_low",7.14732427183259
"batched_pct_ili_smooth_high",2.23311058479442
"pct_ili_smooth",3.29006642364924
"pct_ili_smooth_low",6.42810062131114
"pct_ili_smooth_high",2.21080702104144
"batched_pct_fever",2.13117083970855
"batched_pct_fever_smooth",2.18583308276443
"batched_pct_fever_smooth_low",3.65514416249855
"batched_pct_fever_smooth_high",1.55909938812963
"pct_fever_smooth",2.13559111713163
"pct_fever_smooth_low",3.2173479339423
"pct_fever_smooth_high",1.59822569274349
"batched_pct_cough",0.137698951120723
"batched_pct_cough_smooth",0.139526553324856
"batched_pct_cough_smooth_low",0.1550342900604
"batched_pct_cough_smooth_high",0.12683911728794
"pct_cough_smooth",0.137028317450167
"pct_cough_smooth_low",0.154284388875845
"pct_cough_smooth_high",0.123243986749968
"batched_pct_difficulty_breathing",0.362653874141767
"batched_pct_difficulty_breathing_smooth",0.380112025069001
"batched_pct_difficulty_breathing_smooth_low",0.451790600162025
"batched_pct_difficulty_breathing_smooth_high",0.328063328372782
"pct_difficulty_breathing_smooth",0.367881803921229
"pct_difficulty_breathing_smooth_low",0.431931604331013
"pct_difficulty_breathing_smooth_high",0.320374466165573
"batched_pct_fatigue",0.120037678471471
"batched_pct_fatigue_smooth",0.12066016847065
"batched_pct_fatigue_smooth_low",0.131201500057464
"batched_pct_fatigue_smooth_high",0.1116867422281
"pct_fatigue_smooth",0.120296749660653
"pct_fatigue_smooth_low",0.130545052535841
"pct_fatigue_smooth_high",0.111540388099243
"batched_pct_stuffy_runny_nose",0.0829642833489155
"batched_pct_stuffy_runny_nose_smooth",0.0838108369310975
"batched_pct_stuffy_runny_nose_smooth_low",0.0926538290012265
"batched_pct_stuffy_runny_nose_smooth_high",0.0765087504366691
"pct_stuffy_runny_nose_smooth",0.0828178153023656
"pct_stuffy_runny_nose_smooth_low",0.0933477257201584
"pct_stuffy_runny_nose_smooth_high",0.074422705358074
"batched_pct_aches_muscle_pain",0.16764810773157
"batched_pct_aches_muscle_pain_smooth",0.168999150972381
"batched_pct_aches_muscle_pain_smooth_low",0.189262862659961
"batched_pct_aches_muscle_pain_smooth_high",0.152654923127231
"pct_aches_muscle_pain_smooth",0.165986064827706
"pct_aches_muscle_pain_smooth_low",0.184787958939345
"pct_aches_muscle_pain_smooth_high",0.150656949117226
"batched_pct_sore_throat",0.206167423973335
"batched_pct_sore_throat_smooth",0.207861473895045
"batched_pct_sore_throat_smooth_low",0.241897221546358
"batched_pct_sore_throat_smooth_high",0.182222201094507
"pct_sore_throat_smooth",0.204774513168583
"pct_sore_throat_smooth_low",0.240259800954375
"pct_sore_throat_smooth_high",0.17842233926702
"batched_pct_chest_pain",0.448725796054442
"batched_pct_chest_pain_smooth",0.449058262959301
"batched_pct_chest_pain_smooth_low",0.539510919613292
"batched_pct_chest_pain_smooth_high",0.38458070519672
"pct_chest_pain_smooth",0.447049516801306
"pct_chest_pain_smooth_low",0.51924525255236
"pct_chest_pain_smooth_high",0.392479290149943
"batched_pct_nausea",0.446065659937139
"batched_pct_nausea_smooth",0.437384020921305
"batched_pct_nausea_smooth_low",0.515137987699929
"batched_pct_nausea_smooth_high",0.38002391951442
"pct_nausea_smooth",0.442133988820491
"pct_nausea_smooth_low",0.507481571252207
"pct_nausea_smooth_high",0.39169593570378
"batched_pct_anosmia_ageusia",0.9114647878912
"batched_pct_anosmia_ageusia_smooth",0.898254797466356
"batched_pct_anosmia_ageusia_smooth_low",1.18030063599143
"batched_pct_anosmia_ageusia_smooth_high",0.725006506465872
"pct_anosmia_ageusia_smooth",0.894030908147435
"pct_anosmia_ageusia_smooth_low",1.14540640317493
"pct_anosmia_ageusia_smooth_high",0.733134305467613
"batched_pct_eye_pain",0.187536130052452
"batched_pct_eye_pain_smooth",0.187857900119514
"batched_pct_eye_pain_smooth_low",0.213561883993913
"batched_pct_eye_pain_smooth_high",0.167676599383346
"pct_eye_pain_smooth",0.184437182482576
"pct_eye_pain_smooth_low",0.206679277273465
"pct_eye_pain_smooth_high",0.166517189872237
"batched_pct_headache",0.0758507720571185
"batched_pct_headache_smooth",0.0749036714483478
"batched_pct_headache_smooth_low",0.0805822550315727
"batched_pct_headache_smooth_high",0.0699727344688308
"pct_headache_smooth",0.0748037190225763
"pct_headache_smooth_low",0.0795367802301402
"pct_headache_smooth_high",0.0706023276986233
"batched_pct_cmnty_sick",0.227088489429417
"batched_pct_cmnty_sick_smooth",0.191931094167472
"batched_pct_cmnty_sick_smooth_low",0.234939212170734
