"","X","country_agg","GID_0","region_agg","GID_1","country_region_numeric","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",4276,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1593,"overall","overall","2020-05-03",80,2067619.8,1.27,1.27,1.27,5.06,2.53,24.05,11.54,7.69,6.33,2.53,3.8,3.8,10.13,15.19,3.75,10.26,33.33,16.22,58.67,0,33.33,6.67,1.35,36.49,45,16.25,7.5,1.25,0,21.25,0,4.23,15.49,21.13,59.15,2.82,4.23,15.49,23.94,53.52,11.25,45,16.25,17.5,10,22.5,26.25,31.25,1992905.27,1992905.27,1992905.27,6367130.55,4718335.58,45665141.28,19655311.4,9612154.18,7883657.08,5031499.07,4581684.29,11954642.44,12959480.94,33790718.36,6176028.32,18696346.15,995972.07,30143670.7,112212798.14,0,46932001.8,10136650.02,1592806.95,57663606.43,104226336.4,25053530.72,10275834.91,1116428.21,0,35149732.9,0,4774323.6,18473728.6,57791921.57,88707174.45,3778351.53,4374225.27,22461943.76,60134361.34,78998266.32,16014343.12,100768170.46,25593879.32,30096185.62,16986426.59,38317314.1,56263710.15,60905127.68,0.96,0.96,0.96,3.08,2.28,22.09,9.51,4.65,3.81,2.43,2.22,5.78,6.27,16.34,2.99,9.04,0.48,14.58,54.27,0,22.7,4.9,0.77,27.89,50.41,12.12,4.97,0.54,0,17,0,2.31,8.93,27.95,42.9,1.83,2.12,10.86,29.08,38.21,7.75,48.74,12.38,14.56,8.22,18.53,27.21,29.46,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",7534,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1593,"overall","overall","2020-05-04",70,1246727.28,0,0,0,2.94,1.47,20.29,7.35,14.71,2.94,0,4.41,0,4.41,23.19,5.71,7.25,NA,28.79,65.22,3.08,40,4.62,1.54,39.71,58.57,17.14,5.71,2.86,1.43,11.43,3.12,6.25,20.31,18.75,51.56,1.54,7.69,24.62,20,46.15,24.29,31.43,10,27.14,15.71,21.43,27.14,27.14,0,0,0,2633670.74,1435945,22407267.83,8033498.8,16039921.46,2395451.48,0,3954526.33,0,4855335.25,27393554.3,6162405.9,8149322.08,0,29605088.65,84328947.92,2395451.48,42753604.5,4440835.64,1093413.82,42569867.4,75768471.5,18285297.05,5043061.62,3087636.56,1518519.65,16630079.1,3652490.2,6830653.75,22531852.3,20201739.2,58696756.27,1592806.95,11627830.67,24209637.09,24340014.53,53312630.17,28599340.07,38996463.62,12495826.66,34991289.05,17750781.57,26803568.4,34055152.88,35275690.8,0,0,0,2.11,1.15,17.97,6.44,12.87,1.92,0,3.17,0,3.89,21.97,4.94,6.54,0,23.75,67.64,1.92,34.29,3.56,0.88,34.15,60.77,14.67,4.05,2.48,1.22,13.34,2.93,5.48,18.07,16.2,47.08,1.28,9.33,19.42,19.52,42.76,22.94,31.28,10.02,28.07,14.24,21.5,27.32,28.29,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",10880,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1593,"overall","overall","2020-05-05",70,1983778.62,2.94,1.47,4.41,7.35,4.41,13.24,7.14,7.35,5.8,1.47,4.41,2.9,7.35,14.71,0,2.94,50,17.91,65.67,1.49,41.79,2.99,0,38.81,47.14,21.43,2.86,5.71,0,17.14,1.52,6.06,12.12,21.21,59.09,0,4.55,21.21,19.7,54.55,17.14,41.43,21.43,14.29,4.29,35.71,22.86,31.43,3296407.08,1302581.6,4921827.03,9388288.68,9861458.57,25315831.14,11898004.36,10914244.95,7482899.63,1302581.6,5857479.68,2928001.55,10374374.81,26052157.23,0,4916566.95,2561072.6,29157218.42,107694300.46,2052396.39,76344702.46,3406852.91,0,69350162.48,85248615.74,38855901.6,6928781.44,7572439.27,0,49596332.81,2227169.7,7749133.12,26914631.83,35248592.34,116062543.86,0,5751303.97,31286784.3,35728112.13,115435870.46,47272371.69,76588308.13,40765951.69,23575439.35,5876878.77,86334657.23,45836980.33,50153554.51,1.66,0.66,2.48,4.73,4.97,12.76,6,5.5,3.77,0.66,2.95,1.48,5.23,13.13,0,2.48,1.29,14.7,54.29,1.03,38.48,1.72,0,34.96,42.97,19.59,3.49,3.82,0,25,1.12,3.91,13.57,17.77,58.51,0,2.9,15.77,18.01,58.19,23.83,38.61,20.55,11.88,2.96,43.52,23.11,25.28,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",14174,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1593,"overall","overall","2020-05-06",91,1735607.65,1.14,1.14,1.14,7.95,3.41,24.14,11.36,5.75,3.45,5.68,3.45,0,4.6,14.94,9.89,6.9,0,29.76,63.95,0,36.9,4.82,2.41,37.65,59.34,9.89,3.3,1.1,2.2,15.38,0,0,18.75,12.5,68.75,1.25,1.25,18.75,17.5,61.25,8.79,45.05,15.38,18.68,12.09,25.27,24.18,26.37,1335247.09,1335247.09,1335247.09,12717966.3,4533525.96,36777007.37,17835370.64,7735981.82,5569841.65,7783674.44,4418556.43,0,9398947.81,27785711.06,15877019.53,10244214.14,0,45334780.86,105685390.25,0,59633479.68,5573621.28,4742491.07,65052645.05,98696025.6,15357317.97,4682842.09,1648896.18,6409173.04,30283501.4,0,0,28465424.29,17793013.62,104353013.48,2260950.72,1364466.46,28988907.07,27531910.56,90465216.59,13765851.2,72509678.23,28124076.68,36211845.29,19617923.86,40890330.46,41870410.68,48232786.39,0.77,0.77,0.77,7.33,2.61,21.19,10.28,4.46,3.21,4.48,2.55,0,5.42,16.01,9.15,5.9,0,26.12,60.89,0,34.36,3.21,2.73,37.48,56.87,8.85,2.7,0.95,3.69,17.45,0,0,16.4,10.25,60.12,1.3,0.79,16.7,15.86,52.12,7.93,41.78,16.2,20.86,11.3,23.56,24.12,27.79,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",16986,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1675,"overall","overall","2020-05-07",60,1095532.94,0,0,0,1.75,1.72,20.69,8.77,12.28,5.08,1.75,3.51,1.72,3.51,12.07,3.33,6.78,0,29.09,56.14,9.09,32.73,5.45,5.45,34.48,50,11.67,8.33,1.67,1.67,20,1.82,1.82,20,21.82,54.55,3.64,3.64,23.64,20,49.09,15,25,31.67,20,15,21.67,26.67,30,0,0,0,926612.62,1802867.74,21941191.4,7237312.32,11520798.46,5315471.57,1584480.14,6847626.92,1676473.41,2860508.72,11212172.05,5083085.6,7779246.56,0,32556314.64,55659631.6,11821450.37,31297538.6,4608649.68,7385564.29,36894354.13,50152535.98,11412027.33,10424115.99,1014857.51,1890566.53,26421977.08,1276028.58,926612.62,20411130.47,21599393.22,53929995.8,3479341.15,2629838.27,19394295.49,20910052.44,51729633.35,20427866.36,29235780.64,30670180.02,17809333.68,15663896.39,30249716.7,25151940.96,30250526.35,0,0,0,0.85,1.65,20.03,6.61,10.52,4.85,1.45,6.25,1.53,2.61,10.23,4.64,7.1,0,29.72,50.81,10.79,28.57,4.21,6.74,33.68,45.78,10.42,9.52,0.93,1.73,24.12,1.16,0.85,18.63,19.72,49.23,3.18,2.4,17.7,19.09,47.22,18.65,26.69,28,16.26,14.3,27.61,22.96,27.61,3.51,2837925.71,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",19985,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1707,"overall","overall","2020-05-08",81,1614545.59,0,0,0,3.8,7.59,20,13.92,12.66,5.06,10.13,2.53,2.53,7.59,15.19,4.94,2.6,0,41.56,66.67,7.89,46.05,13.16,2.6,53.25,56.79,13.58,3.7,6.17,2.47,11.11,0,1.35,24.32,12.16,62.16,2.7,4.05,25.68,20.27,47.3,19.75,39.51,14.81,17.28,11.11,28.4,23.46,28.4,0,0,0,5561246.74,13176311.71,29731908.91,20477180.64,18411043.73,8166684.89,15884133.46,3134572.47,4377980.5,11975347.29,21330069.79,7063206.65,3325919.66,0,60508536.61,104484068.58,13425550.74,66296638.94,19019662.83,3361515.16,78444608.04,95090788,21667768.7,4775853.76,9993091.18,4520914.93,16480638.85,0,2835359.28,32940869.31,16893686.23,96128719.6,3164362.61,8251866.14,34797214.22,26869926.67,75715264.8,28666208,64922004.07,27453120.35,27757302,17367843.11,42564109.48,41734252.86,47132428.98,0,0,0,3.44,8.16,18.42,12.68,11.4,5.06,9.84,1.94,2.71,7.42,13.21,4.37,2.06,0,37.48,64.71,8.32,41.06,11.78,2.08,48.59,58.9,13.42,2.96,6.19,2.8,10.21,0,1.76,20.4,10.46,59.54,1.96,5.11,21.55,16.64,46.9,17.75,40.21,17,17.19,10.76,26.36,25.85,29.19,1.27,1591951.25,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",23340,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1707,"overall","overall","2020-05-09",96,1644797.85,1.11,0,2.22,5.56,3.3,18.48,7.69,5.56,3.33,2.22,1.11,1.11,7.69,20,4.21,6.38,100,27.78,63.16,5.56,38.04,10.11,1.11,38.3,47.92,16.67,3.12,7.29,1.04,19.79,1.12,5.62,13.48,15.73,64.04,2.25,5.62,20.22,16.85,55.06,13.54,39.58,20.83,18.75,14.58,26.04,20.83,31.25,1380445.43,0,2490861.4,9122599.31,5112617.16,32840742.03,12477612.64,9239190.11,3798118.54,4002201.2,1380445.43,2694944.05,14941680.36,31009979.99,6397869.5,12518501.92,5543713.11,42847630,104448291.47,9727818.9,57800735.49,11771634.79,1380445.43,59288052.26,83872215.45,27257559.67,3912406.13,10235008.15,1307257.15,29286347.37,2047541.12,9237490.3,19634306.03,24492168.87,93958983.54,3427986.55,8908588.94,33578738.56,22050181.1,81404994.71,20575838.34,61360668.76,37353972.31,30080010.44,20890962.67,36798830.12,35641655.64,56039041.42,0.84,0,1.51,5.55,3.11,19.97,7.59,5.62,2.31,2.43,0.84,1.64,9.08,18.85,3.89,7.61,3.37,26.05,63.5,5.91,35.14,7.16,0.84,36.05,50.99,16.57,2.38,6.22,0.79,17.81,1.24,5.62,11.94,14.89,57.12,2.08,5.42,20.42,13.41,49.49,12.51,37.31,22.71,18.29,12.7,22.37,21.67,34.07,1.12,1373407.53,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",26716,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1707,"overall","overall","2020-05-10",87,1296664.21,0,0,0,7.06,0,21.18,14.12,8.24,2.35,3.53,4.71,2.35,10.59,24.42,1.16,5.88,50,30.86,64.2,3.7,33.33,6.17,1.23,45,43.68,19.54,8.05,1.15,1.15,18.39,0,5.13,17.95,15.38,61.54,0,7.69,19.23,24.36,48.72,13.79,47.13,12.64,16.09,10.34,39.08,16.09,24.14,0,0,0,9215730.98,0,24452407.36,16358769.65,10411351.78,2616672.24,3797287.41,6476197.62,2433559.32,11235102.81,29329120.54,1557776.79,5393643.53,856454.23,34595328.6,80247239.91,4807266.92,48301610.15,5000191.63,2637584.63,56720807.52,64295327.81,19507115.52,10120612.63,874832.29,1402415.43,25565094.3,0,5886053.65,27129275.68,15208947.82,70392795.88,0,9312250.55,25596932.11,30301108,53406782.37,15615526.77,68307614.86,17062269.15,17631662.25,13109832.14,53459616.42,23239769.41,28807855.06,0,0,0,7.11,0,18.86,12.62,8.03,2.02,2.93,4.99,1.88,8.66,22.62,1.2,4.16,0.66,26.68,61.89,3.71,37.25,3.86,2.03,43.74,49.59,15.04,7.81,0.67,1.08,19.72,0,4.54,20.92,11.73,54.29,0,7.18,19.74,23.37,41.19,12.04,52.68,13.16,13.6,10.11,41.23,17.92,22.22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",30098,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1707,"female","overall","2020-05-11",50,828472.14,0,0,0,4.17,4.26,16.33,8.33,10.42,4.17,4.17,4.17,0,8.33,14.29,2,6,0,18.37,66,8.16,34,2.04,2.04,26,52,14,4,0,4,26,4,0,14,16,66,4,2,16,28,50,16,36,28,20,24,28,18,28,0,0,0,1957733.59,5005081.19,13957902.17,7282571.18,12336981.28,5142905.56,1479663.78,5005081.19,0,3582567.88,10702158.71,617542.89,6293725.83,0,10406861.63,53460494.08,4194145.71,18772614.4,990203.96,809216.23,15469472.54,36943116.91,12345975.47,1457501.87,0,1451642.33,30648977.27,1799420.18,0,10957569.19,6422052.5,63668171.98,1452586.63,990203.96,14763208.6,19947887.85,45693326.83,8970875.68,32426780.43,28519148.43,12930409.33,15298192.69,26854654.36,9207167.15,29685243.91,0,0,0,2.36,6.04,16.85,8.79,14.89,6.21,1.79,6.04,0,4.32,12.92,0.75,7.6,0,12.56,64.53,5.06,22.66,1.2,0.98,18.67,44.59,14.9,1.76,0,1.75,36.99,2.17,0,13.23,7.75,76.85,1.75,1.2,17.82,24.08,55.15,10.83,39.14,34.42,15.61,18.47,32.41,11.11,35.83,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",30099,"Kyrgyzstan","KGZ","Biškek","KGZ.2_1",1707,"overall","overall","2020-05-11",100,1688408.01,1.06,0,1.06,4.21,3.23,15.79,8.42,11.7,4.26,2.13,3.19,0,6.38,16.84,2,6.12,0,31.11,67.74,6.59,33.33,2.2,1.1,31.18,54,11,3,3,5,15,2.3,0,14.94,14.94,67.82,2.3,1.15,13.79,25.29,57.47,16,31,22,18,16,26,18,26,1641751.07,0,1641751.07,5442608.01,6351045.54,22562921.23,15690768.95,20234467.56,7866100.63,1479663.78,6646832.26,0,7077522.07,22402077.46,1792779.17,15319053.29,0,43299125.27,105765903.35,7863273.7,42109655.75,3311795.11,809216.23,40367313.69,83936921.4,17621074.68,3050724.33,5350837.81,9311769.91,33602414.66,1799420.18,0,20957145.68,15803738.9,107281763.52,1452586.63,990203.96,19567583.83,34513828.72,89317865.15,18757069.44,52673548.94,47632296.52,26779153.4,24716320.12,47960617.03,22940879.97,48422295.43,0.97,0,0.97,3.22,3.76,13.36,9.29,11.98,4.66,0.88,3.94,0,4.19,13.27,1.06,9.07,0,25.64,62.64,4.66,24.94,1.96,0.48,23.91,49.71,10.44,1.81,3.17,5.52,19.9,1.07,0,12.41,9.36,63.54,0.86,0.59,11.59,20.44,52.9,11.11,31.2,28.21,15.86,14.64,28.41,13.59,28.68,2.13,2816987.35,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
