"","X","country_agg","GID_0","region_agg","GID_1","country_region_numeric","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",4277,"Lebanon","LBN","Beirut","LBN.3_1",1629,"overall","overall","2020-05-03",73,1550555.24,0,0,0,12.68,0,18.06,14.08,14.08,9.72,1.41,1.41,1.41,7.04,32.39,2.78,5.63,NA,34.29,70.42,2.86,59.15,2.9,5.71,57.97,45.21,17.81,6.85,5.48,4.11,12.33,0,7.58,15.15,31.82,45.45,3.03,12.12,21.21,27.27,36.36,13.7,36.99,17.81,21.92,10.96,28.77,23.29,27.4,0,0,0,24948105.69,0,29965517.46,18641394.32,13707135.31,8501191.02,714881.83,893423.55,1079785.49,13759552.04,46107955.87,4307332.75,18093595.21,0,43016790.26,103075955.14,2215215.85,89702168.99,3256629.5,4753822.87,76666115.78,64958920.45,32725616.38,11718803.36,6585101.3,3074947.14,20750891.84,0,7902269.52,21049698.66,46628434.64,56855300.77,8495045.58,11174191.53,23653171.86,35237590.69,53875703.93,25297685.72,45988224.93,26284692.83,34865100.1,16968119.93,40746280.22,28990264.26,45731039.17,0,0,0,16.09,0,19.33,12.02,8.84,5.48,0.46,0.58,0.7,8.87,29.74,2.78,11.67,0,27.74,66.48,1.43,57.85,2.1,3.07,49.44,41.89,21.11,7.56,4.25,1.98,13.38,0,5.1,13.58,30.07,36.67,5.48,7.21,15.25,22.73,34.75,16.32,29.66,16.95,22.49,10.94,26.28,18.7,29.49,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",4278,"Lebanon","LBN","Mount Lebanon","LBN.5_1",1631,"overall","overall","2020-05-03",57,1231398.43,0,0,0,5.26,7.02,19.3,17.54,15.79,10.53,3.51,1.75,0,5.26,26.32,5.26,1.75,100,28.57,57.14,3.57,62.5,5.36,0,45.45,54.39,10.53,12.28,3.51,5.26,10.53,1.85,7.41,18.52,20.37,51.85,3.7,12.96,16.67,33.33,33.33,15.79,29.82,38.6,8.77,12.28,26.32,24.56,31.58,0,0,0,4102577.93,7782512.86,26779821.01,25502201.63,24938705.38,8803369.4,4674055.07,893423.55,0,2051734.7,24013659.34,4694263.93,901518.47,901518.47,44189569.61,71173274.37,14996987.05,80451084.51,15395706.7,0,57157409.08,63545076,16345515.86,11038589.42,2753747.19,15341381.79,12328685.98,2818226.07,5854328.05,17110800.47,20675268.06,73705208.47,4338933.46,9977229.52,15773113.02,42221108.79,47853446.34,13681941.26,33896478.65,50238491.63,20391583.2,12970931.85,47693929.73,21732565.06,37766404.48,0,0,0,3.33,6.32,21.75,20.71,20.25,7.15,3.8,0.73,0,1.67,19.5,3.81,0.73,0.73,35.89,57.8,12.18,65.33,12.5,0,46.42,51.6,13.27,8.96,2.24,12.46,10.01,2.29,4.75,13.9,16.79,59.85,3.52,8.1,12.81,34.29,38.86,11.11,27.53,40.8,16.56,10.53,38.73,17.65,30.67,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",7535,"Lebanon","LBN","Beirut","LBN.3_1",1629,"overall","overall","2020-05-04",73,1053372.65,1.37,1.37,2.74,6.85,1.37,17.81,13.7,9.59,1.37,4.11,5.48,1.37,10.96,32.88,5.48,4.17,100,47.89,71.43,5.71,54.29,1.43,12.68,54.29,36.99,30.14,9.59,1.37,5.48,8.22,6.15,0,20,24.62,49.23,6.15,12.31,24.62,15.38,41.54,17.81,39.73,17.81,13.7,10.96,35.62,21.92,20.55,1070581.28,1070581.28,2366186.44,9889954.5,1540231.58,21013216.11,14983480.54,9087110.43,739686.18,3652098.86,6770796.21,1540231.58,12502120.15,36266677.01,5609601.32,3347492.92,1295605.16,40750645.65,73293517.68,3630060.74,49298069.39,1540231.58,10347440.5,49268802.43,40605468.66,28915810.73,8126106.75,657759.02,4126324.72,10497591.46,5134234.91,0,16091637.6,19896722.77,50639088.09,5639637.19,9272243.27,18144849.67,15659139.05,43045814.2,15003581.45,38162694.07,16096602.32,22498805.54,9990349.15,33547396.23,24943110.77,23280827.23,1.02,1.02,2.25,9.39,1.46,19.95,14.22,8.63,0.7,3.47,6.43,1.46,11.87,34.43,5.33,3.18,1.23,38.69,69.58,3.45,46.8,1.46,9.82,46.77,38.55,27.45,7.71,0.62,3.92,9.97,4.87,0,15.28,18.89,48.07,5.35,8.8,17.23,14.87,40.86,14.24,36.23,15.28,21.36,9.48,31.85,23.68,22.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",7536,"Lebanon","LBN","Mount Lebanon","LBN.5_1",1631,"overall","overall","2020-05-04",70,1121967.47,0,0,0,8.57,5.71,21.43,11.43,21.43,7.14,4.29,5.71,0,4.29,20,5.71,5.71,0,34.29,57.97,2.9,55.71,2.9,1.45,47.83,41.43,27.14,10,4.29,1.43,12.86,2.94,16.18,19.12,19.12,42.65,5.88,19.12,23.53,19.12,32.35,24.29,41.43,24.29,7.14,10,22.86,30,34.29,0,0,0,8682292.79,5641389.02,24084558.95,10206102.68,22536671.13,5276401.46,3259879.69,5518636.6,0,4978843.8,22274462.96,5204920.44,5899623.24,0,32447422.02,68740198.6,2471761.26,64713135.72,2449176.7,604770.73,59609863.9,48822143.2,27408943.65,12862465.9,3838298.46,1388919.97,16287872.98,2591210.32,19131949.65,25162508.67,17373071.16,46349904.37,5084203.35,21069628.16,30658131.1,22047185.81,31749495.75,27041340.33,46728283.95,25852159.65,10986860.23,11290327.28,23280746.42,34369048.02,41668522.44,0,0,0,7.74,5.03,21.47,9.1,20.09,4.7,2.91,4.92,0,4.44,19.85,4.64,5.26,0,28.92,61.27,2.2,57.68,2.18,0.54,53.13,43.51,24.43,11.46,3.42,1.24,14.52,2.31,17.05,22.43,15.48,41.31,4.53,18.78,27.33,19.65,28.3,24.1,41.65,23.04,9.79,10.06,20.75,30.63,37.14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",10881,"Lebanon","LBN","Beirut","LBN.3_1",1629,"overall","overall","2020-05-05",58,1217001.32,0,0,3.57,7.02,0,12.5,14.04,7.14,5.26,0,3.57,1.79,7.14,23.21,10.34,10.53,NA,40,60,7.14,32.73,5.36,9.09,43.64,31.03,13.79,15.52,6.9,5.17,17.24,2,2,22,24,50,2,14,18,30,36,12.07,44.83,17.24,12.07,10.34,36.21,20.69,17.24,0,0,3471547.82,6977206.73,0,13721896.65,10322495.41,4519300.43,3355035.98,0,4163844.1,2896690.44,10375687.77,27616237.57,14400974.57,14482975.77,0,36913609.26,80620049.53,9289510.7,33258046.73,7906287.28,8248080.95,52967137.81,35306692.43,23942780.98,17617172.96,6990269.75,7508515.25,16283570.72,376551.86,1863166.18,21563195.07,19158730.63,59333234.17,3543230.73,15511702.61,14721841.14,37887411.51,30630691.93,14823903.63,47827822.34,25639205.5,14003946.45,11983963.88,53484530.78,20973556.86,14187559.13,0,0,2.85,5.73,0,11.28,8.48,3.71,2.76,0,3.42,2.38,8.53,22.69,11.83,11.9,0,30.33,66.24,7.63,27.33,6.5,6.78,43.52,29.01,19.67,14.48,5.74,6.17,13.38,0.31,1.53,17.72,15.74,48.75,2.91,12.75,12.1,31.13,25.17,12.18,39.3,21.07,11.51,9.85,43.95,17.23,11.66,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",10882,"Lebanon","LBN","Mount Lebanon","LBN.5_1",1631,"overall","overall","2020-05-05",74,1325005.31,1.37,0,1.37,2.74,2.74,13.7,10.96,6.85,6.85,1.37,5.48,0,2.74,17.81,13.51,4.11,NA,40.28,61.11,2.78,45.83,2.78,2.78,40.28,59.46,18.92,2.7,2.7,2.7,9.46,1.43,8.57,20,25.71,44.29,2.86,17.14,18.57,27.14,34.29,27.03,36.49,14.86,16.22,20.27,21.62,29.73,22.97,474937.82,0,474937.82,4198890.36,3518882.81,12249227.21,11190892.87,7975803.04,5737861.77,1325185.88,4856685.67,0,2835819.76,22007043.39,12741374.84,4352832.09,0,54007277.92,82773869.73,2710977.12,62396869.52,1799885.09,1348931.82,54189065.78,75825245.32,24778959.38,5012695.87,2079786.96,2908233.7,17578069.31,1867587.01,9735073.61,24481752.94,28517186.94,60445262.95,3342778.95,15681143.84,19391457.92,38991183.52,47640299.22,35103064.21,43863071.05,21438588.84,24642139.35,22584953.74,32948357.25,35674493.6,33839058.86,0.36,0,0.36,3.17,2.66,9.24,8.45,6.02,4.33,1,3.67,0,2.14,16.61,9.62,3.29,0,40.76,62.47,2.05,47.09,1.36,1.02,40.9,57.23,18.7,3.78,1.57,2.19,13.27,1.41,7.35,18.48,21.52,45.62,2.52,11.83,14.64,29.43,35.95,26.49,33.1,16.18,18.6,17.05,24.87,26.92,25.54,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",14175,"Lebanon","LBN","Beirut","LBN.3_1",1629,"overall","overall","2020-05-06",65,1601218.72,3.08,3.08,3.08,10.77,4.62,26.15,10.77,12.31,4.62,3.08,3.08,1.54,9.23,26.15,3.17,6.35,0,41.94,76.19,11.48,58.73,6.45,14.29,52.38,32.31,18.46,12.31,10.77,9.23,10.77,1.69,15.25,16.95,23.73,42.37,6.78,16.95,16.95,23.73,35.59,18.46,29.23,30.77,12.31,4.62,29.23,24.62,32.31,1327924.73,1327924.73,1327924.73,6537339.14,3003345.45,32602098.27,15951628.05,21169746.99,4308153.35,2492736.26,1136709.16,820381.36,9027707.51,34378421.05,1604997.6,21835735.72,0,56646732.64,130263889.34,22701245.71,79375301.44,5408351.32,17430066.45,64660344.49,61767773.37,19008648.24,12778769.94,12573131.88,15689065.72,31818692.78,820381.36,21529185.89,30377420.52,25871138.9,73049272.55,5998517.7,25057105.15,19835438.88,38684069.94,62072267.55,36890527.95,38656749.82,60010654.61,16089466.83,1908449.15,27864248.29,50184900.67,71689801.11,0.83,0.83,0.83,4.08,1.88,20.36,9.96,13.22,2.69,1.56,0.71,0.51,5.64,21.47,1,13.64,0,35.38,81.35,14.18,49.57,3.38,10.89,40.38,38.58,11.87,7.98,7.85,9.8,19.87,0.51,13.45,18.97,16.16,45.62,3.75,15.65,12.39,24.16,38.77,23.04,24.14,37.48,10.05,1.19,17.4,31.34,44.77,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",14176,"Lebanon","LBN","Mount Lebanon","LBN.5_1",1631,"overall","overall","2020-05-06",65,1337218.67,0,0,0,6.35,4.76,14.06,20.63,12.7,7.94,4.76,4.76,3.17,11.11,26.98,6.15,4.69,0,34.92,65.62,6.45,58.73,7.94,0,54.84,38.46,26.15,7.69,1.54,4.62,10.77,0,1.79,23.21,26.79,48.21,1.79,5.36,21.43,41.07,30.36,23.08,30.77,16.92,15.38,7.69,23.08,24.62,30.77,0,0,0,4802595.18,2677613.67,13382514.93,16108998.52,11815248.03,7618888.63,3043796.81,3787778.88,991618.8,12722611.8,26809279.14,5382151.25,3796886.11,0,42137761.95,91027365.3,4358722.96,64608951.51,6527277.49,0,65948451.7,55755115.62,27793382.24,7851993.45,3874878.46,2971297.58,28462985.22,0,507543.37,27725338.6,27530321.33,67662608.3,507543.37,1203040.57,19996812.99,53609236.47,48109178.2,28656485.01,35586000.25,25629696.53,33553629.81,4745486.34,33483566.14,28340869.41,56855889.7,0,0,0,3.59,2,10.01,12.05,8.84,5.7,2.28,2.83,0.74,9.51,20.05,4.02,2.84,0,31.51,68.07,3.26,48.32,4.88,0,49.32,41.69,20.78,5.87,2.9,2.22,21.29,0,0.38,20.73,20.59,50.6,0.38,0.9,14.95,40.09,35.98,21.43,26.61,19.17,25.09,3.55,25.04,21.19,42.52,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",16987,"Lebanon","LBN","Mount Lebanon","LBN.5_1",1713,"overall","overall","2020-05-07",59,1317647.56,0,0,0,6.78,6.78,22.03,18.64,20.34,15.25,1.69,8.47,1.69,8.47,22.03,1.72,6.9,50,38.6,63.79,10.53,45.61,5.26,1.75,44.83,61.02,11.86,6.78,1.69,1.69,13.56,0,7.41,25.93,16.67,50,0,11.11,18.52,44.44,25.93,23.73,37.29,18.64,11.86,10.17,18.64,32.2,30.51,0,0,0,7448907.31,7922251.48,29245516.04,24610193.6,23206323.36,21189236.73,1263255.79,16745286.94,1041491.06,6416051.45,24497287.83,4668094.81,6729873.82,1041491.06,46392319,78675850.27,11086365.89,52847743.21,6831232.95,3454914.37,57217588.96,82217728.6,8799737.82,6295812.3,2657508.96,3454914.37,25568729.58,0,7968219.56,29461486.14,19080743,65443083.02,0,10172840.13,22053406.36,52001470.55,37725814.67,28436469.23,41233018.7,20792966.36,31491077.43,14373725.13,21863395.19,36000066.53,49716344.86,0,0,0,5.65,6.01,22.2,18.68,17.61,16.08,0.96,12.71,0.79,4.87,18.59,3.54,5.11,0.79,35.21,59.71,8.41,40.11,5.18,2.62,43.42,62.4,6.68,4.78,2.02,2.62,19.4,0,6.05,22.36,14.48,49.67,0,7.72,16.74,39.47,28.63,21.58,31.29,15.78,23.9,10.91,16.59,27.32,37.73,1.69,3736675.37,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",19986,"Lebanon","LBN","Beirut","LBN.3_1",1743,"overall","overall","2020-05-08",67,1375819.19,2.99,1.49,2.99,7.46,8.96,22.39,19.4,14.93,10.45,10.45,6.06,4.48,12.31,31.34,2.99,4.55,0,40.3,64.18,16.42,40.3,13.43,10.45,37.31,46.27,20.9,7.46,5.97,4.48,10.45,3.28,3.28,11.48,24.59,57.38,6.56,8.2,18.03,31.15,36.07,17.91,32.84,20.9,17.91,10.45,22.39,22.39,34.33,2901449.49,1136901.98,2901449.49,8675595.89,7465484.51,29271323.53,27306145.32,16171999.56,10487648.06,14297976.18,7113490.29,5011880.26,14533533.03,40296588.6,2650011.21,4040118.13,0,46988078.64,83975281.85,19261129.71,52963256.45,14065622.46,15355478.81,43216511.99,62789431.4,28283075.15,7889614.67,7134816.54,3889861.94,20706928.29,3660247.76,4253901.95,20125005.51,35527595.44,61180167.63,7914149.71,14713324.37,22394117.68,33601225.48,46124101.05,26597168.07,45672820.44,17258564.56,32797710.73,16099935.54,38908751.34,18519731.55,48797845.37,2.11,0.83,2.11,6.31,5.43,21.28,19.85,11.75,7.62,10.39,5.17,3.64,10.56,29.29,1.93,2.94,0,34.15,61.04,14,38.5,10.22,11.16,31.41,45.64,20.56,5.73,5.19,2.83,15.05,2.66,3.09,14.63,25.82,44.47,5.75,10.69,16.28,24.42,33.52,19.33,33.2,12.54,23.84,11.7,28.28,13.46,35.47,7.46,8080934.45,5.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
