"","X","country_agg","GID_0","region_agg","GID_1","country_region_numeric","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",741,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1607,"overall","overall","2020-05-01",53,3272376.14,0,0,0,5.77,5.88,7.84,7.84,5.88,11.54,3.92,1.96,0,7.84,31.37,1.89,9.43,0,23.53,60.78,4,33.33,1.96,9.8,33.33,62.26,13.21,3.77,0,0,15.09,2.04,2.04,8.16,16.33,71.43,2.04,2.04,20.41,12.24,63.27,20.75,41.51,13.21,16.98,7.55,16.98,13.21,56.6,0,0,0,11458875.84,14965772.97,22663321.49,36064704.42,30436702.83,25017848.12,9746083.39,3119593.13,0,25507472.38,71057991.99,6626490.26,34538548.23,0,73570839.78,183936234.94,14069604.55,119544645.07,7034802.28,25120168.38,90816701.21,205685461.4,36735593.48,10154395.41,0,0,57881278.2,7128680.56,7034802.28,23176621.2,52334957.82,217662073.51,7128680.56,5219689.58,47624501.82,44373437.61,202990825.79,70882602.37,138809541.6,48484824.52,49160166.87,30143277.11,53768671.78,45616994.14,180927785.47,0,0,0,3.5,4.57,6.93,11.02,9.3,7.65,2.98,0.95,0,7.79,21.71,2.02,10.55,0,22.48,56.21,4.3,36.53,2.15,7.68,27.75,62.86,11.23,3.1,0,0,17.69,2.18,2.15,7.08,15.99,66.51,2.18,1.6,14.55,13.56,62.03,21.66,42.42,14.82,15.02,9.21,16.43,13.94,55.29,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1974,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1517,"overall","overall","2020-05-02",50,3861943.03,0,0,0,8,2,18,14,10,4,6,8,2,0,10,2,4.08,0,22,66,2,32,0,12,44,68,14,2,2,2,12,0,2.04,12.24,18.37,67.35,0,6.12,12.24,16.33,65.31,16,34,18,30,6,18,16,58,0,0,0,23826398.87,14646090.51,61419120.69,63589472.99,42023733.9,21852967.67,21137343.07,23826398.87,6723588.74,0,38846062.07,9096003.71,15819592.45,0,82605353.34,241952552.67,9096003.71,128454426.69,0,52086314.46,177141994.49,246787014.86,58326614.78,9096003.71,9130743.56,6723588.74,56130337.18,0,9096003.71,46570967.51,69894390.57,253909352.29,0,30465682.96,46605707.36,54059745.66,248339578.11,53422679.21,129650321.97,71889938.56,124507774.35,23061209.47,72257080.68,62873848.39,221278575.54,0,0,0,6.17,3.79,15.9,16.47,10.88,5.66,5.47,6.17,1.74,0,10.06,2.36,4.1,0,21.39,62.65,2.36,33.26,0,13.49,45.87,63.9,15.1,2.36,2.36,1.74,14.53,0,2.36,12.06,18.1,65.75,0,7.89,12.07,14,64.3,13.83,33.57,18.61,32.24,5.97,18.71,16.28,57.3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",4263,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1517,"male","overall","2020-05-03",50,1621410.4,0,0,0,2,4,14,14,6,2,2,2,0,2,8,6,8,33.33,26,76,6,44,2,14,44,56,14,14,4,0,12,0,4,10,18,68,0,6,14,18,62,16,36,24,24,12,22,26,40,0,0,0,4233340.09,8271521.49,13759651.98,26347285.79,7618464.64,4233340.09,4233340.09,2673486.49,0,4233340.09,11936314.75,24228671.36,19779991,1411113.36,38498342.81,131784162.18,12683118.83,81129069.35,10600396.88,26372591.97,68192730.39,99757888.69,23750141.33,13339411.03,3823073.67,0,21470525.76,0,4829380.69,22593078.28,18857085.67,115861495.84,0,6023434.72,32359107.37,24540526.84,99217971.55,38172881.75,54730967.99,39694397.87,29542792.86,13585526.31,38255574.85,48595548.5,61704390.81,0,0,0,2.61,5.1,8.49,16.25,4.7,2.61,2.61,1.65,0,2.61,7.36,14.94,12.2,0.87,23.74,81.28,7.82,50.04,6.54,16.27,42.06,61.53,14.65,8.23,2.36,0,13.24,0,2.98,13.93,11.63,71.46,0,3.71,19.96,15.14,61.19,23.54,33.76,24.48,18.22,8.38,23.59,29.97,38.06,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4264,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1517,"overall","35-54","2020-05-03",72,2180529.85,0,0,0,2.86,1.43,14.08,12.86,7.14,4.29,1.43,2.82,0,1.43,9.86,6.94,11.11,33.33,22.86,69.44,2.9,35.21,2.86,14.29,38.03,56.94,16.67,4.17,2.78,0,19.44,0,4.17,5.56,15.28,75,0,2.78,20.83,20.83,55.56,11.11,45.83,20.83,22.22,9.72,19.44,27.78,43.06,0,0,0,8096640.21,4233340.09,29681215.16,32942241.16,11197686.53,6533219.23,4233340.09,11576857.48,0,4233340.09,30963275.62,28556669.63,35438934.43,1411113.36,43557333.64,166697568.54,3676693.05,96512415.97,11948593.25,32676121.21,80866535.73,128634963.6,43819489.86,4890300.79,3823073.67,0,36885157.21,0,7637498.75,20033191.04,30805300.95,159576994.38,0,4975761.3,56449622.64,46134422.54,110493178.64,37290692.39,104002372.55,36916335.35,39843584.83,15401414.62,44999729.05,63778389.63,93873451.82,0,0,0,3.71,1.94,13.61,15.11,5.14,3,1.94,5.31,0,1.94,14.2,13.1,16.25,0.65,19.98,76.45,1.69,44.26,5.48,14.99,37.09,58.99,20.1,2.24,1.75,0,16.92,0,3.5,9.19,14.13,73.18,0,2.28,25.89,21.16,50.67,17.1,47.7,16.93,18.27,7.06,20.64,29.25,43.05,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",4265,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1517,"overall","overall","2020-05-03",103,3189096.25,0,0,0,3.96,2.97,15.69,10.89,6.93,2.97,0.99,2.94,0,2.97,11.76,5.83,7.77,33.33,20,67.65,3.03,36.63,2,14,36.63,57.28,12.62,6.8,2.91,0,17.48,0,3.03,8.08,18.18,70.71,0,3.03,19.19,18.18,59.6,10.68,38.83,25.24,21.36,6.8,19.42,27.18,42.72,0,0,0,14028250.66,11235341.61,53705307.15,36957704.91,25293778.85,6533219.23,4233340.09,14544647.81,0,10164950.54,46467766.74,30372557.93,35438934.43,1411113.36,56493136.9,232034094.78,12683118.83,131672619.59,11948593.25,49945056.94,111242478.97,185951328.2,45212590.61,13339411.03,10278055.22,0,54318197.62,0,7637498.75,30760322.68,55107027.9,213664928.4,0,6023434.72,70934986.4,64753391.65,165457964.97,44612776.44,123811407.97,83469313.29,55276280.05,15401414.62,75890964.64,90526480.59,125350917.89,0,0,0,4.4,3.52,16.84,11.59,7.93,2.05,1.33,4.56,0,3.19,14.57,9.52,11.11,0.44,17.71,72.76,3.98,41.29,3.75,15.66,34.88,58.31,14.18,4.18,3.22,0,17.03,0,2.39,9.65,17.28,67,0,1.89,22.24,20.3,51.88,13.99,38.82,26.17,17.33,4.83,23.8,28.39,39.31,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",7522,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1517,"female","overall","2020-05-04",55,1781340.35,0,0,0,1.85,3.7,18.52,9.26,1.85,1.85,3.7,1.85,0,5.56,11.11,5.45,5.45,0,18.87,75.93,1.89,37.74,3.77,18.52,32.73,63.64,18.18,5.45,0,1.82,10.91,1.82,1.82,18.18,25.45,52.73,1.82,3.64,21.82,23.64,49.09,9.09,47.27,25.45,18.18,10.91,14.55,34.55,40,0,0,0,2965261.31,9203683.94,33491871.36,17649000.63,3592067.47,2965261.31,5561042.12,6738652.88,0,13238446.85,14633600.96,6763561.6,8360871.61,0,37158192.45,130103157.9,2595780.81,66010136.08,6020784.58,35358467.28,63044975.57,116662917.46,29217625.06,15243732.92,0,1427118.01,15582641.19,1742392.23,3550091.89,34010182.21,42197904.92,96633463.39,3550091.89,3169510.23,43788027.93,37993000.16,89633404.42,19036410.77,90623353.89,33074600.93,35399669.04,18856753.48,27718810.03,63136626.46,68421844.66,0,0,0,1.66,5.17,18.8,9.91,2.02,1.66,3.12,3.78,0,7.43,8.21,3.8,4.69,0,20.86,73.04,1.46,37.06,3.38,19.85,35.39,65.49,16.4,8.56,0,0.8,8.75,0.98,1.99,19.09,23.69,54.25,1.99,1.78,24.58,21.33,50.32,10.69,50.87,18.57,19.87,10.59,15.56,35.44,38.41,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7523,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1517,"overall","35-54","2020-05-04",51,1785180.59,0,0,0,2,0,14,6,2,0,0,0,0,6,8,0,1.96,NA,28.57,74,0,38.78,8.16,16,37.25,62.75,17.65,3.92,0,3.92,11.76,1.96,1.96,13.73,17.65,64.71,1.96,3.92,15.69,23.53,54.9,15.69,37.25,29.41,17.65,11.76,11.76,41.18,35.29,0,0,0,3151856.83,0,23182320.92,6840156.61,3592067.47,0,0,0,0,6919682.36,10464261.37,0,2965261.31,0,53610491.38,117011681.74,0,66938349.68,15056309.22,28651631.48,74323673.28,102358777.42,27503364.28,9642826.92,0,3633804.63,35379285.49,1742392.23,3550091.89,18258403.11,22699127.58,132268043.93,3550091.89,3169510.23,28779445.94,34995037.62,108023973.05,34115280.45,76425561.33,37054987.78,30922229.17,17186067.88,24335181.14,86845954.14,50150855.57,0,0,0,1.77,0,12.99,3.83,2.01,0,0,0,0,3.88,5.86,0,1.66,0,30.03,65.55,0,37.5,8.43,16.05,41.63,57.34,15.41,5.4,0,2.04,19.82,0.98,1.99,10.23,12.72,74.09,1.99,1.78,16.12,19.6,60.51,19.11,42.81,20.76,17.32,9.63,13.63,48.65,28.09,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",7524,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1517,"overall","overall","2020-05-04",97,3457395.44,1.04,0,1.04,2.08,2.08,19.79,9.38,2.08,2.08,2.08,3.12,1.04,6.25,12.5,5.15,4.17,0,26.88,72.34,3.23,37.63,6.45,17.02,41.05,52.58,19.59,5.15,0,2.06,15.46,1.1,2.2,18.68,26.37,51.65,1.1,2.2,25.27,23.08,48.35,12.37,35.05,27.84,18.56,8.25,14.43,29.9,41.24,8727619.41,0,8727619.41,6117118.14,9203683.94,65635058.05,30483347.04,12319686.88,11692880.72,5561042.12,18976158.64,8727619.41,25293681.15,36455254.65,17752362.78,11512728.44,0,88135411.48,237200536.9,14288661.53,119041418.9,20636883.15,61064441.77,145398335.01,171857657.52,61835754.14,21594026.16,0,3633804.63,72622477.11,1742392.23,12277711.29,52999472.5,75392485.83,187252251.42,3550091.89,3169510.23,91652747.04,63331776.36,167960187.75,52338525.51,130582863.61,76298411.31,70444512.84,25343275.74,63061604.83,107618250.73,133641181.98,2.52,0,2.52,1.77,2.66,18.98,8.82,3.56,3.38,1.61,5.49,2.52,7.32,10.54,5.13,3.33,0,25.49,68.61,4.13,34.43,5.97,17.66,42.05,49.71,17.89,6.25,0,1.05,21,0.5,3.55,15.33,21.81,54.16,1.03,0.92,26.51,18.32,48.58,15.14,37.77,22.07,20.38,7.33,18.24,31.13,38.65,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",10866,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1517,"female","overall","2020-05-05",60,1830868.18,3.39,1.69,3.39,8.47,1.69,27.12,15.25,10.17,8.47,1.69,5.08,1.69,3.39,13.56,1.67,10,50,21.05,66.1,3.51,35.59,6.9,10.34,41.67,63.33,15,3.33,1.67,1.67,15,1.67,3.33,13.33,21.67,60,1.67,3.33,13.33,28.33,53.33,11.67,36.67,26.67,25,3.33,16.67,28.33,51.67,12172734.53,1730577.6,12172734.53,10308641.01,1730577.6,62971982.22,20770924.13,16377737.73,20581794.56,1730577.6,13178690.74,1730577.6,4688777.39,21322306.97,2625334.22,16098691.64,3576302.33,25390003.56,114800618.72,5204319.39,57976566.56,8405724.45,23624503,78555385.83,123007839.91,20006706.42,4200324.64,10442156.93,1730577.6,23699212.04,3123724.54,3098844.51,24793352.81,37609345.35,114461550.33,1730577.6,4854302.14,28449896.53,44680658.55,103371382.72,24687207.22,54458138.93,47508882.3,56432589.09,3461155.21,28157791.62,57817673.58,93650197.13,6.65,0.95,6.65,5.63,0.95,34.39,11.34,8.95,11.24,0.95,7.2,0.95,2.56,11.65,1.43,8.79,1.95,13.87,62.7,2.84,31.67,4.59,12.9,42.91,67.19,10.93,2.29,5.7,0.95,12.94,1.71,1.69,13.54,20.54,62.52,0.95,2.65,15.54,24.4,56.46,13.48,29.74,25.95,30.82,1.89,15.38,31.58,51.15,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10867,"Kazakhstan","KAZ","Almaty","KAZ.1_1",1517,"overall","35-54","2020-05-05",62,1875147.73,1.67,1.67,1.67,9.84,1.67,20,16.67,11.67,8.33,1.67,1.67,1.67,5,11.67,0,8.06,0,38.98,74.19,5.08,41.94,6.67,13.33,53.23,61.29,12.9,4.84,3.23,1.61,16.13,1.61,1.61,6.45,20.97,69.35,1.61,3.23,8.06,27.42,59.68,6.45,38.71,22.58,32.26,4.84,19.35,24.19,51.61,1730577.6,1730577.6,1730577.6,11582616.52,1730577.6,25263135.56,22990129.27,38341570.18,16876063.56,1730577.6,1368266.91,1730577.6,9835270.45,18925688.86,0,15243095.78,0,53573551.19,143207404.06,6715273.5,85106857.08,8405724.45,27037214.5,100653128.18,106448001.59,17705386.78,26365931.7,9073956.63,1730577.6,26190918.95,3123724.54,1730577.6,8454636.25,56679540.28,117526294.57,1730577.6,4854302.14,13092860.86,68195469.15,99641563.48,11475163.38,60809876.51,43329363.01,71900370.34,4972109.31,40829136.6,45194509.74,96519017.59,0.92,0.92,0.92,6.18,0.92,13.47,12.26,20.45,9,0.92,0.73,0.92,5.25,10.09,0,8.13,0,28.57,76.37,3.58,45.39,4.48,14.42,53.68,56.77,9.44,14.06,4.84,0.92,13.97,1.67,0.92,4.51,30.23,62.68,0.92,2.59,6.98,36.37,53.14,6.12,32.43,23.11,38.34,2.65,21.77,24.1,51.47,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
