"","X","country_agg","GID_0","region_agg","GID_1","country_region_numeric","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",1212,"Venezuela","VEN","Distrito Capital","VEN.11_1",3649,"overall","overall","2020-05-01",57,3227778.08,1.75,1.75,1.75,8.77,10.53,8.77,17.54,7.02,5.26,7.02,0,5.26,1.75,19.3,1.75,1.75,NA,19.64,61.4,3.57,23.21,0,19.64,45.61,77.19,8.77,0,0,0,12.28,3.57,1.79,17.86,23.21,53.57,1.79,3.57,12.5,33.93,48.21,31.58,36.84,17.54,12.28,50.88,24.56,14.04,8.77,6221665.72,6221665.72,6221665.72,22923416.65,45635916.17,28675743.56,57505753.45,21949814.2,15550070.53,33821367.05,0,17804594.41,6221665.72,48759384.37,6099751.1,8989567.88,0,72334376.27,193130577.07,6630019.6,82838134.85,0,54808158.19,150858943.83,245488465.68,38740771.18,0,0,0,33608661.72,8404055.46,6099751.1,78040883.86,67520221.93,157772986.24,6221665.72,10132661.02,41339251.2,106625241.54,153519079.11,103621312.71,121281065.4,52155158.95,40780361.53,172516978.49,76448527.65,42477411.65,26394980.8,1.93,1.93,1.93,7.1,14.14,8.88,17.82,6.8,4.82,10.48,0,5.52,1.93,15.11,1.89,2.79,0,22.41,59.83,2.05,25.66,0,16.98,46.74,76.05,12,0,0,0,10.41,2.6,1.89,24.18,20.92,48.88,1.93,3.14,12.81,33.03,47.56,32.1,37.57,16.16,12.63,53.45,23.68,13.16,8.18,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2428,"Venezuela","VEN","Distrito Capital","VEN.11_1",3589,"overall","overall","2020-05-02",57,3562341.51,0,0,0,1.79,1.79,7.14,8.93,1.79,7.14,1.79,0,0,3.57,8.93,0,8.93,NA,12.73,54.39,9.09,18.18,0,14.55,32.14,75.44,1.75,0,1.75,1.75,15.79,1.85,7.41,18.52,14.81,57.41,0,3.7,22.22,24.07,50,38.6,45.61,3.51,7.02,47.37,28.07,14.04,5.26,0,0,0,7902231.19,1487991.06,24646700.51,31064504.93,4098593.31,27941919.15,7831959.6,0,0,19420715.72,31941801,0,34174072.61,0,34659446.64,164706490.64,24090166.45,74035260.99,0,35490330.29,98411535.36,244802833.27,8785594.73,0,3013358.1,13462935.66,75343474.26,2884527.29,26754811.98,69161967.88,49719482.46,189362402.96,0,25382003.85,79752108.66,82165696.03,150583384.04,122477188.17,173982761.06,9675588.92,31747654.43,163372004.36,103439493.42,56355299.53,14716395.26,0,0,0,2.22,0.42,6.92,8.72,1.15,7.84,2.2,0,0,5.45,8.97,0,9.59,0,9.73,46.24,6.76,20.78,0,9.96,27.63,68.72,2.47,0,0.85,3.78,21.15,0.81,7.51,19.41,13.96,53.16,0,7.13,22.39,23.07,42.27,34.38,48.84,2.72,8.91,45.86,29.04,15.82,4.13,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",5554,"Venezuela","VEN","Distrito Capital","VEN.11_1",3589,"female","overall","2020-05-03",69,2191955.11,0,0,0,4.35,4.35,17.39,11.59,13.04,7.25,1.45,5.8,0,5.8,36.23,1.45,7.25,33.33,7.25,54.41,1.47,26.47,1.47,13.24,31.88,72.46,10.14,0,1.45,0,15.94,7.25,7.25,13.04,30.43,42.03,2.9,10.14,13.04,36.23,37.68,34.78,43.48,13.04,8.7,47.83,30.43,11.59,10.14,0,0,0,8360177.21,8066594.31,24351118.87,19466576.67,18349143.27,13926302.12,563166.98,7145925.03,0,4286540.52,62291984.47,3275229.11,21084056.46,2937193.86,24669405.91,136997742.33,1497673.26,52537790.9,2646697.65,33456147.8,66995304.05,163927243.52,17390191.64,0,2646697.65,0,35231377.8,18975987.86,11122269.36,28563195.42,72442631.61,88091426.37,3458084.35,16979037.65,31085952.22,85398070.28,82274366.11,68427928.69,102388617.59,22052580.67,26326383.67,106613445.84,64687917.77,15023566.83,32870580.17,0,0,0,3.81,3.68,11.11,8.88,8.37,6.35,0.26,3.26,0,1.96,28.42,1.49,9.62,1.34,11.25,62.5,0.68,23.97,1.21,15.26,30.56,74.79,7.93,0,1.21,0,16.07,8.66,5.07,13.03,33.05,40.19,1.58,7.75,14.18,38.96,37.53,31.22,46.71,10.06,12.01,48.64,29.51,6.85,15,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",5555,"Venezuela","VEN","Distrito Capital","VEN.11_1",3589,"overall","18-34","2020-05-03",55,1444132.23,0,0,0,5.45,3.64,23.64,20,14.55,7.27,1.82,5.45,0,10.91,41.82,5.56,10.91,40,18.52,40.74,0,26.42,5.66,16.98,38.18,72.73,14.55,1.82,1.82,0,9.09,3.64,9.09,16.36,25.45,45.45,1.82,18.18,18.18,36.36,25.45,34.55,40,16.36,9.09,47.27,29.09,14.55,9.09,0,0,0,3303596.7,5129400.45,27344620.22,29459540.84,15231678.66,10418903.26,563166.98,4045796.9,0,7345154.69,50181920.98,6864085.08,11888559.17,7362088.89,32810975.91,70779380.95,0,43908928.67,8461472.41,30793937.82,55438973.51,107703302.36,21314466.34,4424895.03,2646697.65,0,8323861.7,3458084.35,11122269.36,20336784.18,44265865.6,65230219.6,563166.98,24253364.29,25799026.23,54029183.62,39768481.96,47028601.64,56496002.51,26893815.41,13994803.53,70398967.45,43500548.37,20782659.59,9731047.67,0,0,0,2.29,3.55,18.93,20.4,10.55,7.21,0.39,2.8,0,5.09,34.75,4.75,8.23,5.1,22.72,49.01,0,30.41,5.86,21.32,38.39,74.58,14.76,3.06,1.83,0,5.76,2.39,7.7,14.08,30.65,45.17,0.39,16.79,17.86,37.41,27.54,32.57,39.12,18.62,9.69,48.75,30.12,14.39,6.74,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5556,"Venezuela","VEN","Distrito Capital","VEN.11_1",3589,"overall","overall","2020-05-03",129,4272763.85,0,0,0,4.69,2.34,14.73,10.94,10.16,4.69,0.78,4.69,1.56,7.03,25.58,3.91,7.75,40,21.88,55.47,1.59,29.13,4.8,21.43,39.06,68.22,10.85,0.78,2.33,0.78,13.18,4.13,4.96,12.4,29.75,48.76,2.48,8.26,13.22,34.71,41.32,31.78,38.76,13.95,9.3,46.51,27.91,10.85,8.53,0,0,0,12678126.9,8066594.31,42469498.86,47050724.46,47208110.56,14343403.36,563166.98,9231760.71,1385330.41,20445612.4,96734986.09,11386345.16,31010805.5,7362088.89,91945980.72,266107159.88,3404615.46,110700524.15,16625847.38,98998190.01,151848255.48,284463282.19,42639162.2,4424895.03,8671464.78,2038932.91,57047049.06,18975987.86,15227428.21,44206401.09,121501322.9,192263936.62,7563243.2,24253364.29,51333526.99,138076907.83,170948034.36,120864720.36,176100506.07,51069253.29,44140596.96,204308657.06,99052575.45,33329282.37,55484561.79,0,0,0,2.97,1.89,9.94,11.01,11.05,3.36,0.13,2.16,0.32,4.79,22.64,2.66,7.26,1.72,21.52,62.28,0.8,25.91,3.89,23.17,35.54,66.58,9.98,1.04,2.03,0.48,13.35,4.44,3.56,10.35,28.44,45,1.77,5.68,12.01,32.32,40.01,28.29,41.21,11.95,10.33,47.82,23.18,7.8,12.99,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",5557,"Venezuela","VEN","Miranda","VEN.16_1",3594,"overall","overall","2020-05-03",56,2137274.15,1.79,1.79,3.57,5.36,3.57,14.29,17.86,12.5,7.14,3.57,3.57,1.79,8.93,17.86,8.93,3.77,0,5.36,62.5,3.57,19.64,5.36,12.5,23.21,78.57,5.36,1.79,1.79,1.79,10.71,3.57,7.14,21.43,19.64,48.21,7.14,5.36,23.21,21.43,42.86,42.86,35.71,8.93,12.5,50,32.14,12.5,5.36,8100284.03,8100284.03,12516070.76,10672351.4,11037477.89,31864509.59,33020704.46,31131246.88,22709096.75,10995201.41,12708079.85,8100284.03,24962291.53,44493202.05,19357550.41,2654759.66,0,12278193.4,125775596.39,9872739.95,44640591.53,14480535.77,28481320.91,50687347.05,156523799.95,7590893.72,3100128.13,5675144.43,8100284.03,32737164.27,11037477.89,14539919.47,44791453.07,35822025.95,107536538.15,13710940.69,15531137.85,40209797.68,46437245.49,97838292.82,76446804.63,77175270.12,22260351.67,37844988.11,96177458.41,75080531.13,32574872.82,9894552.17,3.79,3.79,5.86,4.99,5.16,14.91,15.45,14.57,10.63,5.14,5.95,3.79,11.68,20.82,9.06,1.24,0,5.74,58.85,4.62,20.89,6.78,13.33,23.72,73.24,3.55,1.45,2.66,3.79,15.32,5.16,6.8,20.96,16.76,50.31,6.42,7.27,18.81,21.73,45.78,35.77,36.11,10.42,17.71,45,35.13,15.24,4.63,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",8900,"Venezuela","VEN","Carabobo","VEN.7_1",3585,"overall","overall","2020-05-04",51,832919.54,0,0,0,5.88,0,5.88,7.84,3.92,1.96,0,1.96,0,1.96,15.69,0,2,NA,23.53,66.67,1.96,39.22,3.92,17.65,40,74.51,5.88,1.96,1.96,0,11.76,4.26,4.26,12.77,19.15,59.57,4.26,8.51,12.77,27.66,46.81,43.14,33.33,7.84,7.84,54.9,17.65,11.76,7.84,0,0,0,2204012.79,0,4880815.08,2988801.29,1226006.88,3003731.12,0,2715802.08,0,980178.99,13576544.07,0,1330673.36,0,19346993.41,54464165.04,489061.18,34553209.59,3325590.4,14788500.74,33544564.76,59795037.31,2847326.38,2265979.94,476984.42,0,12802375.91,1947895.48,3875234.31,10857085.75,13172713.85,47255566.28,1947895.48,6397775.77,9283307.36,27746042.03,31733475.03,29656423.38,26780771.98,9476898.9,11194401.41,38105304.81,17556278.43,11246170.57,10200741.87,0,0,0,2.65,0,5.86,3.59,1.47,3.61,0,3.26,0,1.18,16.3,0,1.6,0,23.23,65.39,0.59,41.48,3.99,17.76,40.27,71.79,3.42,2.72,0.57,0,15.37,2.34,4.65,13.03,15.82,56.73,2.34,7.68,11.15,33.31,38.1,35.61,32.15,11.38,13.44,45.75,21.08,13.5,12.25,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8901,"Venezuela","VEN","Distrito Capital","VEN.11_1",3589,"female","overall","2020-05-04",57,1913064.27,0,0,1.75,7.14,1.79,5.36,15.79,16.07,5.36,0,7.14,1.79,7.14,24.56,1.75,3.51,100,14.55,55.36,0,28.07,3.57,14.29,33.33,80.7,1.75,3.51,0,1.75,12.28,1.75,8.77,15.79,26.32,47.37,5.26,7.02,17.54,31.58,38.6,35.09,42.11,12.28,10.53,50.88,15.79,10.53,22.81,0,0,3532741.96,6117787.99,4992455.92,5132587.19,21638492.11,18623489.54,10626784.37,0,6504597.29,3683975.64,9928275.18,38024290.19,1596334.22,4444910.36,1889566.12,30845078.61,105389474.57,0,57678269.76,3149552.92,28546258.86,72021839.07,156609716.38,2418639.75,10514873.42,0,1399566.28,20363630.91,1439084.28,11409392.36,30294410.59,54239046.31,93924493.21,4749437,9066797.13,28034546.98,74708153.46,74747492.18,65426126.67,78204244.19,21246326.77,26429729.11,98000601.46,26373349.25,23552130.18,43380345.86,0,0,1.85,3.2,2.61,2.68,11.31,9.73,5.55,0,3.4,1.93,5.19,19.88,0.83,2.32,0.99,16.12,55.09,0,30.15,1.65,14.92,37.65,81.86,1.26,5.5,0,0.73,10.64,0.75,5.96,15.84,28.35,49.1,2.48,4.74,14.65,39.05,39.07,34.2,40.88,11.11,13.82,51.23,13.79,12.31,22.68,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",8902,"Venezuela","VEN","Distrito Capital","VEN.11_1",3589,"male","overall","2020-05-04",67,2045011.84,2.99,2.99,4.48,14.93,7.46,11.94,17.91,10.45,7.46,5.97,5.97,0,10.45,20.9,1.49,18.18,20,21.54,71.21,7.69,29.23,10.77,21.21,51.52,76.12,8.96,0,1.49,1.49,11.94,4.48,7.46,7.46,23.88,56.72,7.46,2.99,13.43,13.43,62.69,25.37,41.79,14.93,17.91,26.87,29.85,22.39,19.4,5364605.48,5364605.48,7651993.68,26674622.59,12879155.64,18272275.13,28166978.16,14647473.42,14671711.4,8188330.92,12260707.04,0,21018752.01,35315966.18,1691951.83,34396293.37,1962655.61,45287118.96,152273469.65,16121585.97,64836496.61,20450841.75,48646038.44,99605898.22,149055352.28,18838203.09,0,3656372.09,4054651.82,28896604.22,5288661.54,16594621.67,18174419.85,47343244.58,117100235.87,15176843.04,4255584.78,25352584.26,27661724.99,132054446.44,58827219.59,75970142.77,22858055.75,46845765.4,57164362.44,50873087.96,45274036.01,49887942.81,2.62,2.62,3.74,13.04,6.3,8.94,13.77,7.16,7.17,4,6,0,10.28,17.27,0.83,16.82,0.96,22.15,74.46,7.88,31.7,10,23.79,48.71,72.89,9.21,0,1.79,1.98,14.13,2.59,8.11,8.89,23.15,57.26,7.42,2.08,12.4,13.53,64.57,28.77,37.15,11.18,22.91,27.95,24.88,22.14,24.39,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",8903,"Venezuela","VEN","Distrito Capital","VEN.11_1",3589,"overall","overall","2020-05-04",135,4322665.57,1.48,1.48,2.96,11.19,5.22,10.45,16.3,12.69,5.97,3.73,5.97,0.75,8.96,21.48,2.22,10.61,33.33,20.63,64.57,4.76,28.35,7.14,19.69,42.97,72.59,5.93,1.48,0.74,1.48,11.85,3.15,7.87,11.81,24.41,52.76,6.3,4.72,15.75,22.05,51.18,27.41,39.26,14.07,13.33,35.56,22.22,15.56,20,5364605.48,5364605.48,11184735.63,35344138.3,19681819.1,32760858.44,53338212.23,37284009.6,25298495.77,11614133.21,18765304.33,3683975.64,34479769.15,76872998.33,5098493.58,38841203.73,3852221.73,90028175.62,271665861.92,19161139.43,126527813,23600394.67,87182168.37,179058359.59,309082644.32,25269889.48,10514873.42,3656372.09,5454218.11,51811962.86,6727745.82,28004014.03,52481877.08,101582290.89,216994032.46,19926280.04,13322381.92,57400177.87,104921606.17,210219514.28,124253346.26,157591962.62,50669156.88,73275494.52,159178010.53,80664012.87,68826166.19,95820016.4,1.24,1.24,2.59,8.18,4.55,7.58,12.34,8.63,5.85,2.69,4.34,0.85,7.98,17.78,1.18,8.99,0.89,20.83,62.85,4.43,29.27,5.46,20.17,41.42,71.5,5.85,2.43,0.85,1.26,11.99,1.56,6.48,12.14,23.5,50.2,4.61,3.08,13.28,24.27,48.63,28.74,36.46,11.72,16.95,36.82,18.66,15.92,22.17,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
