"","X","country_agg","GID_0","region_agg","GID_1","country_region_numeric","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",4566,"Myanmar","MMR","Mandalay","MMR.8_1",2036,"overall","overall","2020-05-03",57,3682319.8,3.77,3.77,3.77,5.66,3.77,5.66,7.55,12.96,9.26,1.89,5.56,1.89,11.11,14.81,12.73,10.71,50,28.85,43.14,11.76,17.65,3.92,9.43,26.42,50.88,14.04,1.75,1.75,0,22.81,1.96,5.88,21.57,25.49,45.1,2.04,4.08,24.49,22.45,46.94,26.32,29.82,21.05,8.77,7.02,21.05,35.09,22.81,8336459.8,8336459.8,8336459.8,13561578.79,5492474.11,14633181.02,12847165.24,16520350.69,19212480.57,3330916.69,6676622.92,3330916.69,39546766.09,52616377.14,43907098.43,49317871.62,12830739.85,94684420.16,130275938.66,37627689.84,28516627.17,8160853.6,33272615.99,71045332.18,160973208.49,70492822.47,21754241.56,2044380.42,0,91991772.06,2044380.42,34834529.83,54405341.81,93204880.92,160583095.5,2044380.42,31872357.08,57463425.44,69721419.22,178595349.2,91946894.68,140440774.49,64123533.86,43185728.32,18137151.14,108916060.77,106281086.29,106362633.17,2.26,2.26,2.26,3.68,1.49,3.97,3.49,4.49,5.22,0.9,1.81,0.9,10.74,14.29,11.92,13.39,3.48,25.71,35.38,10.22,7.74,2.22,9.04,19.29,43.72,19.14,5.91,0.56,0,24.98,0.56,9.46,14.77,25.31,43.61,0.56,8.66,15.61,18.93,48.5,24.97,38.14,17.41,11.73,4.93,29.58,28.86,28.88,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",4567,"Myanmar","MMR","Yangon","MMR.15_1",2043,"female","18-34","2020-05-03",55,2255602.76,1.82,1.82,1.82,3.64,7.27,3.64,9.09,5.45,5.45,7.27,0,0,9.09,14.55,1.82,5.56,0,21.82,40,14.55,20,0,3.64,21.82,65.45,12.73,0,0,1.82,20,0,1.82,14.55,30.91,52.73,0,3.64,16.36,23.64,56.36,27.27,36.36,21.82,14.55,5.45,18.18,38.18,38.18,4525022.96,4525022.96,4525022.96,8696912.91,12574642.3,5668206.11,15193923.72,10874646.04,8415795.52,19928671.62,0,0,22010595.81,53273435.38,2927231.88,11874788.26,0,46039874.54,73398436.77,20508849.96,39609371.95,0,5057602.51,44503044.98,133077564.91,26641528.9,0,0,9301385.16,56539797.09,0,2029579.19,30568037.75,62046260.9,130916398.21,0,4956811.08,31601899.14,68268381.86,120733183.98,68265503.32,74616509.61,42778599.07,39899664.04,6660287.93,40869597.45,89868284.36,88162106.32,2.01,2.01,2.01,3.86,5.57,2.51,6.74,4.82,3.73,8.84,0,0,9.76,23.62,1.3,5.26,0,20.41,32.54,9.09,17.56,0,2.24,19.73,59,11.81,0,0,4.12,25.07,0,0.9,13.55,27.51,58.04,0,2.2,14.01,30.27,53.53,30.26,33.08,18.97,17.69,2.95,18.12,39.84,39.09,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",4568,"Myanmar","MMR","Yangon","MMR.15_1",2043,"female","overall","2020-05-03",76,3524174.33,1.33,1.33,1.33,5.26,5.33,2.67,9.21,4,5.33,5.33,0,1.32,6.67,13.33,2.63,4.05,0,18.42,36.84,10.53,19.74,0,2.63,19.74,68.42,9.21,0,0,1.32,21.05,1.32,2.63,14.47,32.89,48.68,0,5.26,13.16,28.95,52.63,31.58,35.53,22.37,10.53,3.95,15.79,42.11,38.16,4525022.96,4525022.96,4525022.96,19518958.41,12574642.3,5668206.11,26195062.28,10874646.04,11215878.54,19928671.62,0,8201055.54,22010595.81,58975406.46,8776302.91,11874788.26,0,58812770.81,108266435.23,20508849.96,70413453.62,0,5057602.51,63812867.99,219643862.56,26641528.9,0,0,9301385.16,96830656.43,2620989.96,3149726.38,60673772.66,116509356.38,169463587.66,0,8697948.23,40903284.3,140430790.92,162385409.6,116126246.23,123029821.09,73361701.68,39899664.04,6660287.93,51291129.8,163867241.4,130598773.92,1.28,1.28,1.28,5.54,3.57,1.61,7.43,3.09,3.18,5.65,0,2.33,6.25,16.73,2.49,3.37,0,16.69,30.72,5.82,19.98,0,1.44,18.11,62.32,7.56,0,0,2.64,27.48,0.74,0.89,17.22,33.06,48.09,0,2.47,11.61,39.85,46.08,32.95,34.91,20.82,11.32,1.89,14.55,46.5,37.06,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4569,"Myanmar","MMR","Yangon","MMR.15_1",2043,"male","18-34","2020-05-03",87,1529893.44,1.16,1.16,1.16,8.14,3.49,5.81,6.98,15.12,5.81,5.81,2.33,1.16,10.47,15.12,13.79,5.75,50,29.07,43.02,20,24.42,3.53,8.24,25.29,56.32,21.84,5.75,1.15,1.15,13.79,3.49,3.49,12.79,23.26,56.98,4.65,4.65,15.12,26.74,48.84,37.93,25.29,27.59,8.05,6.9,17.24,42.53,33.33,1455912.45,1455912.45,1455912.45,14874807.15,4444947.66,7612500.69,12474905.62,26947328.51,10325882.92,6754463.44,1961554.52,1455912.45,18396100.01,20205144.78,16231158.96,7463507.1,1455912.45,48154008.81,65180186.31,22448630.84,41921001.47,5174950.54,19752053.53,33032690.25,79295789.78,45850069.34,5190256.55,517580.34,1455912.45,20679735.87,3100000.2,5495282.1,21241370.62,38618265.62,83164440.35,4395719.38,6713812.51,18428092.46,48890700.5,73191034.03,53973975.82,39849777.38,47256338.47,10539267.22,10507682.32,30734041.78,79372146.39,32375473.84,0.95,0.95,0.95,9.72,2.91,4.98,8.15,17.61,6.75,4.41,1.28,0.95,12.02,13.21,10.61,4.88,0.95,31.48,42.6,14.67,27.4,3.38,12.91,21.59,51.83,29.97,3.39,0.34,0.95,13.52,2.03,3.59,13.88,25.24,54.36,2.87,4.39,12.05,31.96,47.84,35.28,26.05,30.89,6.89,6.87,20.09,51.88,21.16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",4570,"Myanmar","MMR","Yangon","MMR.15_1",2043,"male","35-54","2020-05-03",50,1489608.85,0,0,0,4,0,4.08,8,8,2,2,0,2,8,6,16,2,NA,25,48.98,12.24,16.67,0,2.08,20.41,54,26,8,0,2,10,0,0,12,28,60,0,0,22,18,60,32,28,30,10,6,12,46,36,0,0,0,4735172.94,0,5294724.09,7862579.09,11979606.14,2080093.45,5092984.33,0,867392.65,5196395.75,4271412.38,26341955.85,532370.13,0,39772970.18,81871536.75,32700795.01,29102406.74,0,4466648.08,25384498.93,83262147,41483046.1,7493249.4,0,772498.08,15949944.64,0,0,23100924.63,33201056.27,92658904.32,0,0,29278633.51,21393074.52,98289177.19,68253273.56,39364124.42,30785458.2,10558029.04,4085730.31,26987349.76,73897662.88,43990142.27,0,0,0,3.18,0,3.55,5.28,8.04,1.4,3.42,0,0.58,3.49,2.87,17.68,0.36,0,26.7,54.96,21.95,19.54,0,3,17.04,55.9,27.85,5.03,0,0.52,10.71,0,0,15.51,22.29,62.2,0,0,19.66,14.36,65.98,45.82,26.43,20.67,7.09,2.74,18.12,49.61,29.53,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",4571,"Myanmar","MMR","Yangon","MMR.15_1",2043,"male","overall","2020-05-03",146,3557814.66,0.69,0.69,0.69,6.25,2.76,4.93,6.94,11.81,4.17,4.17,1.4,1.39,9.03,11.11,14.38,4.79,66.67,27.27,43.36,16.9,20.42,2.13,5.67,22.76,53.42,22.6,6.16,0.68,1.37,15.07,2.76,2.07,11.72,25.52,57.93,2.78,2.78,17.36,22.92,54.17,36.3,25.34,28.08,8.9,6.85,15.07,43.15,34.25,1455912.45,1455912.45,1455912.45,19609980.09,8202487.17,12907224.78,20337484.71,38926934.66,12405976.37,11847447.77,1961554.52,2323305.1,23592495.76,24476557.16,46330654.32,11753416.75,5213451.97,98454067.76,159362961.65,68293821.88,71023408.21,5174950.54,24218701.61,62174728.69,173996036.6,100477511.46,12683505.95,517580.34,2228410.53,62120881.74,6857539.71,5495282.1,44342295.25,82257838.63,215458524.99,4395719.38,6713812.51,50633957.86,76173660.48,212736790.94,147809872.43,80835301.19,96242920.73,25765846.82,27737808.65,60462837.43,174398165.22,89425115.32,0.41,0.41,0.41,5.51,2.31,3.63,5.72,10.94,3.49,3.33,0.55,0.65,6.63,6.88,13.02,3.3,1.47,27.67,44.79,19.2,19.96,1.45,6.81,17.48,48.91,28.24,3.56,0.15,0.63,17.46,1.93,1.54,12.46,23.12,60.56,1.24,1.89,14.23,21.41,59.79,41.55,22.72,27.05,7.24,7.8,16.99,49.02,25.13,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",4572,"Myanmar","MMR","Yangon","MMR.15_1",2043,"overall","18-34","2020-05-03",142,3785496.2,1.42,1.42,1.42,6.38,4.96,4.96,7.8,11.35,5.67,6.38,1.42,0.71,9.93,14.89,9.15,5.67,33.33,26.24,41.84,17.86,22.7,2.14,6.43,23.94,59.86,18.31,3.52,0.7,1.41,16.2,2.13,2.84,13.48,26.24,55.32,2.84,4.26,15.6,25.53,51.77,33.8,29.58,25.35,10.56,6.34,17.61,40.85,35.21,5980935.41,5980935.41,5980935.41,23571720.06,17019589.96,13280706.8,27668829.33,37821974.55,18741678.44,26683135.06,1961554.52,1455912.45,40406695.82,73478580.16,19158390.84,19338295.36,1455912.45,94193883.34,138578623.07,42957480.81,81530373.42,5174950.54,24809656.05,77535735.23,212373354.69,72491598.23,5190256.55,517580.34,10757297.61,77219532.95,3100000.2,7524861.3,51809408.37,100664526.52,214080838.56,4395719.38,11670623.59,50029991.61,117159082.35,193924218.01,122239479.14,114466286.99,90034937.54,50438931.27,17167970.25,71603639.22,169240430.75,120537580.16,1.58,1.58,1.58,6.23,4.5,3.51,7.31,9.99,4.95,7.05,0.52,0.38,10.67,19.41,5.06,5.11,0.38,24.88,36.61,11.35,21.54,1.37,6.55,20.48,56.1,19.15,1.37,0.14,2.84,20.4,0.82,1.99,13.69,26.59,56.55,1.16,3.08,13.22,30.95,51.23,32.29,30.24,23.78,13.32,4.54,18.92,44.71,31.84,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",4573,"Myanmar","MMR","Yangon","MMR.15_1",2043,"overall","35-54","2020-05-03",68,2599083,0,0,0,5.88,0,3.03,8.82,5.97,2.99,1.49,0,2.94,5.97,7.46,13.24,1.47,NA,21.21,41.79,8.96,16.67,0,1.52,17.91,60.29,19.12,5.88,0,1.47,13.24,1.47,1.47,13.24,30.88,52.94,0,2.94,17.65,23.53,55.88,33.82,30.88,27.94,7.35,4.41,11.76,45.59,38.24,0,0,0,15557218.44,0,5294724.09,18863717.66,11979606.14,4880176.47,5092984.33,0,9068448.2,5196395.75,9973383.46,32191026.87,532370.13,0,52545866.46,107099110.7,32700795.01,52889509.78,0,4466648.08,42070876.05,160188020.14,41483046.1,7493249.4,0,772498.08,49971486.29,2620989.96,1120147.19,53206659.54,80647173.13,122313330.19,0,3741137.15,38580018.67,80269187.25,137317956.93,102827720.14,87777435.89,58745114.92,10558029.04,4085730.31,37408882.11,131986877.71,86426809.87,0,0,0,5.99,0,2.04,7.26,4.61,1.88,1.96,0,3.49,2,3.84,12.39,0.2,0,20.22,41.21,12.58,20.35,0,1.72,16.19,61.63,15.96,2.88,0,0.3,19.23,1.01,0.43,20.47,31.03,47.06,0,1.44,14.84,30.88,52.83,39.56,33.77,22.6,4.06,1.57,14.39,50.78,33.25,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",4574,"Myanmar","MMR","Yangon","MMR.15_1",2043,"overall","overall","2020-05-03",256,7914689.76,1.99,1.99,1.99,6.35,4.37,5.22,8.33,11.16,6.37,5.58,2.4,2.38,9.92,13.55,12.89,7.6,71.43,23.31,40.68,14.47,20.34,2.56,5.98,21.76,52.73,16.8,3.91,0.39,1.17,15.23,2.26,2.26,12.67,28.05,54.75,1.81,3.62,15.84,25.34,53.39,30.08,25,23.05,8.2,5.08,13.67,37.11,30.86,10384349.64,10384349.64,10384349.64,43532352.73,25180543.7,23884295.5,57902414.79,63988693.1,37592688.33,37084984,7542270.73,14927774.88,55240685.86,97528269.34,81371036.94,47003982.61,9616866.2,158817491.86,286317750.9,91500125.06,146692686.05,9606930.23,33703052.25,132777028.03,408280039.04,131464984.86,16301217.3,517580.34,11529795.69,159763452.47,9478529.67,8645008.49,105016067.91,198767195.01,384922112.65,4395719.38,15411760.74,91537242.16,217428295.92,375122200.53,263936118.66,203865122.28,170428466.94,65665510.87,34398096.58,112577811.75,338265406.62,220023889.24,1.31,1.31,1.31,5.5,3.18,3.02,7.32,8.08,4.75,4.69,0.95,1.89,6.98,12.32,10.28,5.94,1.22,20.07,36.18,11.56,18.53,1.21,4.26,16.78,51.59,16.61,2.06,0.07,1.46,20.19,1.2,1.09,13.27,25.11,48.63,0.56,1.95,11.57,27.47,47.4,33.35,25.76,21.53,8.3,4.35,14.22,42.74,27.8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",7838,"Myanmar","MMR","Mandalay","MMR.8_1",2036,"overall","overall","2020-05-04",53,2491958.05,2,2,4,8,1.96,4.08,8,2,1.96,4,2.04,1.96,5.88,5.88,16.98,7.84,NA,36,36.73,10,30.61,2.04,0,26,50.94,22.64,0,0,1.89,15.09,0,0,10.64,12.77,76.6,0,0,10.64,17.02,72.34,30.19,26.42,16.98,13.21,11.32,15.09,26.42,35.85,4911091.1,4911091.1,10237180.78,23821913.87,4911091.1,6820869.82,14964173.11,4911091.1,4911091.1,8275602.9,4911091.1,4911091.1,22194919.05,17772014.87,61714839.11,13712413.09,0,105455487.15,103276385.16,19601850.99,91192503.99,4591010.49,0,80103970.08,126102225.3,71023437.1,0,0,1953232.92,27507807.99,0,0,45265934.97,41718927.36,134817429.8,0,0,30308934.67,55087666.81,136405690.64,100212299.29,59445352.32,39675027.44,21160155.4,30477777.2,45688964.72,70427400.56,75208149.65,1.97,1.97,4.11,9.56,1.97,2.74,6,1.97,1.97,3.32,1.97,1.97,8.91,7.13,24.77,5.5,0,42.32,41.44,7.87,36.59,1.84,0,32.14,50.6,28.5,0,0,0.78,11.04,0,0,18.16,16.74,54.1,0,0,12.16,22.11,54.74,40.21,23.85,15.92,8.49,12.23,18.33,28.26,30.18,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
