"","X","country_agg","GID_0","region_agg","GID_1","country_region_numeric","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",62,"Bahrain","BHR","Central","BHR.2_1",333,"female","overall","2020-05-01",50,915339.84,0,2.08,4.17,10.42,8.33,26.53,18.75,8.33,6.12,8.16,6.25,0,8.33,36.73,4,4,NA,34,69.39,2.04,32.65,6.12,22.45,44,68,0,10,4,2,16,0,12,22,36,30,2,14,16,24,44,46,38,8,8,14,26,30,30,0,738504.73,1736152.38,8574222.59,3830187.06,13424154.93,11185055.42,6670792.98,2050107.38,3631635.89,5673145.34,0,3793818.51,35990632.3,1300747.86,4426235.66,0,39063304.6,79820039.09,17348929.17,37885432.29,19406595.3,34257807.45,30052959.47,75996238.98,0,8091014.75,1995295.29,1060018.49,4391416.22,0,5322087.99,10090075.31,37076937.1,39044883.33,997647.65,6682506.26,24752817.74,9817773.19,49283238.9,38906370.33,25220024.19,2714994.01,24692595.2,5287212.41,12194230.8,36609462.3,37443078.22,0,0.81,1.9,9.37,4.18,14.67,12.22,7.29,2.24,3.97,6.2,0,4.14,39.32,1.42,4.84,0,42.68,87.2,18.95,41.39,21.2,37.43,32.83,83.03,0,8.84,2.18,1.16,4.8,0,5.81,11.02,40.51,42.66,1.09,7.3,27.04,10.73,53.84,42.5,27.55,2.97,26.98,5.78,13.32,40,40.91,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",63,"Bahrain","BHR","Central","BHR.2_1",333,"male","overall","2020-05-01",57,1286877.77,0,0,0,5.36,0,8.93,7.14,12.5,7.14,0,3.57,0,7.14,14.29,3.51,0,NA,42.86,68.42,7.14,26.79,3.57,19.64,26.32,75.44,14.04,1.75,0,1.75,7.02,5.26,3.51,10.53,22.81,57.89,1.75,1.75,15.79,15.79,64.91,35.09,31.58,17.54,15.79,17.54,28.07,29.82,24.56,0,0,0,10115763,0,4758923.69,5941425.78,17176622.68,5612086.9,0,977400.8,0,17211114.01,24692115.37,2789468.66,0,0,51960734.87,79244676.51,19590571.37,36999186.71,17383810.73,42848818.51,27070387.63,89976291.56,21287286.69,1760146.36,0,4541177.57,11122875.29,4342568.5,1864919.69,7573976.42,10936211.57,103970101.29,498431.46,329729.5,11653979,31926648.93,84278988.59,31252915.5,26732473.69,23590431.04,47111957.24,18310391.24,44208446.13,21103979.86,45064960.24,0,0,0,7.86,0,3.7,4.62,13.35,4.36,0,0.76,0,13.37,19.19,2.17,0,0,40.38,61.58,15.22,28.75,13.51,33.3,21.04,69.92,16.54,1.37,0,3.53,8.64,3.37,1.45,5.89,8.5,80.79,0.39,0.26,9.06,24.81,65.49,24.29,20.77,18.33,36.61,14.23,34.35,16.4,35.02,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",64,"Bahrain","BHR","Central","BHR.2_1",333,"overall","18-34","2020-05-01",62,1114118.05,0,0,1.64,8.2,3.28,21.31,6.56,11.48,6.56,4.84,6.56,0,9.84,29.03,1.61,1.64,NA,40.98,57.38,5,36.67,5,20,38.71,66.13,6.45,6.45,3.23,3.23,14.52,1.61,8.06,17.74,29.03,43.55,1.61,8.06,22.58,19.35,48.39,37.1,35.48,16.13,11.29,17.74,32.26,27.42,22.58,0,0,997647.65,8943063.17,2094034.68,15526874.5,4356437.18,14838750.87,6593303.95,2893131.16,5966197.39,0,13396870.5,39124552.75,1060018.49,997647.65,0,46045152.56,71211789.31,12906931.37,44085295.59,18074988.64,39707406.71,37933187.32,65494485.04,19313103.48,7855865.82,1995295.29,5601196.06,11151859.64,1366488.23,4693280.93,13103816.83,12824185.26,79424034.07,997647.65,5149348.46,16693731.69,25530480.09,63040597.45,25910533.57,24494214.05,16130287.58,44876770.13,15873388.25,44660359.45,18052201.51,32825856.12,0,0,0.9,8.03,1.88,13.94,3.91,13.32,5.92,2.6,5.36,0,12.02,35.12,0.95,0.9,0,41.33,63.92,11.58,39.57,16.22,35.64,34.05,58.79,17.33,7.05,1.79,5.03,10.01,1.23,4.21,11.76,11.51,71.29,0.9,4.62,14.98,22.92,56.58,23.26,21.99,14.48,40.28,14.25,40.09,16.2,29.46,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",65,"Bahrain","BHR","Central","BHR.2_1",333,"overall","overall","2020-05-01",123,2408834.92,0,0.83,1.67,7.5,4.17,18.18,13.33,11.67,7.44,3.31,5.83,0,8.33,27.27,4.92,1.68,NA,38.14,68.64,4.27,29.06,5.13,20.51,36.44,69.11,7.32,4.88,1.63,1.63,10.57,2.65,7.96,15.04,29.2,45.13,1.77,8.85,15.04,18.58,55.75,36.59,32.52,12.2,10.57,14.63,24.39,27.64,25.2,0,738504.73,1736152.38,22118573.6,7258775.07,25585394.56,23531149.49,29271298.97,10346216.37,3631635.89,8459924.14,0,22146392.38,71362529.79,10165155.31,4426235.66,0,94520994.32,166884927.75,36939500.54,76837809.23,37602136.4,78434003.1,63706623.06,173703742.56,22284934.33,9851161.11,1995295.29,5601196.06,16511939.16,4342568.5,8184655.33,17664051.73,51179171.62,144991866.37,1496079.1,8821613.77,36406796.74,41744422.12,137893401.82,71397662.86,55857025.56,27303072.7,71804552.43,24595251.3,56643406.32,60879465.1,84244190.83,0,0.31,0.72,9.18,3.01,10.62,9.77,12.15,4.3,1.51,3.51,0,9.19,29.63,4.22,1.84,0,39.24,69.28,15.34,31.9,15.61,32.56,26.45,72.11,9.25,4.09,0.83,2.33,6.85,1.8,3.4,7.33,21.25,60.19,0.62,3.66,15.11,17.33,57.24,29.64,23.19,11.33,29.81,10.21,23.51,25.27,34.97,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1280,"Bahrain","BHR","Central","BHR.2_1",264,"overall","18-34","2020-05-02",60,1032513.07,0,0,0,11.86,3.39,15.25,22.03,13.56,8.47,0,8.47,1.69,6.78,18.64,3.33,8.33,100,35,58.33,6.67,31.67,0,21.67,35,65,11.67,5,3.33,3.33,11.67,1.69,5.08,11.86,38.98,42.37,0,8.47,22.03,27.12,42.37,43.33,38.33,11.67,5,21.67,33.33,21.67,23.33,0,0,0,13767455.6,3488829.9,11208219.28,17743219.15,11059343.08,4666068.14,0,5236109.99,1388610.32,5040495.98,10125128.09,7724247.9,24071708.8,3488829.9,35157887.76,67406904.33,15300726.18,32276885.43,0,36052131.88,36616159.74,61938475.41,6947657.09,14966267.26,2295833.6,7375069.98,9728003.38,1100724.89,3170138.61,6668188.6,47124012.48,44754375.79,0,4582322.07,17003541.02,37780705.83,43450871.46,43523529.89,42495536.32,12213799.49,4584574.67,37075336.66,24195767.03,13761608.03,28218595.01,0,0,0,13.33,3.38,10.86,17.18,10.71,4.52,0,5.07,1.34,4.88,9.81,7.48,23.31,3.38,34.05,65.28,14.82,31.26,0,34.92,35.46,59.99,6.73,14.49,2.22,7.14,9.42,1.07,3.07,6.46,45.64,43.35,0,4.44,16.47,36.59,42.08,42.15,41.16,11.83,4.44,35.91,23.43,13.33,27.33,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1281,"Bahrain","BHR","Central","BHR.2_1",264,"overall","overall","2020-05-02",101,3515741.36,0,0,0,12.24,3.06,17.35,18.37,13.27,8.08,1.02,6.12,1.02,7.14,19.39,2.97,6,100,30.53,63.16,6.32,25.26,1.05,21.05,30.53,63.37,9.9,2.97,1.98,1.98,12.87,1.09,3.26,13.04,38.04,44.57,0,5.43,21.74,26.09,46.74,33.66,37.62,13.86,5.94,20.79,26.73,23.76,20.79,0,0,0,27148242.8,7687668.18,40562873.32,66549107.48,40101258.6,11779698.13,1705068.25,6624720.32,1388610.32,14754684.04,28214604.57,9359043.26,25588907.84,3488829.9,67036853.85,209085154.81,21691992.76,50850739.41,1517199.05,91535531.93,94738535.38,219504454.02,16120426.92,14966267.26,2295833.6,7375069.98,41223693.3,1100724.89,3170138.61,34177359.84,85407446.04,160066409.1,0,4582322.07,57786298.27,67773481.15,153779976.99,112476296.74,100637825.89,45401577.48,25406378.37,95065239.84,36787893.89,64591260.79,87911550.31,0,0,0,7.72,2.19,11.54,18.93,11.41,3.35,0.48,1.88,0.39,4.2,8.03,2.66,7.28,0.99,19.07,59.47,6.17,14.46,0.43,26.04,26.95,62.43,4.59,4.26,0.65,2.1,11.73,0.31,0.9,9.72,24.29,45.53,0,1.3,16.44,19.28,43.74,31.99,28.62,12.91,7.23,27.04,10.46,18.37,25.01,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2620,"Bahrain","BHR","Central","BHR.2_1",264,"female","18-34","2020-05-03",92,741935.96,2.17,1.09,2.17,5.43,5.43,23.91,16.3,14.13,5.43,6.52,11.96,2.17,11.96,30.43,4.35,4.44,0,23.91,49.45,4.4,30.43,5.43,16.3,41.3,59.78,11.96,1.09,0,2.17,25,2.17,13.04,14.13,22.83,47.83,3.26,14.13,18.48,29.35,34.78,40.22,40.22,13.04,6.52,20.65,27.17,31.52,20.65,2016794.46,1591352.24,2016794.46,3101443.33,3517508.78,22223469.99,18750035.82,8896627.43,3468825,3110217.51,7601031.93,2194718.15,16798069.25,35369824.88,2681176.19,2371183.45,0,21333560.26,44959017.53,3847853.02,23659934.96,3001588.75,18414912.2,27325027.68,46389190.67,15644613.47,425442.22,0,2786172.92,8948176.94,1939086.99,3903175.96,5708570.2,18947155.84,43695607.23,2458949.03,6444457.7,17215484.98,11512611.55,36562092.96,25977724.59,39031136.75,6018786.37,3165948.52,21265522.58,19111498.65,24970017.69,8846557.31,2.72,2.14,2.72,4.18,4.74,29.95,25.27,11.99,4.68,4.19,10.24,2.96,22.64,47.67,3.61,3.2,0,28.75,60.6,5.19,31.89,4.05,24.82,36.83,62.52,21.09,0.57,0,3.76,12.06,2.61,5.26,7.69,25.54,58.89,3.31,8.69,23.2,15.52,49.28,35.01,52.61,8.11,4.27,28.66,25.76,33.66,11.92,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2621,"Bahrain","BHR","Central","BHR.2_1",264,"female","overall","2020-05-03",150,1347643.76,1.33,0.67,2,5.33,3.33,19.33,12.67,14,6,5.33,8,1.33,9.33,22.67,3.33,4.79,0,23.49,53.69,4.73,30,3.36,14.67,36,68.67,10.67,1.33,0,1.33,18,1.34,9.4,14.77,23.49,51.01,2.01,8.72,18.79,28.86,41.61,36.67,40,14,8.67,15.33,25.33,28,30.67,2016794.46,1591352.24,2410744.92,5884918.54,3517508.78,30824225.32,22241762.86,16330233.71,5366466.65,5432525.44,7994982.38,2194718.15,20206650.2,38220530.59,3549525.1,6261354.52,0,31831474.37,77346693.15,11673340.5,41062404.45,3001588.75,28373856.38,44675281.88,99459863.74,18868659.96,2374233.02,0,2786172.92,11275446.26,1939086.99,4211914.13,18526296.81,26179809.61,81128260.99,2458949.03,6444457.7,25963293.37,25507318.58,71611349.85,37915912.78,54784113.17,20413521.88,18871820.71,23753592.94,24219398.56,34288800.46,49723576.58,1.5,1.18,1.79,4.37,2.61,22.87,16.5,12.12,3.98,4.03,5.93,1.63,14.99,28.36,2.63,4.65,0,23.62,57.39,8.66,30.47,2.23,21.05,33.15,73.8,14,1.76,0,2.07,8.37,1.44,3.13,13.75,19.43,60.2,1.82,4.78,19.27,18.93,53.14,28.13,40.65,15.15,14,17.63,17.97,25.44,36.9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2622,"Bahrain","BHR","Central","BHR.2_1",264,"male","18-34","2020-05-03",103,925932.85,2.94,1.96,2.94,7.84,2.94,17.65,15.69,3.92,6.86,4.9,4.9,3.92,13.73,27.18,4.85,0.97,NA,38.61,57.84,11.76,32.35,5.88,26.47,46.6,62.14,15.53,2.91,4.85,1.94,12.62,0,3.88,13.59,18.45,64.08,0.97,2.91,14.56,25.24,56.31,35.92,30.1,17.48,16.5,12.62,23.3,28.16,35.92,1491136.92,1029885.59,1491136.92,9446060.04,2944524.04,13541526.49,12841192.19,2343216.05,4550886.83,4162602.75,1907242.61,2245493.92,8401475.15,23521355.47,5486998.66,568634.25,0,30538819.56,39406241.92,11709281.75,29478532.08,17268362.81,18935177,49461574.21,43627003.43,11877938.67,18148743.29,4001426.89,2233097.49,12705075.14,0,1956525.64,8017373.63,12213687.73,70405697.89,1617259.3,1168833.66,19558014.82,12428534.48,57820642.63,21697886.9,19971973.71,10694170.6,40229253.69,20793311.14,15672806.28,22030937.58,34096229.89,1.61,1.11,1.61,10.2,3.18,14.62,13.87,2.53,4.91,4.5,2.06,2.43,9.07,25.4,5.93,0.61,0,32.98,42.56,12.65,31.84,18.65,20.45,53.42,47.12,12.83,19.6,4.32,2.41,13.72,0,2.11,8.66,13.19,76.04,1.75,1.26,21.12,13.42,62.45,23.43,21.57,11.55,43.45,22.46,16.93,23.79,36.82,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2623,"Bahrain","BHR","Central","BHR.2_1",264,"male","overall","2020-05-03",159,1649165.52,1.92,1.28,2.56,8.97,1.92,14.74,16.67,7.69,4.49,3.82,3.21,3.21,10.9,21.52,3.77,1.26,NA,37.18,60.76,12.9,29.3,5.13,23.72,41.51,69.81,11.32,2.52,3.77,1.89,10.69,0,3.14,13.21,19.5,64.15,0.63,4.4,13.84,20.75,60.38,32.08,34.59,16.35,16.98,11.95,23.9,29.56,34.59,1491136.92,1029885.59,1843722.48,24439534.47,2944524.04,16705997.48,29448290.15,7904956.66,4550886.83,4623854.09,1907242.61,3163478.31,10437341.97,37990851.49,6271422.97,897213.97,0,43561688.39,80318698.82,32762020.43,36110055.49,20613663.24,27511126.55,69517826.31,86739288.17,15239267.7,21381229.04,12264890.93,13236556.58,16055319.22,0,2662968.11,22241507.5,31008816.53,109003259.5,1617259.3,3308736.91,35163180.69,27374189.43,97453185.32,32795978.44,58364095.04,23393660.48,50362817.69,28127979.86,25310629.31,51424765.46,60053177.02,0.9,0.62,1.12,14.82,1.79,10.13,17.86,4.79,2.76,2.8,1.16,1.92,6.33,23.04,3.8,0.54,0,26.41,48.7,19.87,21.9,12.5,16.68,42.15,52.6,9.24,12.96,7.44,8.03,9.74,0,1.61,13.49,18.8,66.1,0.98,2.01,21.32,16.6,59.09,19.89,35.39,14.19,30.54,17.06,15.35,31.18,36.41,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
