"","X","country_agg","GID_0","region_agg","GID_1","country_region_numeric","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",57,"Bahamas","BHS","San Salvador","BHS.27_1",325,"female","18-34","2020-05-01",63,186297.34,0,0,1.61,12.7,1.61,19.35,24.19,20.97,19.35,3.23,17.74,3.17,17.46,53.97,0,0,NA,14.29,44.44,3.23,27.42,1.61,16.13,28.57,58.73,9.52,0,0,0,31.75,0,4.76,25.4,25.4,44.44,0,4.76,17.46,38.1,39.68,53.97,41.27,0,4.76,38.1,31.75,20.63,9.52,0,0,491990.1,1836612.74,137310.69,3746838.19,3605399.88,3537942.55,3319701.34,664852.79,3852907.3,561308.38,3322268.33,9695322.45,0,0,0,2088573.28,6856014.61,463044.91,4093925.45,232407.12,2379724.84,4491288.87,9248312.16,1290553.67,0,0,0,8090868,0,711018.01,4358571.08,5652370.62,7907774.12,0,638972.89,3382413.28,7821839.98,6786507.67,10359759.22,7500472.79,0,769501.82,5802708.16,6020777.1,5388941.56,1417307,0,0,2.64,9.86,0.74,20.11,19.35,18.99,17.82,3.57,20.68,3.01,17.83,52.04,0,0,0,11.21,36.8,2.49,21.98,1.25,12.77,24.11,49.64,6.93,0,0,0,43.43,0,3.82,23.4,30.34,42.45,0,3.43,18.16,41.99,36.43,55.61,40.26,0,4.13,31.15,32.32,28.93,7.61,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",58,"Bahamas","BHS","San Salvador","BHS.27_1",325,"female","overall","2020-05-01",102,591043.82,1,1,2,9.9,2,16,19,17.82,16,4,13,1.98,14.85,44.55,0,1.96,100,20,45.54,3.03,24,2.02,20,29.41,60.78,9.8,0.98,0,0,28.43,0.99,3.96,22.77,28.71,43.56,0,2.97,17.82,35.64,43.56,48.04,40.2,5.88,4.9,31.37,35.29,20.59,12.75,327276.77,327276.77,819266.86,3177573.66,464587.46,10310771.74,7136621,12325653.17,9671992.69,1389945.95,4412591.19,561308.38,8815596.49,18432305.78,0,1234080.55,1234080.55,15608985,24552627.34,740160.05,10686336.04,1068671.29,6888145.56,16122330.98,36400893.03,3715381.45,189648.72,0,0,18798458.77,397816.38,930713.49,17617819,16865628.5,22994095.46,0,638972.89,12278989.66,22989931.19,22898179.11,29903202.46,18192783.22,7695947.11,3014140.04,15199222.16,23710200.08,12731056.72,7463903,0.55,0.55,1.39,5.38,0.79,17.45,12.07,20.85,16.36,2.35,7.47,0.95,14.92,31.19,0,2.09,2.09,26.41,41.54,1.25,18.08,1.81,11.65,27.28,61.59,6.29,0.32,0,0,31.81,0.67,1.57,29.81,28.54,38.9,0,1.08,20.78,38.9,38.74,50.59,30.78,13.02,5.1,25.72,40.12,21.54,12.63,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",59,"Bahamas","BHS","San Salvador","BHS.27_1",325,"male","overall","2020-05-01",84,365304.57,0,0,0,3.7,3.66,8.64,14.46,9.88,4.94,3.66,4.94,4.94,12.35,23.46,7.14,2.41,NA,44.58,59.52,4.88,26.51,1.22,20.48,38.1,73.81,4.76,2.38,1.19,0,17.86,2.38,3.57,11.9,25,57.14,0,8.33,15.48,22.62,53.57,45.24,33.33,11.9,9.52,38.1,26.19,20.24,15.48,0,0,0,746206.6,765369.45,2828820.7,4216220.03,3010003.83,934880.5,672087.92,1078716.66,1005229.69,5018139.25,6753051.96,1480215.82,621494.4,0,16223402.81,21025174.95,1264446.21,8460514.5,326388.92,8357923.99,14287790.04,26245333.53,2142869.04,464125.4,213010.91,0,7465118.31,441555.69,1091865.44,7226010.99,7096883.31,20674141.75,0,2169110.12,5201936.71,6244492.99,22914917.36,13662852.47,11203953.43,7585688.67,4077962.61,12165762.81,11497253.57,6569569.06,6297871.74,0,0,0,2.04,2.1,7.74,11.54,8.24,2.56,1.84,2.95,2.75,13.74,18.49,4.05,1.7,0,44.41,57.56,3.46,23.16,0.89,22.88,39.11,71.85,5.87,1.27,0.58,0,20.44,1.21,2.99,19.78,19.43,56.59,0,5.94,14.24,17.09,62.73,37.4,30.67,20.77,11.16,33.3,31.47,17.98,17.24,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",60,"Bahamas","BHS","San Salvador","BHS.27_1",325,"overall","18-34","2020-05-01",113,376653.85,0,0,0.92,9.09,4.55,15.6,20.72,15.6,14.68,3.64,13.76,4.55,15.45,40.91,3.54,0.89,NA,23.21,49.56,4.55,27.03,0.91,18.02,31.86,63.72,7.08,0.88,0.88,0,27.43,1.77,4.42,20.35,24.78,48.67,0,7.08,18.58,29.2,45.13,53.98,33.63,6.19,6.19,41.59,29.2,19.47,9.73,0,0,491990.1,2352287.11,1135087.26,5067023.33,5850045,4619474.39,4256456.74,1106408.49,4931623.96,1336005.84,5299789,12785578.07,987237.95,337087.13,0,8400900.85,16322298.95,1247780.8,8307419.8,232407.12,4802169.12,10425936.43,21056544.45,1967259.58,233593.17,213010.91,0,14194976.59,441555.69,1141271.05,10241057.42,9056170.03,16785330.5,0,1767864.79,6454699.58,10678888.03,18763932.29,19300680.01,10714935.27,5971731.97,1678037.45,13956564.45,13227382.33,7469215.62,3012222.3,0,0,1.31,6.25,3.01,13.45,15.53,12.26,11.3,2.94,13.09,3.55,14.07,33.95,2.62,0.89,0,22.3,43.34,3.31,22.06,0.62,12.75,27.68,55.9,5.22,0.62,0.57,0,37.69,1.17,3.03,27.19,24.04,44.56,0,4.69,17.14,28.35,49.82,51.24,28.45,15.85,4.46,37.05,35.12,19.83,8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",61,"Bahamas","BHS","San Salvador","BHS.27_1",325,"overall","overall","2020-05-01",201,1029103.43,0.51,0.51,1.03,6.63,3.06,12.82,17.68,14.21,10.77,3.57,9.23,3.06,13.2,33.67,4,2.04,100,29.69,52.82,3.68,24.48,1.58,19.79,33.85,63.18,6.97,1.49,0.5,0,23.38,1.6,4.26,17.55,27.66,48.94,0,5.85,16.49,29.26,48.4,43.78,34.33,8.96,6.47,32.34,29.35,18.91,13.43,327276.77,327276.77,819266.86,3923780.27,1462364.03,14342031.91,14181375.87,17150195.82,10839280.31,2062033.87,5836321.89,1566538.07,14678242.2,26359607.2,2702835.53,1855574.95,1234080.55,31832387.81,49003663.93,2004606.26,19491864.58,1395060.21,15591083.59,32732061.34,64378152.53,5858250.48,653774.12,213010.91,0,27664548.99,839372.08,2254986.06,24843829.98,24634739.55,43668237.21,0,3040490.14,17480926.36,29234424.17,46485324.2,43798462.05,29396736.66,15953863.51,7092102.66,27597392.1,35597688.45,19300625.78,14043767.68,0.32,0.32,0.8,3.81,1.42,13.94,13.78,16.67,10.53,2,5.67,1.52,14.26,25.61,2.63,1.8,1.2,30.93,47.62,1.95,18.94,1.36,15.15,31.81,62.56,5.69,0.64,0.21,0,26.88,0.82,2.19,24.14,23.94,42.43,0,2.95,16.99,28.41,45.17,42.56,28.57,15.5,6.89,26.82,34.59,18.75,13.65,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1274,"Bahamas","BHS","San Salvador","BHS.27_1",256,"female","18-34","2020-05-02",51,259221.62,0,0,0,4.08,4.08,14.29,12.24,14.29,13.73,2.04,16,4.08,14.29,30,3.92,5.88,0,22.45,50.98,2.04,18,2.04,35.29,27.45,64.71,5.88,0,0,0,29.41,1.96,3.92,9.8,49.02,35.29,1.96,3.92,3.92,43.14,47.06,52.94,33.33,11.76,1.96,25.49,31.37,23.53,19.61,0,0,0,669628.7,315455.73,2194491.53,1211826.49,2149886.85,1619357.52,326143.29,2615797.83,485670.51,1739673.18,11966291.11,358805.8,1996394.42,0,4153531.93,15887527.24,184769.52,2532067.07,352795.45,7482059.99,4612620.28,12448316.85,788871.25,0,0,0,12684973.94,344836.9,701595.06,999836.56,10464983.29,13410910.21,326143.29,720288.67,7336608.83,7974078.8,9565042.43,17154014.03,5745428.89,2431410.54,591308.57,6467393.71,5936515.82,10289309.66,3228942.84,0,0,0,2.58,1.22,8.47,4.67,8.29,6.25,1.26,10.09,1.87,6.71,46.16,1.38,7.7,0,16.02,61.29,0.71,9.77,1.36,28.86,17.79,48.02,3.04,0,0,0,48.93,1.33,2.71,3.86,40.37,51.74,1.26,2.78,28.3,30.76,36.9,66.18,22.16,9.38,2.28,24.95,22.9,39.69,12.46,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1275,"Bahamas","BHS","San Salvador","BHS.27_1",256,"female","overall","2020-05-02",93,490661.49,0,0,0,4.4,2.22,10,15.38,14.44,10.87,2.22,10.99,2.22,7.78,25,3.23,6.45,0,21.35,54.84,4.49,14.44,1.12,32.61,21.51,63.44,7.53,1.08,0,0,27.96,3.23,4.3,16.13,39.78,36.56,2.15,2.15,10.75,36.56,48.39,39.78,40.86,15.05,4.3,21.51,34.41,23.66,20.43,0,0,0,1409373.66,315455.73,2796918.58,5879736.21,5753032.09,2828257.34,701595.06,3214287.13,485670.51,1739673.18,14854722.89,703642.7,3326905.91,0,6535150,30430836.47,1202529.55,3988630.64,352795.45,13371951.29,7341869.19,24858056.37,2637174.3,1429014.22,0,0,20141904.61,876217.19,1750858.15,6172713.36,16193450.87,24072909.93,701595.06,720288.67,10087428.11,15065285.82,22491551.83,22936830.34,14806893.2,9047501.32,2274924.64,9098464.88,13400992.12,17400358.07,9166334.43,0,0,0,2.87,0.64,5.7,11.98,11.73,5.76,1.43,6.55,0.99,3.55,30.27,1.43,6.78,0,13.32,62.02,2.45,8.13,0.72,27.25,14.96,50.66,5.37,2.91,0,0,41.05,1.79,3.57,12.58,33,49.06,1.43,1.47,20.56,30.7,45.84,46.75,30.18,18.44,4.64,18.54,27.31,35.46,18.68,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1276,"Bahamas","BHS","San Salvador","BHS.27_1",256,"male","overall","2020-05-02",71,399452.45,0,0,0,12.68,1.43,11.43,22.86,14.29,11.43,4.29,4.29,0,11.43,16.9,1.41,2.82,NA,32.39,60,11.43,28.99,1.45,32.39,37.14,74.65,4.23,0,1.41,0,19.72,2.82,4.23,5.63,21.13,66.2,0,7.04,9.86,19.72,63.38,39.44,29.58,15.49,15.49,22.54,29.58,28.17,19.72,0,0,0,3023824.71,352795.45,2034175.98,8942317.95,3903878.85,3855744.18,788414.84,1281074.83,0,3239471.17,3740016.36,210111.17,1629773.73,0,10080115.84,22022172.1,5699462.22,9037282.31,328621.07,15983433.43,9973954.99,28453865.49,975370.22,0,285853.21,0,10230156.33,474371.09,1455415.28,960175.13,6595775.03,30459508.73,0,1242483.38,3043073.81,5525647.82,30134040.25,8326151.43,18117612.24,6677586.01,6823895.57,4979074.22,8327874.69,14955645.01,11682651.32,0,0,0,7.57,0.88,5.09,22.39,9.77,9.65,1.97,3.21,0,8.11,9.36,0.53,4.08,0,25.23,55.13,14.27,22.62,0.82,40.01,24.97,71.23,2.44,0,0.72,0,25.61,1.19,3.64,2.4,16.51,76.25,0,3.11,7.62,13.83,75.44,20.84,45.36,16.72,17.08,12.46,20.85,37.44,29.25,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1277,"Bahamas","BHS","San Salvador","BHS.27_1",256,"overall","18-34","2020-05-02",91,388642.98,0,0,0,7.87,4.49,16.85,19.1,14.61,14.29,5.62,14.44,2.25,16.85,30,3.3,3.3,0,33.71,52.22,6.82,24.72,2.27,32.97,35.16,72.53,4.4,0,1.1,0,21.98,3.3,4.4,8.79,36.26,47.25,1.1,7.69,7.69,34.07,49.45,51.65,28.57,13.19,6.59,24.18,30.77,28.57,16.48,0,0,0,2019107.75,993990.66,4369374.32,4495022.69,3741476.26,4278239.19,1440297.62,5663058.47,485670.51,4919132.21,16329765.9,568916.97,1996394.42,0,11370262.33,21495198.51,1458876.08,6160642.26,681416.52,10871097.95,9421748.39,23181777.6,1141666.69,0,285853.21,0,14255000.5,819207.99,1313187.76,1684318.82,13549762.81,21497820.62,326143.29,1996061.08,8644469.74,11235863.39,16661760.5,22131095.92,9606006.43,4123599.88,3003595.78,10036288.26,8725212.18,15436334.31,4666463.25,0,0,0,5.2,2.56,11.24,11.57,9.63,11.01,3.71,14.57,1.25,12.66,42.02,1.46,5.14,0,29.26,55.31,3.75,15.85,1.75,27.97,24.24,59.65,2.94,0,0.74,0,36.68,2.11,3.38,4.33,34.86,55.32,0.84,5.14,22.24,28.91,42.87,56.94,24.72,10.61,7.73,25.82,22.45,39.72,12.01,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1278,"Bahamas","BHS","San Salvador","BHS.27_1",256,"overall","35-54","2020-05-02",61,336739.48,0,0,0,9.84,0,5.08,16.67,15.25,8.47,1.69,3.39,0,1.69,16.39,1.64,4.92,NA,23.73,65,8.62,14.04,0,36.67,20,67.21,6.56,0,0,0,26.23,3.28,3.28,16.39,26.23,50.82,1.64,1.64,14.75,21.31,60.66,29.51,47.54,9.84,13.11,21.31,37.7,24.59,16.39,0,0,0,2414090.63,0,787459.73,6382419.17,5038323.08,2405762.34,375451.77,598489.3,0,318544.34,4031159.16,344836.9,1258990.58,0,6943982.02,22450524.69,3347024.33,4388630.07,0,15265342.16,6351314.29,23896845.76,1342863.45,0,0,0,8434238.42,531380.29,786087,4461135.34,6235350.43,21659994.59,375451.77,292450.46,3311826.23,5199133.64,24495085.54,8901998.79,16263267.67,3231507.47,5277173.71,4101887.57,10825253.07,12329261.24,6417545.76,0,0,0,7.17,0,2.34,18.95,14.96,7.14,1.11,1.78,0,0.95,11.97,1.02,3.74,0,20.62,66.67,9.94,13.03,0,45.33,18.86,70.97,3.99,0,0,0,25.05,1.58,2.33,13.25,18.52,64.32,1.11,0.87,9.83,15.44,72.74,26.44,48.3,9.6,15.67,12.18,32.15,36.61,19.06,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
