"","X","country_agg","GID_0","region_agg","GID_1","country_region_numeric","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",5020,"Singapore","SGP","East","SGP.2_1",2799,"male","overall","2020-05-03",61,698849.18,1.64,1.64,1.64,8.2,3.28,11.48,8.2,11.48,8.2,3.28,3.28,3.28,6.56,11.48,3.28,1.69,NA,14.75,54.1,21.31,9.84,1.64,14.75,11.48,78.69,9.84,1.64,0,0,9.84,1.64,3.28,13.11,26.23,55.74,1.64,6.56,14.75,36.07,40.98,16.39,45.9,24.59,13.11,1.64,13.11,34.43,50.82,396882.52,396882.52,396882.52,15176918.47,703617.08,6907627.19,4146202.87,7697552.83,2442636.56,703617.08,703617.08,2186321.83,1691322.23,5384006.96,987705.15,673041.49,0,7350423.19,44565294.32,23096386.14,5097607.48,1789439.31,16547037.33,5395146.86,55464972.14,9426292.63,1651520.68,0,0,3342132.68,1436753.28,1843752.51,6078888.72,27414616.8,33110906.82,1436753.28,16159216.09,8281321.18,21176972.97,22830654.61,20701985.65,30647454.16,11045772.34,7489705.98,1529088.85,16431719.06,20577078.75,31347031.48,0.57,0.57,0.57,21.72,1.01,9.88,5.93,11.01,3.5,1.01,1.01,3.13,2.42,7.7,1.41,0.96,0,10.52,63.77,33.05,7.29,2.56,23.68,7.72,79.37,13.49,2.36,0,0,4.78,2.06,2.64,8.7,39.23,47.38,2.06,23.12,11.85,30.3,32.67,29.62,43.85,15.81,10.72,2.19,23.51,29.44,44.86,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",5021,"Singapore","SGP","East","SGP.2_1",2799,"overall","overall","2020-05-03",90,1200177.59,1.12,1.12,1.12,5.62,3.37,10.11,7.87,11.11,7.87,2.25,3.37,2.25,6.74,14.44,4.44,3.41,NA,16.67,53.33,22.22,10,1.11,18.89,8.89,80,6.67,1.11,0,0,8.89,1.16,2.33,16.28,24.42,55.81,1.16,5.81,13.95,34.88,44.19,17.78,41.11,24.44,12.22,1.11,13.33,26.67,54.44,396882.52,396882.52,396882.52,15176918.47,1208011.82,10946368.17,5663984.38,9960758.39,6337918,703617.08,1208011.82,2186321.83,3352563.28,12555880.74,2766284.35,2726282.78,0,22792316.99,77466614.11,35057724.83,17479638.25,1789439.31,33111441.41,6218499.54,99767641.06,9426292.63,1651520.68,0,0,4662538.53,1436753.28,1843752.51,16134079.87,31526018.32,63426685.64,1436753.28,16663610.83,16034294.8,28541469.87,51691160.84,28390702.88,50989924.13,22388383.83,12598278.79,1529088.85,20247106.72,28635908.56,63955185.49,0.33,0.33,0.33,12.65,1.01,9.12,4.72,8.3,5.28,0.59,1.01,1.82,2.79,10.46,2.3,2.27,0,18.99,64.55,29.21,14.56,1.49,27.59,5.18,83.13,7.85,1.38,0,0,3.88,1.2,1.54,13.44,26.27,52.85,1.2,13.88,13.36,23.78,43.07,23.66,42.49,18.65,10.5,1.27,16.87,23.86,53.29,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",5022,"Singapore","SGP","West","SGP.5_1",2802,"overall","overall","2020-05-03",71,969895.48,0,0,0,7.04,4.23,15.49,7.04,11.27,5.63,1.43,0,1.41,4.29,14.29,8.45,4.29,100,25,57.97,22.39,13.24,2.94,33.82,7.46,81.69,7.04,0,0,0,5.63,3.12,1.56,9.38,20.31,65.62,4.69,6.25,15.62,18.75,54.69,16.9,29.58,28.17,15.49,5.63,16.9,21.13,46.48,0,0,0,6893205.28,2471980.35,9610521.99,4520799.34,8331879.95,3119834.63,1617259.3,0,2045656.26,1619422.91,11151896.25,6839883.4,4435615.73,1617259.3,19040137.38,57919750.21,15053065.68,15536782.68,2711192.84,39757325.12,4675675.42,83352855.51,5688042.27,0,0,0,3793241.93,2270344.79,570325.53,4315078.09,19766364.62,63753912.51,2890374.56,4411414.21,10312576.93,19111209.76,53950450.08,18614245.43,26559623.63,28920291.54,16581864.94,3736302.92,17040786.31,24672448.64,45226487.67,0,0,0,7.11,2.55,9.91,4.66,8.59,3.22,1.67,0,2.11,1.67,11.5,7.05,4.57,1.67,19.63,59.72,15.52,16.02,2.8,40.99,4.82,85.94,5.86,0,0,0,3.91,2.34,0.59,4.45,20.38,65.73,2.98,4.55,10.63,19.7,55.63,19.19,27.38,29.82,17.1,3.85,17.57,25.44,46.63,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",8321,"Singapore","SGP","East","SGP.2_1",2799,"male","overall","2020-05-04",53,634785.05,0,0,0,11.32,1.89,11.32,15.09,11.32,5.66,1.89,3.77,0,3.77,7.55,3.77,3.85,0,26.42,50.94,18.87,9.43,1.89,32.08,9.43,81.13,7.55,1.89,1.89,0,7.55,0,5.66,11.32,15.09,67.92,0,7.55,9.43,39.62,43.4,22.64,41.51,28.3,7.55,3.77,18.87,41.51,35.85,0,0,0,7149661.8,1562416.99,5522613.96,5867896.58,5786917.69,1617048.98,779989.37,2261495.63,0,2550183.48,5108407.08,3200994.75,1422719.53,0,14877222.25,36553507.85,10959087.12,5290346.34,1562416.99,23672112.55,6900910.37,48210803.39,3099550.61,2421005.39,4691072.2,0,5056073.2,0,2528810.61,7606892.91,11335075.32,42007725.95,0,3308799.98,7939403.83,26093240.17,26137060.81,14419416.86,27531932.45,17654318.94,3872836.54,2381832.45,12967072.17,26046718.51,22082881.67,0,0,0,11.26,2.46,8.7,9.24,9.12,2.55,1.23,3.56,0,4.02,8.05,5.04,2.24,0,23.44,57.58,17.26,8.33,2.46,37.29,10.87,75.95,4.88,3.81,7.39,0,7.97,0,3.98,11.98,17.86,66.18,0,5.21,12.51,41.11,41.17,22.72,43.37,27.81,6.1,3.75,20.43,41.03,34.79,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",8322,"Singapore","SGP","East","SGP.2_1",2799,"overall","overall","2020-05-04",103,1473074.66,0,0,0,5.88,1.94,12.75,11.76,11.76,2.94,2.91,2.94,0,2.94,11.76,5.83,5.88,0,19.8,50.5,16.83,6.93,0.99,22.77,10.89,80.58,5.83,2.91,1.94,0,5.83,0,3.12,7.29,20.83,68.75,0,4.17,8.33,36.46,51.04,17.48,37.86,30.1,7.77,3.88,14.56,31.07,43.69,0,0,0,7149661.8,13918160.41,13699132.53,8749023.35,13209954.62,1617048.98,14910816.79,4314021.44,0,2921772.76,16105751.81,19156985.49,15732096.24,0,23429892.02,64197529.7,18959876.95,6481351.07,1562416.99,32640039.77,10745945.88,103195494.61,6138948.86,5143356.72,11947250.56,0,6915851.5,0,2528810.61,7978482.19,27714006.22,92635362.82,0,3308799.98,13586108.06,46707788.82,67253964.99,21894078.5,49572832.78,45337579.13,14052171.42,5586050.93,20027649.28,40118437.12,65124524.51,0,0,0,4.85,9.45,9.3,5.94,8.97,1.1,10.12,2.93,0,1.98,10.93,13,10.68,0,15.91,43.58,12.87,4.4,1.06,22.16,7.29,70.05,4.17,3.49,8.11,0,4.69,0,1.72,5.42,18.81,62.89,0,2.25,9.22,31.71,45.66,14.86,33.65,30.78,9.54,3.79,13.6,27.23,44.21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",8323,"Singapore","SGP","West","SGP.5_1",2802,"overall","overall","2020-05-04",74,848084.45,0,0,2.74,6.76,1.37,15.07,6.85,13.7,4.11,2.74,2.74,0,4.11,9.59,6.76,1.35,0,26.03,32.39,18.31,11.27,1.41,19.18,18.31,74.32,2.7,0,0,0,14.86,0,1.49,10.45,17.91,70.15,0,1.49,17.91,22.39,58.21,17.57,25.68,22.97,24.32,5.41,9.46,22.97,52.7,0,0,4754004.1,5124700.3,581470.57,8795822.43,7133398.28,13323056.53,2388083.11,1767186.45,1934085.14,0,5663918.97,9760844.68,5434186.04,1020575.4,0,18954651.62,24218588.65,9440989.71,6740946.96,987197.08,13749153.91,11176376.02,59911309.87,2629007.62,0,0,0,12433539.72,0,779989.37,5190707.56,11719317.71,56296645.5,0,779989.37,10534435.12,13466052.2,49206183.45,13332258.31,17317224.74,16119693.77,27217483.31,5743329.32,8012980.89,14777329.03,45453020.89,0,0,5.61,6.04,0.69,10.37,8.41,15.71,2.82,2.08,2.28,0,6.68,11.51,6.41,1.2,0,22.35,28.56,11.13,7.95,1.16,16.21,13.18,70.64,3.1,0,0,0,14.66,0,0.92,6.12,13.82,66.38,0,0.92,12.42,15.88,58.02,15.72,20.42,19.01,32.09,6.77,9.45,17.42,53.59,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",11636,"Singapore","SGP","East","SGP.2_1",2799,"overall","overall","2020-05-05",100,1126725.69,0,0,0,4,4,8,9,12,3,2,1,0,2,11,9.09,4.08,0,24.21,46.32,19.15,14.89,0,27.37,10.53,74,3,1,0,0,12,1.14,2.27,10.23,25,61.36,2.3,0,6.9,31.03,59.77,10,33,32,12,2,4,26,55,0,0,0,2368500.98,2444615.45,5774182.93,7499713.28,12059771.35,2586525.9,2135000.26,731664.12,0,2646043.48,9867386.35,10825899.22,2047846.49,0,27049631.32,51519058.81,17663240.05,16686466.4,0,29707155.06,11207141.94,77819436.97,6494937.77,2763356.96,0,0,15846723.63,711660.51,894408.66,8750244.11,23290723.99,64737402.36,931221.14,0,8016283.08,28550248.74,58503020.58,11232466.67,31914994.46,39647068.65,14143624.61,1041146.09,5379007.07,27995970.61,63256655.35,0,0,0,2.1,2.17,5.12,6.66,10.7,2.3,1.89,0.65,0,2.35,8.76,9.61,1.82,0,24.01,45.72,15.68,14.81,0,26.37,9.95,69.07,5.76,2.45,0,0,14.06,0.63,0.79,7.77,20.67,57.46,0.83,0,7.11,25.34,51.92,9.97,28.33,35.19,12.55,0.92,4.77,24.85,56.14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",11637,"Singapore","SGP","West","SGP.5_1",2802,"overall","overall","2020-05-05",96,1253922.9,0,0,0,4.17,0,13.54,6.25,8.33,3.16,1.04,1.04,1.04,2.08,12.5,4.17,4.17,NA,29.35,45.65,23.91,8.7,0,21.74,10.99,72.92,7.29,0,0,0,12.5,0,1.14,14.77,12.5,71.59,0,4.55,11.36,27.27,56.82,12.5,39.58,27.08,12.5,2.08,10.42,29.17,50,0,0,0,1881716.75,0,10841453.31,5406807.23,7033470.66,7952961.42,720098.42,720098.42,700411.02,1608962.53,10324130.82,3065900.71,6595804.55,0,37168775.81,67038077.23,20635670.46,16113076.29,0,29116220.22,9457689.78,101828227.21,10358747.02,0,0,0,7491324.28,0,1248557.34,10016158.63,36112558.38,71616240.85,0,2234228.14,7207891.67,55666021.04,53885374.35,8966085.08,56952964.08,41605997.32,11468468.72,1274828.41,29971604.6,27968263.75,59778818.43,0,0,0,1.5,0,8.65,4.31,5.61,6.34,0.57,0.57,0.56,1.28,8.23,2.45,5.26,0,29.64,53.46,16.46,12.85,0,23.22,7.54,81.21,8.26,0,0,0,5.97,0,1,7.99,28.8,57.11,0,1.78,5.75,44.39,42.97,7.15,45.42,33.18,9.15,1.02,23.9,22.3,47.67,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",14930,"Singapore","SGP","East","SGP.2_1",2799,"overall","overall","2020-05-06",74,881474.18,0,0,0,9.46,4.05,5.41,9.46,9.46,5.41,4.05,1.35,1.35,1.35,13.51,8.11,4.17,0,25.71,48.57,18.57,10,2.86,24.29,11.59,68.92,1.35,4.05,0,0,16.22,1.52,3.03,13.64,19.7,62.12,0,9.09,16.67,22.73,51.52,22.97,29.73,18.92,17.57,4.05,6.76,21.62,56.76,0,0,0,6576891.43,2086270.82,2288230.53,5189302.24,5897090.61,5756889.77,2533106.74,353851.34,562445.89,1051192.21,8894120.13,10446540.69,2632129.9,0,20378773.43,39447419.7,20647625.89,4870055.45,916297.23,24459357.52,6817467.78,66384857.64,384197.71,4672869.4,0,0,10112097.8,494831.75,1535941.56,10309868.55,16834450.04,52002218.99,0,4409572.28,12977090.44,18177740.98,45612907.19,18755481.92,21260432.43,20614618.62,20546777.92,2485129.46,3919834.77,19548704.54,55223642.12,0,0,0,7.46,2.37,2.6,5.89,6.69,6.53,2.87,0.4,0.64,1.19,10.09,11.85,2.99,0,23.12,44.75,23.42,5.52,1.04,27.75,7.73,75.31,0.44,5.3,0,0,11.47,0.56,1.74,11.7,19.1,58.99,0,5,14.72,20.62,51.75,21.28,24.12,23.39,23.31,2.82,4.45,22.18,62.65,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",14931,"Singapore","SGP","West","SGP.5_1",2802,"overall","overall","2020-05-06",98,920107.62,0,0,0,5.1,0,12.24,6.12,15.31,2.04,0,0,0,5.1,8.16,9.18,7.45,0,25.53,43.62,14.89,12.77,0,24.47,10.75,77.55,6.12,0,0,1.02,9.18,0,3.33,16.67,22.22,57.78,0,5.56,22.22,17.78,54.44,13.27,35.71,33.67,9.18,2.04,7.14,31.63,51.02,0,0,0,2586362.23,0,9183971.63,5172941.04,16690538.11,2873346.3,0,0,0,6368985.74,7821966.16,10544338.74,4065941.48,0,24544576.29,44932427.9,11794930.21,10498662.14,0,22816009.28,8581057.57,68753802.4,8653414.92,0,0,436794.09,8885134.96,0,1502116.23,14623163.58,12753506.4,57029368.37,0,2792892.96,13988653.53,15816590.75,53310017.33,16239933.14,32888831.86,25643768.79,11135620.78,1668348.35,8370544.44,28312222.64,47557039.13,0,0,0,2.81,0,9.98,5.62,18.14,3.12,0,0,0,6.92,8.5,11.46,4.42,0,26.68,48.83,12.82,11.41,0,24.8,9.33,74.72,9.4,0,0,0.47,9.66,0,1.63,15.89,13.86,61.98,0,3.04,15.2,17.19,57.94,17.65,35.74,27.87,12.1,1.81,9.1,30.77,51.69,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
